Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-16	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0
2020-03-17	0.001	0.0	0.001	1e-08	0.0	0.0	0.0	0.0
2020-03-18	0.001	0.0	0.002	1e-08	0.0	0.0	0.0	0.0
2020-03-19	0.001	1e-08	0.003	2e-08	0.0	0.0	0.0	0.0
2020-03-20	0.003	2e-08	0.005	5e-08	0.0	0.0	0.0	0.0
2020-03-21	0.004	4e-08	0.009	8e-08	0.0	0.0	0.0	0.0
2020-03-22	0.006	5e-08	0.015	1.3e-07	0.0	0.0	0.0	0.0
2020-03-23	0.008	7e-08	0.022	2e-07	0.0	0.0	0.0	0.0
2020-03-24	0.012	1.1e-07	0.034	3.1e-07	0.0	0.0	0.0	0.0
2020-03-25	0.018	1.6e-07	0.052	4.8e-07	0.0	0.0	0.0	0.0
2020-03-26	0.025	2.3e-07	0.078	7.1e-07	0.0	0.0	0.0	0.0
2020-03-27	0.031	2.8e-07	0.108	9.8e-07	0.0	0.0	0.001	1e-08
2020-03-28	0.035	3.2e-07	0.143	1.3e-06	0.0	0.0	0.001	1e-08
2020-03-29	0.037	3.4e-07	0.181	1.64e-06	0.0	0.0	0.001	1e-08
2020-03-30	0.039	3.6e-07	0.22	2e-06	0.0	0.0	0.001	1e-08
2020-03-31	0.04	3.6e-07	0.26	2.36e-06	0.0	0.0	0.002	1e-08
2020-04-01	0.04	3.7e-07	0.3	2.72e-06	0.0	0.0	0.002	2e-08
2020-04-02	0.041	3.7e-07	0.341	3.1e-06	0.0	0.0	0.002	2e-08
2020-04-03	0.04	3.7e-07	0.381	3.46e-06	0.0	0.0	0.002	2e-08
2020-04-04	0.04	3.6e-07	0.421	3.82e-06	0.0	0.0	0.003	2e-08
2020-04-05	0.039	3.6e-07	0.461	4.18e-06	0.0	0.0	0.003	3e-08
2020-04-06	0.037	3.3e-07	0.498	4.51e-06	0.0	0.0	0.003	3e-08
2020-04-07	0.036	3.3e-07	0.533	4.84e-06	0.0	0.0	0.003	3e-08
2020-04-08	0.034	3.1e-07	0.567	5.15e-06	0.0	0.0	0.003	3e-08
2020-04-09	0.029	2.7e-07	0.596	5.41e-06	0.0	0.0	0.004	3e-08
2020-04-10	0.025	2.3e-07	0.622	5.64e-06	0.0	0.0	0.004	3e-08
2020-04-11	0.022	2e-07	0.643	5.84e-06	0.0	0.0	0.004	4e-08
2020-04-12	0.019	1.7e-07	0.662	6.01e-06	0.0	0.0	0.004	4e-08
2020-04-13	0.016	1.4e-07	0.678	6.15e-06	0.0	0.0	0.004	4e-08
2020-04-14	0.013	1.1e-07	0.69	6.26e-06	0.0	0.0	0.004	4e-08
2020-04-15	0.01	9e-08	0.7	6.35e-06	0.0	0.0	0.004	4e-08
2020-04-16	0.009	8e-08	0.709	6.43e-06	0.0	0.0	0.004	4e-08
2020-04-17	0.008	7e-08	0.717	6.5e-06	0.0	0.0	0.004	4e-08
2020-04-18	0.007	6e-08	0.723	6.56e-06	0.0	0.0	0.004	4e-08
2020-04-19	0.006	5e-08	0.729	6.61e-06	0.0	0.0	0.004	4e-08
2020-04-20	0.005	4e-08	0.733	6.65e-06	0.0	0.0	0.004	4e-08
2020-04-21	0.004	3e-08	0.737	6.68e-06	0.0	0.0	0.004	4e-08
2020-04-22	0.003	2e-08	0.739	6.71e-06	0.0	0.0	0.004	4e-08
2020-04-23	0.002	2e-08	0.741	6.73e-06	0.0	0.0	0.004	4e-08
2020-04-24	0.002	1e-08	0.743	6.74e-06	0.0	0.0	0.004	4e-08
2020-04-25	0.001	1e-08	0.744	6.75e-06	0.0	0.0	0.004	4e-08
2020-04-26	0.001	0.0	0.744	6.75e-06	0.0	0.0	0.004	4e-08
2020-04-27	0.744	6.75e-06	1.489	1.351e-05	0.004	4e-08	0.009	8e-08
