Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Yolo	16	1	0	0	7.259e-05	4.54e-06	333.333333333	153.846153846	100	0.00151333333333	0.000698461538462	0.000454	0	0	0	0
Santa Clara	848	28	0	0	0.00043766	1.445e-05	9333.33333333	4307.69230769	2800	0.00481666666667	0.00222307692308	0.001445	202	3	0	0
Lake	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Imperial	25	0	0	0	0.00013749	0.0	125	50	31.25	0.00068745	0.00027498	0.0001718625	0	0	0	0
Sierra	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Madera	18	1	0	0	0.00011416	6.34e-06	333.333333333	153.846153846	100	0.00211333333333	0.000975384615385	0.000634	3	0	0	0
Shasta	4	1	0	0	2.222e-05	5.55e-06	333.333333333	153.846153846	100	0.00185	0.000853846153846	0.000555	0	0	0	0
Plumas	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Tuolumne	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	0	0
Napa	14	0	0	0	0.00010042	0.0	70	28	17.5	0.0005021	0.00020084	0.000125525	4	0	0	0
Tulare	35	1	0	0	7.513e-05	2.15e-06	333.333333333	153.846153846	100	0.000716666666667	0.000330769230769	0.000215	6	0	0	0
Orange	464	4	0	0	0.00014564	1.26e-06	1333.33333333	615.384615385	400	0.00042	0.000193846153846	0.000126	33	0	0	0
San Francisco	374	6	0	0	0.00042341	6.79e-06	2000	923.076923077	600	0.00226333333333	0.00104461538462	0.000679	34	2	0	0
Riverside	291	9	0	0	0.00011874	3.67e-06	3000	1384.61538462	900	0.00122333333333	0.000564615384615	0.000367	96	1	0	0
Alameda	283	7	0	0	0.00016979	4.2e-06	2333.33333333	1076.92307692	700	0.0014	0.000646153846154	0.00042	13	1	0	0
Colusa	1	0	0	0	4.624e-05	0.0	5	2	1.25	0.0002312	9.248e-05	5.78e-05	0	0	0	0
