Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Saline	19	0	0	0	0.00015648	0.0	95	38	23.75	0.0007824	0.00031296	0.0001956	3	0	0	0
Mississippi	1	0	0	0	2.425e-05	0.0	5	2	1.25	0.00012125	4.85e-05	3.03125e-05	NA	NA	100	0
Newton	1	0	0	0	0.00012812	0.0	5	2	1.25	0.0006406	0.00025624	0.00016015	0	0	100	0
Grant	3	0	0	0	0.00016494	0.0	15	6	3.75	0.0008247	0.00032988	0.000206175	0	0	100	0
Union	10	0	0	0	0.00025558	0.0	50	20	12.5	0.0012779	0.00051116	0.000319475	0	0	-100	0
Van Buren	20	0	0	0	0.0012046	0.0	100	40	25	0.006023	0.0024092	0.00150575	0	0	100	0
Cross	1	0	0	0	5.997e-05	0.0	5	2	1.25	0.00029985	0.00011994	7.49625e-05	0	0	100	0
Pulaski	130	2	0	0	0.00033106	5.09e-06	666.666666667	307.692307692	200	0.00169666666667	0.000783076923077	0.000509	15	0	87.5	0
Jefferson	51	0	0	0	0.00074874	0.0	255	102	63.75	0.0037437	0.00149748	0.000935925	2	0	-71.4	0
Crittenden	37	0	0	0	0.00076538	0.0	185	74	46.25	0.0038269	0.00153076	0.000956725	5	0	66.7	0
Stone	5	0	0	0	0.00040138	0.0	25	10	6.25	0.0020069	0.00080276	0.000501725	0	0	100	0
Faulkner	40	1	0	0	0.0003205	8.01e-06	333.333333333	153.846153846	100	0.00267	0.00123230769231	0.000801	3	0	200	0
Crawford	1	0	0	0	1.577e-05	0.0	5	2	1.25	7.885e-05	3.154e-05	1.97125e-05	0	0	100	0
Cleburne	64	2	0	0	0.00256359	8.011e-05	666.666666667	307.692307692	200	0.0267033333333	0.0123246153846	0.008011	1	0	0	0
Independence	3	0	0	0	7.962e-05	0.0	15	6	3.75	0.0003981	0.00015924	9.9525e-05	0	0	100	0
Columbia	1	0	0	0	4.249e-05	0.0	5	2	1.25	0.00021245	8.498e-05	5.31125e-05	0	0	100	0
