Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Logan	0.0	0.0	0.0	0.0
Pike	0.117	0.117	1.092e-05	1.092e-05
Sevier	0.299	0.299	1.747e-05	1.747e-05
Searcy	0.339	0.339	4.264e-05	4.264e-05
Baxter	0.473	0.473	1.136e-05	1.136e-05
Van Buren	0.519	0.519	3.126e-05	3.126e-05
Lincoln	0.539	0.539	4.027e-05	4.027e-05
Conway	0.18	0.18	8.6e-06	8.6e-06
Hot Spring	0.01	0.01	3e-07	3e-07
Lee	1.701	1.701	0.0001893	0.0001893
Washington	1.357	1.357	5.73e-06	5.73e-06
Woodruff	0.898	0.898	0.00013841	0.00013841
Desha	0.299	0.299	2.601e-05	2.601e-05
Jefferson	4.93	4.93	7.239e-05	7.239e-05
Newton	0.0	0.0	0.0	0.0
Pulaski	10.679	10.679	2.72e-05	2.72e-05
Independence	0.12	0.12	3.18e-06	3.18e-06
Ouachita	4.042	4.042	0.00017123	0.00017123
Mississippi	5.8	5.8	0.00014063	0.00014063
Monroe	0.829	0.829	0.00012007	0.00012007
Yell	0.788	0.788	3.659e-05	3.659e-05
Faulkner	1.996	1.996	1.599e-05	1.599e-05
Izard	0.0	0.0	0.0	0.0
Lawrence	0.933	0.933	5.675e-05	5.675e-05
Marion	0.0	0.0	0.0	0.0
Hempstead	0.227	0.227	1.043e-05	1.043e-05
Cross	0.175	0.175	1.049e-05	1.049e-05
Arkansas	0.153	0.153	8.62e-06	8.62e-06
Craighead	1.817	1.817	1.673e-05	1.673e-05
Benton	0.619	0.619	2.27e-06	2.27e-06
Columbia	0.12	0.12	5.09e-06	5.09e-06
Madison	0.0	0.0	0.0	0.0
Boone	0.12	0.12	3.2e-06	3.2e-06
Scott	0.0	0.0	0.0	0.0
Miller	1.015	1.015	2.328e-05	2.328e-05
Howard	0.0	0.0	0.0	0.0
Saline	0.129	0.129	1.07e-06	1.07e-06
Unassigned	-1.936	-1.936	N/A	N/A
Randolph	0.939	0.939	5.232e-05	5.232e-05
Dallas	0.0	0.0	0.0	0.0
Drew	0.331	0.331	1.808e-05	1.808e-05
Clay	0.0	0.0	0.0	0.0
Phillips	0.0	0.0	0.0	0.0
Franklin	0.0	0.0	0.0	0.0
Saint Francis	1.304	1.304	5.127e-05	5.127e-05
Crittenden	4.911	4.911	0.00010158	0.00010158
Pope	2.136	2.136	3.337e-05	3.337e-05
Chicot	0.377	0.377	3.614e-05	3.614e-05
Greene	0.599	0.599	1.321e-05	1.321e-05
Lafayette	1.617	1.617	0.00024196	0.00024196
Stone	0.12	0.12	9.61e-06	9.61e-06
Union	0.639	0.639	1.633e-05	1.633e-05
Perry	0.153	0.153	1.479e-05	1.479e-05
Clark	0.0	0.0	0.0	0.0
Carroll	1.701	1.701	6.027e-05	6.027e-05
Poinsett	0.18	0.18	7.49e-06	7.49e-06
Cleburne	0.639	0.639	2.559e-05	2.559e-05
Garland	2.715	2.715	2.738e-05	2.738e-05
Johnson	0.63	0.63	2.357e-05	2.357e-05
White	0.115	0.115	1.47e-06	1.47e-06
Cleveland	0.399	0.399	4.979e-05	4.979e-05
Ashley	1.123	1.123	5.601e-05	5.601e-05
Crawford	0.12	0.12	1.89e-06	1.89e-06
Nevada	0.0	0.0	0.0	0.0
Sebastian	0.12	0.12	9.4e-07	9.4e-07
Lonoke	0.863	0.863	1.172e-05	1.172e-05
Sharp	1.617	1.617	9.31e-05	9.31e-05
Prairie	1.617	1.617	0.00020025	0.00020025
Polk	0.088	0.088	4.37e-06	4.37e-06
Grant	0.359	0.359	1.976e-05	1.976e-05
Bradley	0.22	0.22	2.015e-05	2.015e-05
