Arkansas,17769
Ashley,20046
Baxter,41619
Benton,272608
Boone,37480
Bradley,10897
Calhoun,5277
Carroll,28223
Chicot,10438
Clark,22061
Clay,14847
Cleburne,24965
Cleveland,8018
Columbia,23537
Conway,20891
Craighead,108558
Crawford,63406
Crittenden,48342
Cross,16676
Dallas,7182
Desha,11512
Drew,18328
Faulkner,124806
Franklin,17810
Fulton,12269
Garland,99154
Grant,18188
Greene,45325
Hempstead,21741
Hot Spring,33701
Howard,13341
Independence,37678
Izard,13593
Jackson,16811
Jefferson,68114
Johnson,26742
Lafayette,6682
Lawrence,16434
Lee,8985
Lincoln,13383
Little River,12326
Logan,21737
Lonoke,73657
Madison,16481
Marion,16722
Miller,43592
Mississippi,41239
Monroe,6900
Montgomery,8924
Nevada,8326
Newton,7805
Ouachita,23606
Perry,10352
Phillips,18029
Pike,10673
Poinsett,23974
Polk,20049
Pope,64000
Prairie,8074
Pulaski,392680
Randolph,17948
Saint Francis,25439
Saline,121421
Scott,10319
Searcy,7958
Sebastian,127753
Sevier,17139
Sharp,17366
Stone,12457
Union,39126
Van Buren,16603
Washington,236961
White,78727
Woodruff,6490
Yell,21535
