Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Saline	1095.0	6.0	0.0	1089.0	0.00901821	4.941e-05	2000.0	923.076923077	600.0	0.01647	0.00760153846154	0.004941
Mississippi	1033.0	14.0	0.0	1019.0	0.0250491	0.00033948	4666.66666667	2153.84615385	1400.0	0.11316	0.0522276923077	0.033948
Newton	106.0	6.0	0.0	100.0	0.01358104	0.00076874	2000.0	923.076923077	600.0	0.256246666667	0.118267692308	0.076874
Jackson	117.0	1.0	0.0	116.0	0.00695973	5.948e-05	333.333333333	153.846153846	100.0	0.0198266666667	0.00915076923077	0.005948
White	326.0	2.0	0.0	324.0	0.00414089	2.54e-05	666.666666667	307.692307692	200.0	0.00846666666667	0.00390769230769	0.00254
Dallas	64.0	0.0	0.0	64.0	0.00891117	0.0	320.0	128.0	80.0	0.04455585	0.01782234	0.0111389625
Perry	54.0	0.0	0.0	54.0	0.00521638	0.0	270.0	108.0	67.5	0.0260819	0.01043276	0.006520475
Van Buren	53.0	2.0	0.0	51.0	0.00319219	0.00012046	666.666666667	307.692307692	200.0	0.0401533333333	0.0185323076923	0.012046
Calhoun	17.0	0.0	0.0	17.0	0.00322153	0.0	85.0	34.0	21.25	0.01610765	0.00644306	0.0040269125
Montgomery	38.0	1.0	0.0	37.0	0.00425818	0.00011206	333.333333333	153.846153846	100.0	0.0373533333333	0.01724	0.011206
Pulaski	5639.0	85.0	0.0	5554.0	0.01436029	0.00021646	28333.3333333	13076.9230769	8500.0	0.0721533333333	0.0333015384615	0.021646
Phillips	325.0	9.0	0.0	316.0	0.01802651	0.0004992	3000.0	1384.61538462	900.0	0.1664	0.0768	0.04992
Jefferson	1574.0	40.0	0.0	1534.0	0.02310832	0.00058725	13333.3333333	6153.84615385	4000.0	0.19575	0.0903461538462	0.058725
