Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Albany	127	0	0	0	0.00041352	0.0	635	254	158.75	0.0020676	0.00082704	0.0005169	4	0
Ontario	4	0	0	0	3.641e-05	0.0	20	8	5	0.00018205	7.282e-05	4.55125e-05	0	0
Orleans	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Delaware	1	0	0	0	2.246e-05	0.0	5	2	1.25	0.0001123	4.492e-05	2.8075e-05	0	0
Broome	3	1	0	0	1.565e-05	5.22e-06	333.333333333	153.846153846	100	0.00174	0.000803076923077	0.000522	0	0
Montgomery	3	0	0	0	6.066e-05	0.0	15	6	3.75	0.0003033	0.00012132	7.5825e-05	0	0
Richmond	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Jefferson	1	0	0	0	8.95e-06	0.0	5	2	1.25	4.475e-05	1.79e-05	1.11875e-05	0	0
Warren	1	0	0	0	1.556e-05	0.0	5	2	1.25	7.78e-05	3.112e-05	1.945e-05	0	0
Orange	389	0	0	0	0.00101846	0.0	1945	778	486.25	0.0050923	0.00203692	0.001273075	142	0
Cortland	2	0	0	0	4.182e-05	0.0	10	4	2.5	0.0002091	8.364e-05	5.2275e-05	0	0
Putnam	31	0	0	0	0.00031347	0.0	155	62	38.75	0.00156735	0.00062694	0.0003918375	0	0
Chautauqua	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Tioga	1	0	0	0	2.059e-05	0.0	5	2	1.25	0.00010295	4.118e-05	2.57375e-05	0	0
Columbia	17	0	0	0	0.00028373	0.0	85	34	21.25	0.00141865	0.00056746	0.0003546625	0	0
Dutchess	100	1	0	0	0.00034046	3.4e-06	333.333333333	153.846153846	100	0.00113333333333	0.000523076923077	0.00034	18	1
Cayuga	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Otsego	1	0	0	0	1.674e-05	0.0	5	2	1.25	8.37e-05	3.348e-05	2.0925e-05	1	0
Saint Lawrence	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Rockland	592	1	0	0	0.00181765	3.07e-06	333.333333333	153.846153846	100	0.00102333333333	0.000472307692308	0.000307	137	0
Herkimer	3	0	0	0	4.852e-05	0.0	15	6	3.75	0.0002426	9.704e-05	6.065e-05	0	0
Hamilton	2	0	0	0	0.00045106	0.0	10	4	2.5	0.0022553	0.00090212	0.000563825	0	0
Unassigned	107	36	0	0	N/A	N/A	12000	5538.46153846	3600	N/A	N/A	N/A	84	-2
