Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Guyana	50.07	4128.534	6.427e-05	0.00529976
Brazil	376.168	99394.222	1.8e-06	0.0004745
Ecuador	40.312	14736.442	2.36e-06	0.00086257
Argentina	8.266	3858.602	1.9e-07	8.672e-05
Belize	23.767	1959.749	6.204e-05	0.00511589
Bolivia	1.418	532.576	1.2e-07	4.691e-05
Colombia	17.427	6199.195	3.5e-07	0.00012486
Suriname	7.922	653.246	1.375e-05	0.00113413
Peru	137.808	27183.99	4.31e-06	0.00084979
Grenada	0.0	0.0	0.0	0.0
Barbados	0.247	115.453	8.6e-07	0.00040278
Chile	54.093	19242.289	2.89e-06	0.0010274
Aruba	6.147	1526.389	5.808e-05	0.01442098
