Adams,27724
Allen,102663
Ashland,53745
Ashtabula,97493
Athens,65818
Auglaize,45804
Belmont,67505
Brown,43602
Butler,382378
Carroll,27081
Champaign,38754
Clark,134585
Clermont,205466
Clinton,42057
Columbiana,102665
Coshocton,36629
Crawford,41550
Cuyahoga,1243857
Darke,51323
Defiance,38165
Delaware,204826
Erie,74615
Fairfield,155782
Fayette,28666
Franklin,1310300
Fulton,42276
Gallia,29979
Geauga,94031
Greene,167995
Guernsey,39022
Hamilton,816684
Hancock,75930
Hardin,31480
Harrison,15174
Henry,27086
Highland,43058
Hocking,28385
Holmes,43892
Huron,58504
Jackson,32384
Jefferson,65767
Knox,61893
Lake,230514
Lawrence,59866
Licking,175769
Logan,45358
Lorain,309461
Lucas,429899
Madison,44413
Mahoning,229642
Marion,65256
Medina,179146
Meigs,23106
Mercer,40959
Miami,106222
Monroe,13790
Montgomery,532331
Morgan,14604
Morrow,35112
Muskingum,86183
Noble,14354
Ottawa,40769
Paulding,18760
Perry,36033
Pickaway,58086
Pike,28067
Portage,162927
Preble,40997
Putnam,33780
Richland,121099
Ross,76931
Sandusky,58799
Scioto,75502
Seneca,55207
Shelby,48627
Stark,371574
Summit,541918
Trumbull,198627
Tuscarawas,92176
Union,57835
Van Wert,28281
Vinton,13139
Warren,232173
Washington,60155
Wayne,115967
Williams,36804
Wood,130696
Wyandot,21935
