Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Oregon	826	21	0	0	0.00019584	4.98e-06	7000	3230.76923077	2100	0.00166	0.000766153846154	0.000498	90	2	95.7	100	NA	NA
Connecticut	3824	112	0	0	0.00107256	3.141e-05	37333.3333333	17230.7692308	11200	0.01047	0.00483230769231	0.003141	267	27	-37.8	68.8	NA	NA
Tennessee	2845	36	0	0	0.0004166	5.27e-06	12000	5538.46153846	3600	0.00175666666667	0.000810769230769	0.000527	-88	12	-116.2	1100	NA	NA
California	10773	238	0	0	0.00027265	6.02e-06	79333.3333333	36615.3846154	23800	0.00200666666667	0.000926153846154	0.000602	1374	39	15.6	50	92500	0.002341
Texas	5069	77	0	0	0.00017482	2.66e-06	25666.6666667	11846.1538462	7700	0.000886666666667	0.000409230769231	0.000266	714	11	30.8	-8.3	50679	0.001748
West Virginia	216	2	0	0	0.00012053	1.12e-06	666.666666667	307.692307692	200	0.000373333333333	0.000172307692308	0.000112	25	1	-13.8	100	NA	NA
South Carolina	1554	31	0	0	0.00030182	6.02e-06	10333.3333333	4769.23076923	3100	0.00200666666667	0.000926153846154	0.000602	261	5	24.3	25	NA	NA
New Hampshire	316	3	0	0	0.0002324	2.21e-06	1000	461.538461538	300	0.000736666666667	0.00034	0.000221	-51	0	-610	100	NA	NA
Massachusetts	8966	154	0	0	0.00130083	2.234e-05	51333.3333333	23692.3076923	15400	0.00744666666667	0.00343692307692	0.002234	1228	32	9.8	-3	NA	NA
Vermont	338	17	0	0	0.00054168	2.724e-05	5666.66666667	2615.38461538	1700	0.00908	0.00419076923077	0.002724	17	1	-39.3	-66.7	NA	NA
Georgia	5348	163	0	0	0.0005037	1.535e-05	54333.3333333	25076.9230769	16300	0.00511666666667	0.00236153846154	0.001535	710	24	0.1	-14.3	NA	NA
North Dakota	159	3	0	0	0.00020864	3.94e-06	1000	461.538461538	300	0.00131333333333	0.000606153846154	0.000394	17	0	-15	100	NA	NA
Hawaii	256	1	0	0	0.00018081	7.1e-07	333.333333333	153.846153846	100	0.000236666666667	0.000109230769231	7.1e-05	32	0	60	-100	NA	NA
Pennsylvania	7268	90	0	0	0.00056772	7.03e-06	30000	13846.1538462	9000	0.00234333333333	0.00108153846154	0.000703	1259	16	20.4	45.5	NA	NA
Puerto Rico	316	12	0	0	9.894e-05	3.76e-06	4000	1846.15384615	1200	0.00125333333333	0.000578461538462	0.000376	30	1	-36.2	-66.7	NA	NA
Florida	9008	164	0	0	0.00041941	7.64e-06	54666.6666667	25230.7692308	16400	0.00254666666667	0.00117538461538	0.000764	2052	77	854.4	3750	78604	0.00366
Alaska	143	3	0	0	0.00019548	4.1e-06	1000	461.538461538	300	0.00136666666667	0.000630769230769	0.00041	11	0	-15.4	100	NA	NA
Kentucky	770	31	0	0	0.00017235	6.94e-06	10333.3333333	4769.23076923	3100	0.00231333333333	0.00106769230769	0.000694	138	13	3350	85.7	NA	NA
Rhode Island	657	12	0	0	0.00062019	1.133e-05	4000	1846.15384615	1200	0.00377666666667	0.00174307692308	0.001133	91	2	16.7	0	NA	NA
Nebraska	246	5	0	0	0.00012717	2.58e-06	1666.66666667	769.230769231	500	0.00086	0.000396923076923	0.000258	36	1	-5.3	0	NA	NA
Missouri	1857	22	0	0	0.00030257	3.58e-06	7333.33333333	3384.61538462	2200	0.00119333333333	0.000550769230769	0.000358	244	4	-4.7	33.3	NA	NA
Iowa	614	11	0	0	0.00019461	3.49e-06	3666.66666667	1692.30769231	1100	0.00116333333333	0.000536923076923	0.000349	67	2	34	0	NA	NA
Alabama	1233	32	0	0	0.00025147	6.53e-06	10666.6666667	4923.07692308	3200	0.00217666666667	0.00100461538462	0.000653	173	5	137	25	NA	NA
Virgin Islands	30	0	0	0	N/A	N/A	150	60	37.5	N/A	N/A	N/A	0	0	100	100	NA	NA
South Dakota	165	2	0	0	0.00018651	2.26e-06	666.666666667	307.692307692	200	0.000753333333333	0.000347692307692	0.000226	36	0	71.4	-100	NA	NA
Colorado	3342	80	0	0	0.00058034	1.389e-05	26666.6666667	12307.6923077	8000	0.00463	0.00213692307692	0.001389	360	11	2150	100	NA	NA
New Jersey	25590	537	0	0	0.00288105	6.046e-05	179000	82615.3846154	53700	0.0201533333333	0.00930153846154	0.006046	3335	182	-6.3	106.8	59110	0.006655
Guam	82	3	0	0	0.0004993	1.827e-05	1000	461.538461538	300	0.00609	0.00281076923077	0.001827	5	0	-37.5	-100	NA	NA
Washington	6389	271	0	0	0.00083901	3.559e-05	90333.3333333	41692.3076923	27100	0.0118633333333	0.00547538461538	0.003559	781	37	343.8	311.1	NA	NA
North Carolina	1977	21	0	0	0.0001885	2e-06	7000	3230.76923077	2100	0.000666666666667	0.000307692307692	0.0002	302	7	115.7	250	NA	NA
New York	92506	2373	0	0	0.00475522	0.00012198	791000	365076.923077	237300	0.04066	0.0187661538462	0.012198	8558	432	5.5	10.5	238965	0.012284
Montana	241	6	0	0	0.00022549	5.61e-06	2000	923.076923077	600	0.00187	0.000863076923077	0.000561	33	0	230	-100	NA	NA
District of Columbia	653	12	0	0	0.00092526	1.7e-05	4000	1846.15384615	1200	0.00566666666667	0.00261538461538	0.0017	67	3	-26.4	100	NA	NA
Nevada	1463	38	0	0	0.00047498	1.234e-05	12666.6666667	5846.15384615	3800	0.00411333333333	0.00189846153846	0.001234	184	7	11.5	40	NA	NA
Delaware	393	12	0	0	0.00040359	1.232e-05	4000	1846.15384615	1200	0.00410666666667	0.00189538461538	0.001232	25	1	-49	0	NA	NA
Maine	376	7	0	0	0.00027972	5.21e-06	2333.33333333	1076.92307692	700	0.00173666666667	0.000801538461538	0.000521	73	2	100	100	NA	NA
