Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Mississippi	1638	43	0	0	0.00055038	1.445e-05	14333.3333333	6615.38461538	4300	0.00481666666667	0.00222307692308	0.001445	183	8	88.7	33.3	6780	0.002268
Northern Mariana Islands	6	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	33	NA
Grand Princess	103	3	0	0	N/A	N/A	1000	461.538461538	300	N/A	N/A	N/A	0	0	100	100	NA	NA
Oklahoma	1254	46	0	0	0.00031691	1.163e-05	15333.3333333	7076.92307692	4600	0.00387666666667	0.00178923076923	0.001163	93	4	-45.6	0	2655	6.78e-4
Wyoming	197	0	0	0	0.00034038	0.0	985	394	246.25	0.0017019	0.00068076	0.000425475	10	0	-60	100	3227	0.005546
Minnesota	935	29	0	0	0.00016579	5.14e-06	9666.66666667	4461.53846154	2900	0.00171333333333	0.000790769230769	0.000514	70	5	-9.1	150	25423	0.004599
Illinois	11259	274	0	0	0.00088851	2.162e-05	91333.3333333	42153.8461538	27400	0.00720666666667	0.00332615384615	0.002162	902	30	-37.9	-11.8	58983	0.0046
Diamond Princess	49	0	0	0	N/A	N/A	245	98	61.25	N/A	N/A	N/A	0	0	100	100	NA	NA
Arkansas	837	16	0	0	0.00027735	5.3e-06	5333.33333333	2461.53846154	1600	0.00176666666667	0.000815384615385	0.00053	94	2	141	0	11143	0.003726
New Mexico	670	12	0	0	0.00031953	5.72e-06	4000	1846.15384615	1200	0.00190666666667	0.00088	0.000572	136	2	100	100	16909	0.006229
Ohio	4043	119	0	0	0.00034588	1.018e-05	39666.6666667	18307.6923077	11900	0.00339333333333	0.00156615384615	0.001018	304	17	-28.8	54.5	41871	0.003597
Indiana	4411	127	0	0	0.00065521	1.886e-05	42333.3333333	19538.4615385	12700	0.00628666666667	0.00290153846154	0.001886	458	11	-11.2	-21.4	22652	0.003413
Maryland	3617	67	0	0	0.00059828	1.108e-05	22333.3333333	10307.6923077	6700	0.00369333333333	0.00170461538462	0.001108	492	13	34.1	18.2	28337	0.00472
Louisiana	13010	477	0	0	0.00279858	0.00010261	159000	73384.6153846	47700	0.0342033333333	0.0157861538462	0.010261	514	68	-76.6	74.4	60325	0.012935
Idaho	1078	10	0	0	0.00060322	5.6e-06	3333.33333333	1538.46153846	1000	0.00186666666667	0.000861538461538	0.00056	56	0	-57.3	-100	10261	0.006079
Arizona	2486	64	0	0	0.00034154	8.79e-06	21333.3333333	9846.15384615	6400	0.00293	0.00135230769231	0.000879	299	12	19.6	9.1	27160	0.00391
Wisconsin	2320	74	0	0	0.00039846	1.271e-05	24666.6666667	11384.6153846	7400	0.00423666666667	0.00195538461538	0.001271	290	20	1511.1	566.7	25971	0.004495
Michigan	15718	617	0	0	0.00157387	6.178e-05	205666.666667	94923.0769231	61700	0.0205933333333	0.00950461538462	0.006178	1493	77	0.8	26.2	40581	0.004075
Kansas	751	22	0	0	0.00025778	7.55e-06	7333.33333333	3384.61538462	2200	0.00251666666667	0.00116153846154	0.000755	53	1	-23.2	-66.7	8223	0.002827
Utah	1608	8	0	0	0.00050157	2.5e-06	2666.66666667	1230.76923077	800	0.000833333333333	0.000384615384615	0.00025	173	0	-3.9	-100	30892	0.010144
Virginia	2640	52	0	0	0.0003093	6.09e-06	17333.3333333	8000	5200	0.00203	0.000936923076923	0.000609	233	0	-41	-100	23671	0.002813
Oregon	1068	27	0	0	0.00025322	6.4e-06	9000	4153.84615385	2700	0.00213333333333	0.000984615384615	0.00064	169	5	100	100	20624	0.005052
Connecticut	5675	189	0	0	0.00159174	5.301e-05	63000	29076.9230769	18900	0.01767	0.00815538461538	0.005301	399	24	10.2	-29.4	23270	0.006497
Tennessee	3633	53	0	0	0.00053198	7.76e-06	17666.6666667	8153.84615385	5300	0.00258666666667	0.00119384615385	0.000776	311	3	22	-66.7	45300	0.006811
California	15034	348	0	0	0.00038049	8.81e-06	116000	53538.4615385	34800	0.00293666666667	0.00135538461538	0.000881	2197	59	163.7	145.8	113700	0.002904
Texas	7209	136	0	0	0.00024862	4.69e-06	45333.3333333	20923.0769231	13600	0.00156333333333	0.000721538461538	0.000469	653	20	-20.6	25	70938	0.002544
West Virginia	324	3	0	0	0.00018079	1.67e-06	1000	461.538461538	300	0.000556666666667	0.000256923076923	0.000167	42	1	-6.7	100	8838	0.004832
South Carolina	2049	44	0	0	0.00039796	8.55e-06	14666.6666667	6769.23076923	4400	0.00285	0.00131538461538	0.000855	132	4	-39.2	-33.3	18976	0.003829
New Hampshire	621	9	0	0	0.00045671	6.62e-06	3000	1384.61538462	900	0.00220666666667	0.00101846153846	0.000662	81	2	32.8	0	8032	0.008081
Massachusetts	12500	231	0	0	0.00181356	3.351e-05	77000	35538.4615385	23100	0.01117	0.00515538461538	0.003351	764	15	-42.7	-37.5	71937	0.010532
Vermont	512	22	0	0	0.00082053	3.526e-05	7333.33333333	3384.61538462	2200	0.0117533333333	0.00542461538462	0.003526	51	2	-29.2	-33.3	6582	0.010532
Georgia	6647	211	0	0	0.00062605	1.987e-05	70333.3333333	32461.5384615	21100	0.00662333333333	0.00305692307692	0.001987	487	10	48	-41.2	2762	4.4e-5
