Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Rhode Island	488	8	0	0	0.00046066	7.55e-06	2666.66666667	1230.76923077	800	0.00251666666667	0.00116153846154	0.000755	80	4	-29.8	300	NA	NA
Nebraska	172	3	0	0	8.892e-05	1.55e-06	1000	461.538461538	300	0.000516666666667	0.000238461538462	0.000155	27	1	-27	100	NA	NA
Missouri	1357	15	0	0	0.0002211	2.44e-06	5000	2307.69230769	1500	0.000813333333333	0.000375384615385	0.000244	306	2	125	100	NA	NA
Ohio	2199	55	0	0	0.00018812	4.71e-06	18333.3333333	8461.53846154	5500	0.00157	0.000724615384615	0.000471	266	15	-5	36.4	NA	NA
Alabama	987	23	0	0	0.0002013	4.69e-06	7666.66666667	3538.46153846	2300	0.00156333333333	0.000721538461538	0.000469	88	13	18.9	100	NA	NA
Virgin Islands	30	0	0	0	N/A	N/A	150	60	37.5	N/A	N/A	N/A	30	0	100	100	NA	NA
South Dakota	108	1	0	0	0.00012208	1.13e-06	333.333333333	153.846153846	100	0.000376666666667	0.000173846153846	0.000113	7	0	-36.4	100	NA	NA
Colorado	2966	69	0	0	0.00051504	1.198e-05	23000	10615.3846154	6900	0.00399333333333	0.00184307692308	0.001198	655	22	16275	100	NA	NA
New Jersey	18696	267	0	0	0.00210489	3.006e-05	89000	41076.9230769	26700	0.01002	0.00462461538462	0.003006	2060	69	-36.6	86.5	45773	0.005153
Guam	69	2	0	0	0.00042015	1.218e-05	666.666666667	307.692307692	200	0.00406	0.00187384615385	0.001218	11	1	450	100	NA	NA
Washington	5432	225	0	0	0.00071334	2.955e-05	75000	34615.3846154	22500	0.00985	0.00454615384615	0.002955	509	20	11.1	185.7	65462	0.008597
North Carolina	1535	12	0	0	0.00014636	1.14e-06	4000	1846.15384615	1200	0.00038	0.000175384615385	0.000114	222	5	82	100	NA	NA
Massachusetts	6620	89	0	0	0.00096046	1.291e-05	29666.6666667	13692.3076923	8900	0.00430333333333	0.00198615384615	0.001291	868	33	8.9	312.5	NA	NA
New York	75833	1550	0	0	0.00389816	7.968e-05	516666.666667	238461.538462	155000	0.02656	0.0122584615385	0.007968	9170	332	30.7	31.2	205186	0.010547
Montana	198	5	0	0	0.00018526	4.68e-06	1666.66666667	769.230769231	500	0.00156	0.00072	0.000468	27	0	58.8	-100	NA	NA
District of Columbia	495	9	0	0	0.00070138	1.275e-05	3000	1384.61538462	900	0.00425	0.00196153846154	0.001275	94	0	59.3	-100	NA	NA
Nevada	1114	26	0	0	0.00036167	8.44e-06	8666.66666667	4000	2600	0.00281333333333	0.00129846153846	0.000844	102	11	10.9	100	NA	NA
Delaware	319	10	0	0	0.00032759	1.027e-05	3333.33333333	1538.46153846	1000	0.00342333333333	0.00158	0.001027	55	4	71.9	100	NA	NA
Maine	303	5	0	0	0.00022541	3.72e-06	1666.66666667	769.230769231	500	0.00124	0.000572307692308	0.000372	28	2	27.3	100	NA	NA
