Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Wright	0.0	679.397	0.0	0.03696796
Linn	0.0	-15.205	0.0	-0.00126318
Pike	0.0	0.0	0.0	0.0
Pemiscot	0.0	0.0	0.0	0.0
Montgomery	0.0	45.008	0.0	0.00390224
Platte	0.0	2.224	0.0	2.16e-05
Webster	0.0	-3.729	0.0	-9.535e-05
Reynolds	0.0	0.0	0.0	0.0
St. Louis City	0.0	599.307	N/A	N/A
Taney	0.0	14.331	0.0	0.00025659
Lincoln	0.0	0.0	0.0	0.0
Ralls	0.0	0.0	0.0	0.0
Camden	0.0	0.55	0.0	1.201e-05
New Madrid	0.0	-0.066	0.0	-3.81e-06
Howell	0.0	1.185	0.0	2.956e-05
Caldwell	0.0	0.0	0.0	0.0
Gasconade	-0.013	-90.484	-8.7e-07	-0.00615326
Macon	0.0	0.0	0.0	0.0
Dunklin	0.0	5.211	0.0	0.00017712
Bates	0.0	5.211	0.0	0.00031932
Cass	0.0	17.93	0.0	0.00017084
Jefferson	0.0	144.183	0.0	0.00064268
Newton	0.0	0.02	0.0	3.4e-07
Pulaski	0.0	11.726	0.0	0.00022543
Ripley	0.0	0.0	0.0	0.0
Maries	0.0	0.0	0.0	0.0
Saint Louis	0.0	1460.485	0.0	0.00146496
Saint Francois	0.0	37.782	0.0	0.00056652
Pettis	0.0	0.0	0.0	0.0
McDonald	0.017	118.676	7.3e-07	0.00514239
Livingston	0.0	0.0	0.0	0.0
Benton	0.0	0.0	0.0	0.0
Saint Charles	0.0	336.133	0.0	0.00084205
Henry	0.0	1.303	0.0	5.979e-05
Carter	0.0	0.0	0.0	0.0
Madison	0.0	0.0	0.0	0.0
Boone	0.0	1.201	0.0	6.67e-06
Buchanan	0.0	-11.187	0.0	-0.0001263
Scott	0.0	9.12	0.0	0.00023714
Nodaway	0.0	0.0	0.0	0.0
Cole	0.0	15.634	0.0	0.00020358
Saline	0.0	-0.035	0.0	-1.54e-06
Christian	0.0	16.937	0.0	0.00019472
Stoddard	0.0	0.0	0.0	0.0
Osage	0.0	0.0	0.0	0.0
Unassigned	-0.028	-91.122	N/A	N/A
Randolph	0.0	18.644	0.0	0.00075291
Dallas	0.0	0.0	0.0	0.0
Barry	-0.016	-177.184	-4.3e-07	-0.00493743
Cape Girardeau	0.024	425.64	3e-07	0.00540475
Atchison	0.0	0.0	0.0	0.0
Clay	0.0	59.931	0.0	0.00024326
De Kalb	0.0	-0.018	0.0	-1.4e-06
Shelby	0.0	0.0	0.0	0.0
Franklin	0.0	13.95	0.0	0.00013456
Cooper	0.0	0.0	0.0	0.0
Butler	0.0	-1.128	0.0	-2.645e-05
Greene	0.0	63.839	0.0	0.00021869
Lafayette	0.0	18.317	0.0	0.00056191
Stone	0.0	-0.038	0.0	-1.19e-06
Sainte Genevieve	0.197	637.857	1.101e-05	0.03565837
Chariton	0.0	0.0	0.0	0.0
Perry	0.0	22.942	0.0	0.00119802
Texas	0.0	-0.018	0.0	-6.9e-07
Worth	0.028	91.122	1.379e-05	0.04466784
Clark	0.0	0.0	0.0	0.0
Moniteau	0.0	2.606	0.0	0.00016163
Morgan	0.0	0.0	0.0	0.0
Warren	-0.028	-91.122	-8.1e-07	-0.00262517
Johnson	0.0	37.782	0.0	0.00070421
Kansas City	0.0	300.242	N/A	N/A
Harrison	0.0	0.0	0.0	0.0
Phelps	-0.16	-726.678	-3.57e-06	-0.01624514
Cedar	0.0	0.0	0.0	0.0
Clinton	0.0	0.463	0.0	2.261e-05
Crawford	0.0	-1.243	0.0	-5.188e-05
Gentry	0.028	91.122	4.25e-06	0.0137481
Ray	0.0	0.0	0.0	0.0
Jasper	0.0	19.543	0.0	0.000162
Callaway	0.0	0.153	0.0	3.4e-06
Bollinger	0.0	-4.972	0.0	-0.00040857
Adair	0.0	24.754	0.0	0.00097691
Jackson	0.0	233.209	0.0	0.00033301
