Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	0.035	3.3e-07	0.477	4.5e-06	0.0	0.0	0.001	1e-08
Argentina	1452.144	3.264e-05	120015.401	0.00269731	37.414	8.4e-07	505.346	1.136e-05
Bolivia	372.61	3.282e-05	6250.955	0.00055059	2.469	2.2e-07	11.946	1.05e-06
Uruguay	40.041	1.161e-05	468.684	0.00013588	0.154	4e-08	0.474	1.4e-07
Peru	1368.73	4.279e-05	59296.935	0.00185365	21.193	6.6e-07	200.276	6.26e-06
Brazil	9465.833	4.519e-05	2773489.196	0.01324055	420.283	2.01e-06	14903.008	7.115e-05
Ecuador	163.715	9.58e-06	18046.435	0.00105631	5.063	3e-07	84.93	4.97e-06
Chile	257.296	1.374e-05	21264.779	0.00113538	6.629	3.5e-07	89.539	4.78e-06
Belize	0.386	1.01e-06	1.361	3.55e-06	0.0	0.0	0.0	0.0
Grenada	0.037	3.3e-07	0.152	1.37e-06	0.0	0.0	0.0	0.0
Colombia	3297.047	6.641e-05	142836.588	0.00287695	51.051	1.03e-06	482.432	9.72e-06
Barbados	0.287	1e-06	2.396	8.36e-06	0.0	0.0	0.001	0.0
Curacao	0.086	5.4e-07	1.007	6.3e-06	0.0	0.0	0.001	1e-08
Suriname	1.117	1.94e-06	13.069	2.269e-05	0.004	1e-08	0.013	2e-08
Venezuela	2805.059	9.716e-05	32833.575	0.00113728	10.789	3.7e-07	33.229	1.15e-06
Guyana	1.859	2.39e-06	27.676	3.553e-05	0.011	1e-08	0.045	6e-08
