Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	0.005	5e-08	0.014	1.3e-07	0.0	0.0	0.0	0.0
Argentina	6833.617	0.00015358	50825.027	0.00114228	5.638	1.3e-07	14.863	3.3e-07
Bolivia	133.472	1.176e-05	378.172	3.331e-05	0.0	0.0	0.0	0.0
Uruguay	4.107	1.19e-06	9.24	2.68e-06	0.0	0.0	0.0	0.0
Peru	3267.292	0.00010214	15806.629	0.00049412	0.53	2e-08	1.325	4e-08
Brazil	134414.835	0.00064169	2001077.188	0.00955308	783.771	3.74e-06	3225.956	1.54e-05
Ecuador	1007.477	5.897e-05	9520.659	0.00055727	1.813	1.1e-07	5.138	3e-07
Chile	1210.806	6.465e-05	9005.369	0.00048082	0.999	5e-08	2.634	1.4e-07
Colombia	7870.37	0.00015852	38075.576	0.0007669	1.276	3e-08	3.191	6e-08
Barbados	0.004	1e-08	0.011	4e-08	0.0	0.0	0.0	0.0
Curacao	0.009	6e-08	0.02	1.2e-07	0.0	0.0	0.0	0.0
Suriname	0.115	2e-07	0.258	4.5e-07	0.0	0.0	0.0	0.0
Venezuela	287.698	9.97e-06	647.321	2.242e-05	0.0	0.0	0.0	0.0
Guyana	0.393	5e-07	1.152	1.48e-06	0.0	0.0	0.0	0.0
