Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	0.029	2.8e-07	0.104	9.8e-07	0.0	0.0	0.0	0.0
Argentina	6235.676	0.00014014	84224.331	0.00189292	31.264	7e-07	110.192	2.48e-06
Bolivia	411.54	3.625e-05	1990.963	0.00017537	0.067	1e-08	0.167	1e-08
Uruguay	25.667	7.44e-06	79.055	2.292e-05	0.003	0.0	0.003	0.0
Peru	3532.208	0.00011042	33379.362	0.00104346	6.358	2e-07	18.014	5.6e-07
Brazil	70047.167	0.0003344	2483834.693	0.01185775	920.079	4.39e-06	7678.684	3.666e-05
Ecuador	843.762	4.939e-05	14155.054	0.00082854	5.591	3.3e-07	27.051	1.58e-06
Chile	1104.86	5.899e-05	14923.183	0.00079679	5.539	3e-07	19.524	1.04e-06
Belize	0.006	2e-08	0.013	3e-08	0.0	0.0	0.0	0.0
Grenada	0.001	0.0	0.002	1e-08	0.0	0.0	0.0	0.0
Colombia	8508.509	0.00017137	80405.406	0.00161949	15.315	3.1e-07	43.393	8.7e-07
Barbados	0.053	1.9e-07	0.156	5.4e-07	0.0	0.0	0.0	0.0
Curacao	0.055	3.4e-07	0.17	1.06e-06	0.0	0.0	0.0	0.0
Suriname	0.716	1.24e-06	2.204	3.83e-06	0.0	0.0	0.0	0.0
Venezuela	1798.115	6.228e-05	5538.193	0.00019183	0.216	1e-08	0.216	1e-08
Guyana	1.807	2.32e-06	7.436	9.55e-06	0.0	0.0	0.0	0.0
