Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-27	0.146	8e-08	0.146	8e-08	0.001	0.0	0.001	0.0
2020-03-28	0.146	8e-08	0.292	1.6e-07	0.001	0.0	0.002	0.0
2020-03-29	0.146	8e-08	0.438	2.3e-07	0.001	0.0	0.003	0.0
2020-03-30	0.292	1.6e-07	0.73	3.9e-07	0.002	0.0	0.004	0.0
2020-03-31	0.73	3.9e-07	1.459	7.8e-07	0.004	0.0	0.009	0.0
2020-04-01	1.168	6.2e-07	2.627	1.4e-06	0.007	0.0	0.016	1e-08
2020-04-02	1.605	8.6e-07	4.232	2.26e-06	0.01	1e-08	0.025	1e-08
2020-04-03	2.189	1.17e-06	6.422	3.43e-06	0.013	1e-08	0.039	2e-08
2020-04-04	3.503	1.87e-06	9.924	5.29e-06	0.021	1e-08	0.06	3e-08
2020-04-05	5.254	2.8e-06	15.178	8.1e-06	0.032	2e-08	0.091	5e-08
2020-04-06	7.297	3.89e-06	22.475	1.199e-05	0.044	2e-08	0.135	7e-08
2020-04-07	8.903	4.75e-06	31.378	1.674e-05	0.053	3e-08	0.188	1e-07
2020-04-08	10.07	5.37e-06	41.448	2.211e-05	0.06	3e-08	0.249	1.3e-07
2020-04-09	10.8	5.76e-06	52.248	2.788e-05	0.065	3e-08	0.313	1.7e-07
2020-04-10	11.384	6.07e-06	63.632	3.395e-05	0.068	4e-08	0.382	2e-07
2020-04-11	11.53	6.15e-06	75.161	4.01e-05	0.069	4e-08	0.451	2.4e-07
2020-04-12	11.676	6.23e-06	86.837	4.633e-05	0.07	4e-08	0.521	2.8e-07
2020-04-13	11.821	6.31e-06	98.658	5.264e-05	0.071	4e-08	0.592	3.2e-07
2020-04-14	11.676	6.23e-06	110.334	5.887e-05	0.07	4e-08	0.662	3.5e-07
2020-04-15	11.53	6.15e-06	121.863	6.502e-05	0.069	4e-08	0.731	3.9e-07
2020-04-16	11.384	6.07e-06	133.247	7.109e-05	0.068	4e-08	0.799	4.3e-07
2020-04-17	10.654	5.68e-06	143.901	7.678e-05	0.064	3e-08	0.863	4.6e-07
2020-04-18	10.362	5.53e-06	154.263	8.23e-05	0.062	3e-08	0.926	4.9e-07
2020-04-19	9.778	5.22e-06	164.041	8.752e-05	0.059	3e-08	0.984	5.3e-07
2020-04-20	8.465	4.52e-06	172.506	9.204e-05	0.051	3e-08	1.035	5.5e-07
2020-04-21	7.297	3.89e-06	179.803	9.593e-05	0.044	2e-08	1.079	5.8e-07
2020-04-22	6.276	3.35e-06	186.079	9.928e-05	0.038	2e-08	1.116	6e-07
2020-04-23	5.4	2.88e-06	191.479	0.00010216	0.032	2e-08	1.149	6.1e-07
2020-04-24	4.524	2.41e-06	196.003	0.00010457	0.027	1e-08	1.176	6.3e-07
2020-04-25	3.649	1.95e-06	199.651	0.00010652	0.022	1e-08	1.198	6.4e-07
2020-04-26	2.919	1.56e-06	202.57	0.00010808	0.018	1e-08	1.215	6.5e-07
2020-04-27	2.481	1.32e-06	205.051	0.0001094	0.015	1e-08	1.23	6.6e-07
2020-04-28	2.189	1.17e-06	207.241	0.00011057	0.013	1e-08	1.243	6.6e-07
2020-04-29	1.897	1.01e-06	209.138	0.00011158	0.011	1e-08	1.255	6.7e-07
2020-04-30	1.605	8.6e-07	210.743	0.00011244	0.01	1e-08	1.264	6.7e-07
2020-05-01	1.313	7e-07	212.057	0.00011314	0.008	0.0	1.272	6.8e-07
2020-05-02	1.022	5.5e-07	213.078	0.00011368	0.006	0.0	1.278	6.8e-07
2020-05-03	0.73	3.9e-07	213.808	0.00011407	0.004	0.0	1.283	6.8e-07
2020-05-04	0.584	3.1e-07	214.392	0.00011438	0.004	0.0	1.286	6.9e-07
2020-05-05	0.438	2.3e-07	214.83	0.00011462	0.003	0.0	1.289	6.9e-07
2020-05-06	0.292	1.6e-07	215.122	0.00011477	0.002	0.0	1.291	6.9e-07
2020-05-07	0.146	8e-08	215.267	0.00011485	0.001	0.0	1.292	6.9e-07
