Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-03	0.03	2.7e-07	0.03	2.7e-07	0.0	0.0	0.0	0.0
2020-02-04	0.06	5.3e-07	0.089	8e-07	0.0	0.0	0.0	0.0
2020-02-05	0.119	1.07e-06	0.208	1.87e-06	0.0	0.0	0.0	0.0
2020-02-06	0.238	2.14e-06	0.447	4.01e-06	0.0	0.0	0.0	0.0
2020-02-07	0.414	3.71e-06	0.861	7.72e-06	0.0	0.0	0.0	0.0
2020-02-08	0.828	7.43e-06	1.689	1.515e-05	0.0	0.0	0.0	0.0
2020-02-09	1.242	1.114e-05	2.931	2.63e-05	0.0	0.0	0.0	0.0
2020-02-10	2.484	2.229e-05	5.415	4.858e-05	0.0	0.0	0.0	0.0
2020-02-11	4.14	3.715e-05	9.555	8.573e-05	0.0	0.0	0.0	0.0
2020-02-12	6.21	5.572e-05	15.765	0.00014145	0.0	0.0	0.0	0.0
2020-02-13	8.28	7.429e-05	24.046	0.00021574	0.0	0.0	0.0	0.0
2020-02-14	10.35	9.287e-05	34.396	0.00030861	0.0	0.0	0.001	0.0
2020-02-15	12.42	0.00011144	46.816	0.00042005	0.001	1e-08	0.001	1e-08
2020-02-16	14.49	0.00013001	61.307	0.00055006	0.001	1e-08	0.003	2e-08
2020-02-17	17.389	0.00015602	78.695	0.00070608	0.002	2e-08	0.005	5e-08
2020-02-18	20.701	0.00018573	99.396	0.00089181	0.005	4e-08	0.01	9e-08
2020-02-19	24.841	0.00022288	124.237	0.00111469	0.007	7e-08	0.018	1.6e-07
2020-02-20	29.809	0.00026746	154.046	0.00138215	0.015	1.3e-07	0.032	2.9e-07
2020-02-21	38.503	0.00034546	192.549	0.00172761	0.025	2.2e-07	0.057	5.1e-07
2020-02-22	54.236	0.00048662	246.785	0.00221423	0.037	3.3e-07	0.095	8.5e-07
2020-02-23	78.249	0.00070207	325.034	0.0029163	0.05	4.5e-07	0.144	1.29e-06
2020-02-24	96.52	0.00086601	421.554	0.00378231	0.062	5.6e-07	0.206	1.85e-06
2020-02-25	120.837	0.00108419	542.391	0.0048665	0.075	6.7e-07	0.281	2.52e-06
2020-02-26	147.14	0.00132019	689.531	0.00618669	0.087	7.8e-07	0.368	3.3e-06
2020-02-27	178.799	0.00160424	868.33	0.00779093	0.104	9.4e-07	0.472	4.24e-06
2020-02-28	215.204	0.00193088	1083.534	0.00972181	0.124	1.11e-06	0.596	5.35e-06
2020-02-29	263.396	0.00236327	1346.93	0.01208507	0.149	1.34e-06	0.745	6.69e-06
2020-03-01	325.304	0.00291873	1672.234	0.01500381	0.179	1.6e-06	0.924	8.29e-06
2020-03-02	400.158	0.00359034	2072.392	0.01859415	0.231	2.07e-06	1.155	1.037e-05
2020-03-03	481.829	0.00432312	2554.221	0.02291727	0.325	2.92e-06	1.481	1.329e-05
2020-03-04	577.687	0.00518319	3131.909	0.02810046	0.469	4.21e-06	1.95	1.75e-05
2020-03-05	678.513	0.00608783	3810.422	0.03418829	0.579	5.2e-06	2.529	2.269e-05
2020-03-06	788.889	0.00707816	4599.311	0.04126645	0.725	6.51e-06	3.254	2.92e-05
2020-03-07	912.1	0.00818364	5511.411	0.0494501	0.883	7.92e-06	4.137	3.712e-05
2020-03-08	1052.285	0.00944143	6563.696	0.05889152	1.073	9.63e-06	5.21	4.675e-05
2020-03-09	1187.943	0.0106586	7751.639	0.06955012	1.291	1.159e-05	6.501	5.833e-05
2020-03-10	1301.273	0.01167542	9052.912	0.08122555	1.58	1.418e-05	8.082	7.251e-05
2020-03-11	1404.693	0.01260335	10457.605	0.09382889	1.952	1.751e-05	10.033	9.002e-05
2020-03-12	1525.089	0.01368357	11982.694	0.10751246	2.401	2.154e-05	12.434	0.00011156
2020-03-13	1681.227	0.01508449	13663.921	0.12259695	2.891	2.594e-05	15.325	0.0001375
2020-03-14	1868.251	0.01676253	15532.171	0.13935948	3.466	3.11e-05	18.791	0.0001686
2020-03-15	2060.988	0.01849183	17593.159	0.1578513	4.071	3.653e-05	22.863	0.00020513
2020-03-16	2152.871	0.01931623	19746.031	0.17716754	4.733	4.247e-05	27.596	0.0002476
2020-03-17	2235.674	0.02005916	21981.705	0.1972267	5.473	4.91e-05	33.068	0.0002967
2020-03-18	2277.075	0.02043063	24258.78	0.21765733	6.314	5.665e-05	39.382	0.00035335
2020-03-19	2318.477	0.0208021	26577.257	0.23845943	7.128	6.395e-05	46.51	0.0004173
2020-03-20	2318.477	0.0208021	28895.734	0.25926152	7.808	7.005e-05	54.317	0.00048735
2020-03-21	2297.776	0.02061636	31193.51	0.27987789	8.428	7.562e-05	62.746	0.00056297
2020-03-22	2277.075	0.02043063	33470.585	0.30030852	9.151	8.21e-05	71.896	0.00064507
2020-03-23	2256.375	0.0202449	35726.96	0.32055341	10.087	9.051e-05	81.984	0.00073558
2020-03-24	2214.973	0.01987343	37941.934	0.34042684	11.21	0.00010058	93.193	0.00083616
2020-03-25	2173.572	0.01950197	40115.506	0.35992881	12.366	0.00011095	105.559	0.00094711
2020-03-26	2132.171	0.0191305	42247.676	0.37905931	12.917	0.0001159	118.476	0.00106301
2020-03-27	2070.069	0.0185733	44317.745	0.39763261	13.414	0.00012035	131.89	0.00118336
2020-03-28	2007.967	0.0180161	46325.711	0.41564871	13.662	0.00012258	145.553	0.00130594
2020-03-29	1945.864	0.0174589	48271.576	0.43310761	13.911	0.00012481	159.464	0.00143076
2020-03-30	1904.463	0.01708744	50176.039	0.45019505	13.911	0.00012481	173.374	0.00155557
2020-03-31	1863.062	0.01671597	52039.101	0.46691102	13.787	0.0001237	187.161	0.00167927
2020-04-01	1821.66	0.0163445	53860.761	0.48325552	13.662	0.00012258	200.824	0.00180185
2020-04-02	1780.259	0.01597304	55641.02	0.49922856	13.538	0.00012147	214.362	0.00192332
2020-04-03	1718.157	0.01541584	57359.177	0.5146444	13.29	0.00011924	227.652	0.00204256
2020-04-04	1656.055	0.01485864	59015.232	0.52950304	13.041	0.00011701	240.693	0.00215957
