Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
McHenry	12.0	0.0	0.0	0.0	3.889e-05	0.0	60.0	24.0	15.0	0.00019445	7.778e-05	4.86125e-05	2020-03-22
McHenry	12	0	0	0	3.889e-05	0.0	60	24	15	0.00019445	7.778e-05	4.86125e-05	0	0	2020-03-23
McHenry	14	0	0	0	4.537e-05	0.0	70	28	17.5	0.00022685	9.074e-05	5.67125e-05	2	0	0	0	2020-03-24
McHenry	19	0	0	0	6.157e-05	0.0	95	38	23.75	0.00030785	0.00012314	7.69625e-05	5	0	0	0	2020-03-25
McHenry	19	1	0	0	6.157e-05	3.24e-06	333.333333333	153.846153846	100	0.00108	0.000498461538462	0.000324	0	1	0	0	2020-03-26
McHenry	45	1	0	0	1.4583e-4	3.24e-6	333.333333333	153.846153846	100	0.00108	4.98461538462e-4	3.24e-4	26	0	0	0	2020-03-27
McHenry	47	2	0	0	0.00015232	6.48e-06	666.666666667	307.692307692	200	0.00216	0.000996923076923	0.000648	2	1	0	0	2020-03-28
McHenry	52	2	0	0	0.00016852	6.48e-06	666.666666667	307.692307692	200	0.00216	0.000996923076923	0.000648	5	0	0	0	2020-03-29
McHenry	52	2	0	0	0.00016852	6.48e-06	666.666666667	307.692307692	200	0.00216	0.000996923076923	0.000648	0	0	0	0	2020-03-30
McHenry	63	2	0	0	0.00020417	6.48e-06	666.666666667	307.692307692	200	0.00216	0.000996923076923	0.000648	11	0	100	0	2020-03-31
McHenry	69	2	0	0	0.00022361	6.48e-06	666.666666667	307.692307692	200	0.00216	0.000996923076923	0.000648	6	0	0	0	2020-04-01
McHenry	81	3	0	0	0.0002625	9.72e-06	1000	461.538461538	300	0.00324	0.00149538461538	0.000972	12	1	0	0	2020-04-02
McHenry	102	3	0	0	0.00033056	9.72e-06	1000	461.538461538	300	0.00324	0.00149538461538	0.000972	21	0	0	0	2020-04-03
McHenry	122	3	0	0	0.00039537	9.72e-06	1000	461.538461538	300	0.00324	0.00149538461538	0.000972	20	0	0	0	2020-04-04
McHenry	133	3	0	0	0.00043102	9.72e-06	1000	461.538461538	300	0.00324	0.00149538461538	0.000972	11	0	0	0	2020-04-05
