Name	Predicted_New_Cases	Total_Predicted_New_Cases	Total_Predicted_Cases	Predicted_New_Deaths	Total_Predicted_New_Deaths	Total_Predicted_Deaths	Predicted_New_per_capita	Predicted_Total_New_per_capita	Predicted_Total_Cases_per_capita	Predicted_New_Deaths_per_capita	Total_Predicted_New_Deaths_per_capita	Total_Predicted_Deaths_per_capita
Choctaw	2.026	6.12	78.12	0.978	2.969	4.969	0.00015778	0.0004766	0.00608364	7.616e-05	0.00023121	0.00038696
Limestone	1.735	5.171	65.171	0.978	2.969	2.969	1.804e-05	5.377e-05	0.00067764	1.017e-05	3.087e-05	3.087e-05
Pike	2.408	7.31	109.31	0.978	2.969	2.969	7.223e-05	0.00021927	0.00327884	2.934e-05	8.906e-05	8.906e-05
Cherokee	1.192	3.255	27.255	0.978	2.969	2.969	4.579e-05	0.00012504	0.00104698	3.757e-05	0.00011405	0.00011405
Montgomery	29.471	87.009	792.009	1.555	4.205	23.205	0.00013054	0.0003854	0.00350814	6.89e-06	1.863e-05	0.00010278
Tuscaloosa	7.658	23.248	325.248	0.315	0.872	8.872	3.666e-05	0.00011128	0.00155687	1.51e-06	4.17e-06	4.247e-05
Russell	3.088	8.432	96.432	0.315	0.872	0.872	5.344e-05	0.00014593	0.00166892	5.45e-06	1.509e-05	1.509e-05
Bullock	1.35	3.818	31.818	0.0	0.0	1.0	0.00013316	0.0003766	0.00313849	0.0	0.0	9.864e-05
Lee	3.547	10.767	446.767	0.352	0.973	30.973	2.164e-05	6.568e-05	0.00272517	2.15e-06	5.94e-06	0.00018893
Washington	2.442	6.754	63.754	0.08	0.206	5.206	0.0001491	0.00041238	0.00389266	4.88e-06	1.258e-05	0.00031787
Etowah	6.502	17.583	214.583	0.006	0.015	10.015	6.343e-05	0.00017154	0.00209347	6e-08	1.5e-07	9.771e-05
Wilcox	1.495	4.539	93.539	0.1	0.276	5.276	0.00014068	0.00042712	0.00880201	9.41e-06	2.597e-05	0.00049647
Sumter	3.255	10.113	120.113	0.0	0.0	4.0	0.00025648	0.00079686	0.00946442	0.0	0.0	0.00031518
Baldwin	5.491	16.009	247.009	0.238	0.637	7.637	2.519e-05	7.343e-05	0.00113295	1.09e-06	2.92e-06	3.503e-05
Macon	1.297	3.72	56.72	0.0	0.0	2.0	7.034e-05	0.00020175	0.00307609	0.0	0.0	0.00010847
Coosa	0.312	0.768	33.768	0.0	0.0	1.0	2.912e-05	7.168e-05	0.00315147	0.0	0.0	9.333e-05
Fayette	0.304	0.751	9.751	0.0	0.0	0.0	1.85e-05	4.57e-05	0.00059338	0.0	0.0	0.0
Jefferson	21.114	64.272	1263.272	1.944	5.739	69.739	3.202e-05	9.749e-05	0.00191608	2.95e-06	8.7e-06	0.00010578
Bibb	0.542	1.479	47.479	0.0	0.0	1.0	2.42e-05	6.603e-05	0.0021196	0.0	0.0	4.464e-05
Barbour	2.594	7.175	76.175	0.0	0.0	1.0	0.00010426	0.00028837	0.00306157	0.0	0.0	4.019e-05
Covington	1.256	3.813	59.813	0.0	0.0	1.0	3.396e-05	0.00010309	0.00161718	0.0	0.0	2.704e-05
Monroe	0.296	0.897	18.897	0.978	2.969	4.969	1.405e-05	4.258e-05	0.000897	4.642e-05	0.00014093	0.00023587
Lamar	0.173	0.559	14.559	0.978	2.969	2.969	1.25e-05	4.038e-05	0.00105165	7.064e-05	0.00021446	0.00021446
Lawrence	1.748	4.833	30.833	0.978	2.969	2.969	5.304e-05	0.00014665	0.00093555	2.968e-05	9.009e-05	9.009e-05
Marion	1.73	5.285	105.285	0.139	0.389	9.389	5.813e-05	0.00017757	0.00353745	4.67e-06	1.307e-05	0.00031546
Dale	1.821	5.426	58.426	0.139	0.389	0.389	3.72e-05	0.00011083	0.00119344	2.84e-06	7.95e-06	7.95e-06
Elmore	5.655	17.166	174.166	0.289	0.799	5.799	6.906e-05	0.00020963	0.00212691	3.53e-06	9.76e-06	7.082e-05
Autauga	4.73	12.916	105.916	0.205	0.525	4.525	8.507e-05	0.0002323	0.00190493	3.69e-06	9.44e-06	8.138e-05
Talladega	1.278	3.88	79.88	0.0	0.0	2.0	1.601e-05	4.86e-05	0.00100065	0.0	0.0	2.505e-05
Houston	1.608	4.881	119.881	0.0	0.0	4.0	1.535e-05	4.661e-05	0.00114475	0.0	0.0	3.82e-05
Colbert	4.899	13.55	87.55	0.0	0.0	2.0	8.946e-05	0.00024743	0.00159874	0.0	0.0	3.652e-05
Henry	0.317	0.962	33.962	0.0	0.0	1.0	1.842e-05	5.59e-05	0.0019735	0.0	0.0	5.811e-05
Madison	2.004	6.083	265.083	0.0	0.0	4.0	5.47e-06	1.66e-05	0.00072324	0.0	0.0	1.091e-05
Conecuh	0.917	2.352	18.352	0.0	0.0	0.0	7.469e-05	0.00019158	0.00149483	0.0	0.0	0.0
Geneva	0.476	1.429	18.429	0.0	0.0	0.0	1.809e-05	5.431e-05	0.00070035	0.0	0.0	0.0
Tallapoosa	3.978	12.015	350.015	4.185	12.002	63.002	9.823e-05	0.00029669	0.00864299	0.00010334	0.00029637	0.00155572
Cullman	1.133	3.205	70.205	0.0	0.0	1.0	1.358e-05	3.841e-05	0.00084136	0.0	0.0	1.198e-05
Calhoun	3.021	9.17	136.17	0.0	0.0	3.0	2.644e-05	8.024e-05	0.00119158	0.0	0.0	2.625e-05
Clarke	2.399	7.283	72.283	0.0	0.0	1.0	0.00010029	0.00030447	0.00302186	0.0	0.0	4.181e-05
