Name	Confirmed	Deaths	Recovered	Active
Perry	0	0	0	0
Jackson	5	1	0	0
Russell	1	0	0	0
Blount	5	0	0	0
Dallas	2	0	0	0
Cherokee	1	0	0	0
Clarke	0	0	0	0
Henry	0	0	0	0
Colbert	1	0	0	0
Calhoun	3	0	0	0
Cullman	7	0	0	0
Covington	2	0	0	0
Jefferson	195	0	0	0
Winston	2	0	0	0
Butler	1	0	0	0
Cleburne	4	0	0	0
Pickens	1	0	0	0
Dale	0	0	0	0
Coffee	0	0	0	0
Saint Clair	11	0	0	0
Marengo	3	0	0	0
De Kalb	4	0	0	0
Geneva	0	0	0	0
Lawrence	3	0	0	0
Bibb	0	0	0	0
Fayette	0	0	0	0
Coosa	2	0	0	0
Chilton	7	0	0	0
Barbour	0	0	0	0
Lauderdale	12	1	0	0
Tallapoosa	5	0	0	0
Hale	0	0	0	0
Macon	0	0	0	0
Conecuh	0	0	0	0
Pike	4	0	0	0
Crenshaw	1	0	0	0
Wilcox	2	0	0	0
Mobile	29	1	0	0
Sumter	0	0	0	0
Lamar	1	0	0	0
Greene	3	0	0	0
Franklin	3	0	0	0
Morgan	15	0	0	0
Clay	2	0	0	0
Walker	28	0	0	0
Montgomery	18	0	0	0
Etowah	6	0	0	0
Lee	56	0	0	0
Houston	4	0	0	0
Madison	62	1	0	0
Limestone	16	0	0	0
Randolph	2	0	0	0
Marshall	4	0	0	0
Shelby	72	0	0	0
Washington	2	0	0	0
Talladega	4	0	0	0
Bullock	3	0	0	0
Tuscaloosa	22	0	0	0
Elmore	12	0	0	0
Marion	9	0	0	0
Choctaw	1	0	0	0
Escambia	1	0	0	0
Chambers	17	0	0	0
Lowndes	1	0	0	0
Baldwin	10	0	0	0
Monroe	1	0	0	0
Autauga	6	0	0	0
