Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-27	2.84	2.7e-07	2.84	2.7e-07	0.0	0.0	0.0	0.0
2020-01-28	5.68	5.3e-07	8.52	8e-07	0.0	0.0	0.0	0.0
2020-01-29	11.36	1.07e-06	19.88	1.87e-06	0.0	0.0	0.0	0.0
2020-01-30	22.72	2.14e-06	42.6	4.01e-06	0.0	0.0	0.0	0.0
2020-01-31	39.476	3.71e-06	82.077	7.72e-06	0.0	0.0	0.0	0.0
2020-02-01	78.953	7.43e-06	161.029	1.515e-05	0.0	0.0	0.0	0.0
2020-02-02	118.429	1.114e-05	279.458	2.63e-05	0.0	0.0	0.0	0.0
2020-02-03	236.858	2.229e-05	516.316	4.858e-05	0.0	0.0	0.0	0.0
2020-02-04	394.763	3.715e-05	911.079	8.573e-05	0.0	0.0	0.0	0.0
2020-02-05	592.145	5.572e-05	1503.224	0.00014145	0.0	0.0	0.0	0.0
2020-02-06	789.526	7.429e-05	2292.75	0.00021574	0.017	0.0	0.017	0.0
2020-02-07	986.908	9.287e-05	3279.657	0.00030861	0.034	0.0	0.051	0.0
2020-02-08	1184.289	0.00011144	4463.946	0.00042005	0.068	1e-08	0.119	1e-08
2020-02-09	1381.671	0.00013001	5845.617	0.00055006	0.136	1e-08	0.256	2e-08
2020-02-10	1658.005	0.00015602	7503.622	0.00070608	0.237	2e-08	0.492	5e-08
2020-02-11	1973.815	0.00018573	9477.437	0.00089181	0.474	4e-08	0.966	9e-08
2020-02-12	2368.578	0.00022288	11846.016	0.00111469	0.711	7e-08	1.677	1.6e-07
2020-02-13	2842.294	0.00026746	14688.309	0.00138215	1.421	1.3e-07	3.098	2.9e-07
2020-02-14	3671.296	0.00034546	18359.606	0.00172761	2.369	2.2e-07	5.466	5.1e-07
2020-02-15	5171.396	0.00048662	23531.002	0.00221423	3.553	3.3e-07	9.019	8.5e-07
2020-02-16	7461.022	0.00070207	30992.023	0.0029163	4.737	4.5e-07	13.756	1.29e-06
2020-02-17	9203.243	0.00086601	40195.266	0.00378231	5.921	5.6e-07	19.678	1.85e-06
2020-02-18	11521.818	0.00108419	51717.084	0.0048665	7.106	6.7e-07	26.784	2.52e-06
2020-02-19	14029.879	0.00132019	65746.962	0.00618669	8.29	7.8e-07	35.074	3.3e-06
2020-02-20	17048.5	0.00160424	82795.463	0.00779093	9.948	9.4e-07	45.022	4.24e-06
2020-02-21	20519.783	0.00193088	103315.246	0.00972181	11.843	1.11e-06	56.865	5.35e-06
2020-02-22	25114.825	0.00236327	128430.071	0.01208507	14.211	1.34e-06	71.076	6.69e-06
2020-02-23	31017.849	0.00291873	159447.92	0.01500381	17.054	1.6e-06	88.13	8.29e-06
2020-02-24	38155.165	0.00359034	197603.084	0.01859415	22.028	2.07e-06	110.158	1.037e-05
2020-02-25	45942.524	0.00432312	243545.608	0.02291727	31.028	2.92e-06	141.186	1.329e-05
2020-02-26	55082.604	0.00518319	298628.212	0.02810046	44.766	4.21e-06	185.952	1.75e-05
2020-02-27	64696.4	0.00608783	363324.613	0.03418829	55.219	5.2e-06	241.172	2.269e-05
2020-02-28	75220.783	0.00707816	438545.396	0.04126645	69.131	6.51e-06	310.303	2.92e-05
2020-02-29	86968.932	0.00818364	525514.327	0.0494501	84.179	7.92e-06	394.482	3.712e-05
2020-03-01	100335.608	0.00944143	625849.936	0.05889152	102.291	9.63e-06	496.773	4.675e-05
2020-03-02	113270.678	0.0106586	739120.614	0.06955012	123.119	1.159e-05	619.891	5.833e-05
2020-03-03	124076.658	0.01167542	863197.272	0.08122555	150.689	1.418e-05	770.58	7.251e-05
2020-03-04	133937.839	0.01260335	997135.111	0.09382889	186.107	1.751e-05	956.688	9.002e-05
2020-03-05	145417.549	0.01368357	1142552.66	0.10751246	228.931	2.154e-05	1185.619	0.00011156
2020-03-06	160305.379	0.01508449	1302858.039	0.12259695	275.655	2.594e-05	1461.274	0.0001375
2020-03-07	178138.142	0.01676253	1480996.181	0.13935948	330.496	3.11e-05	1791.769	0.0001686
2020-03-08	196515.678	0.01849183	1677511.859	0.1578513	388.178	3.653e-05	2179.948	0.00020513
