Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Elko County	0.0	0.0	N/A	N/A
Lyon	3.738	245.974	6.698e-05	0.0044075
Douglas	0.0	0.0	0.0	0.0
Carson City	6.928	352.352	0.00012502	0.00635854
Humboldt	0.097	27.774	5.78e-06	0.00165459
Unassigned	-1.938	-135.89	N/A	N/A
Clark	17.801	3699.143	7.98e-06	0.00165758
Washoe	5.118	812.824	1.099e-05	0.00174525
Nye	6.612	358.631	0.00014581	0.00790877
Elko	0.026	7.235	5e-07	0.00013791
White Pine	0.0	0.0	0.0	0.0
