Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Elko County	0.0	0.0	N/A	N/A
Lyon	0.855	2.696	1.532e-05	4.831e-05
Douglas	0.0	0.0	0.0	0.0
Carson City	0.627	1.88	1.131e-05	3.393e-05
Humboldt	1.166	4.853	6.946e-05	0.00028911
Unassigned	-0.551	-1.745	N/A	N/A
Clark	123.564	469.915	5.537e-05	0.00021057
Washoe	17.348	61.298	3.725e-05	0.00013162
Nye	0.772	2.319	1.702e-05	5.114e-05
Elko	0.299	1.242	5.7e-06	2.368e-05
White Pine	0.0	0.0	0.0	0.0
