Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	52167	1101	2965	48101	0.00063371	1.337e-05	367000	169384.615385	110100	0.00445666666667	0.00205692307692	0.001337	340380	0.004036
Italy	152271	19468	32534	100269	0.00251974	0.00032215	6489333.33333	2995076.92308	1946800	0.107383333333	0.0495615384615	0.032215	963473	0.015935
Czech Republic	5831	129	411	5291	0.00054876	1.214e-05	43000	19846.1538462	12900	0.00404666666667	0.00186769230769	0.001214	120285	0.011232
Monaco	92	1	5	86	0.00237837	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	NA	NA
Lithuania	1026	23	54	949	0.0003678	8.25e-06	7666.66666667	3538.46153846	2300	0.00275	0.00126923076923	0.000825	38472	0.014132
Luxembourg	3270	62	500	2708	0.0053807	0.00010202	20666.6666667	9538.46153846	6200	0.0340066666667	0.0156953846154	0.010202	28965	0.046272
France	130727	13851	26663	90213	0.00195152	0.00020677	4617000	2130923.07692	1385100	0.0689233333333	0.0318107692308	0.020677	333807	0.005114
Andorra	601	26	71	504	0.00780459	0.00033764	8666.66666667	4000	2600	0.112546666667	0.0519446153846	0.033764	1673	0.021653
Switzerland	25107	1036	12100	11971	0.00294803	0.00012165	345333.333333	159384.615385	103600	0.04055	0.0187153846154	0.012165	190000	0.021954
Georgia	242	3	60	179	6.486e-05	8e-07	1000	461.538461538	300	0.000266666666667	0.000123076923077	8e-05	3271	8.2e-4
Slovakia	728	2	23	703	0.00013365	3.7e-07	666.666666667	307.692307692	200	0.000123333333333	5.69230769231e-05	3.7e-05	25846	0.004734
Ireland	8928	320	25	8583	0.00183949	6.593e-05	106666.666667	49230.7692308	32000	0.0219766666667	0.0101430769231	0.006593	53000	0.010734
Norway	6409	119	32	6258	0.00120598	2.239e-05	39666.6666667	18307.6923077	11900	0.00746333333333	0.00344461538462	0.002239	124279	0.022924
Israel	10743	101	1341	9301	0.00120928	1.137e-05	33666.6666667	15538.4615385	10100	0.00379	0.00174923076923	0.001137	117339	0.013557
Belarus	2226	23	172	2031	0.00023468	2.42e-06	7666.66666667	3538.46153846	2300	0.000806666666667	0.000372307692308	0.000242	53000	0.005609
Iceland	1689	8	841	840	0.00477693	2.263e-05	2666.66666667	1230.76923077	800	0.00754333333333	0.00348153846154	0.002263	34635	0.101497
Montenegro	263	2	5	256	0.0004226	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	2869	0.004568
Slovenia	1188	50	148	990	0.00057464	2.419e-05	16666.6666667	7692.30769231	5000	0.00806333333333	0.00372153846154	0.002419	34279	0.016489
Germany	124908	2736	57400	64772	0.00150622	3.299e-05	912000	420923.076923	273600	0.0109966666667	0.00507538461538	0.003299	1317887	0.01573
Bosnia and Herzegovina	946	37	139	770	0.0002846	1.113e-05	12333.3333333	5692.30769231	3700	0.00371	0.00171230769231	0.001113	6911	0.002106
Armenia	967	13	173	781	0.0003276	4.4e-06	4333.33333333	2000	1300	0.00146666666667	0.000676923076923	0.00044	6484	0.002188
Belgium	28018	3346	5986	18686	0.00245297	0.00029294	1115333.33333	514769.230769	334600	0.0976466666667	0.0450676923077	0.029294	102151	0.008814
Spain	163027	16606	59109	87312	0.00348917	0.00035541	5535333.33333	2554769.23077	1660600	0.11847	0.0546784615385	0.035541	355000	0.007593
Ukraine	2511	73	79	2359	5.627e-05	1.64e-06	24333.3333333	11230.7692308	7300	0.000546666666667	0.000252307692308	0.000164	26577	6.08e-4
San Marino	356	35	53	268	0.01053722	0.00103596	11666.6666667	5384.61538462	3500	0.34532	0.159378461538	0.103596	846	0.024933
Netherlands	24571	2653	291	21627	0.00142598	0.00015397	884333.333333	408153.846154	265300	0.0513233333333	0.0236876923077	0.015397	101534	0.005926
Denmark	6191	260	2111	3820	0.00106788	4.485e-05	86666.6666667	40000	26000	0.01495	0.0069	0.004485	67771	0.0117
Poland	6356	208	375	5773	0.00016736	5.48e-06	69333.3333333	32000	20800	0.00182666666667	0.000843076923077	0.000548	129560	0.003423
Finland	2905	49	300	2556	0.00052645	8.88e-06	16333.3333333	7538.46153846	4900	0.00296	0.00136615384615	0.000888	44354	0.008005
Macedonia	760	34	41	685	0.00036487	1.632e-05	11333.3333333	5230.76923077	3400	0.00544	0.00251076923077	0.001632	NA	NA
Moldova	1560	30	75	1455	0.00043995	8.46e-06	10000	4615.38461538	3000	0.00282	0.00130153846154	0.000846	6271	0.001555
Liechtenstein	79	1	55	23	0.00208388	2.638e-05	333.333333333	153.846153846	100	0.00879333333333	0.00405846153846	0.002638	900	0.023605
Latvia	630	3	16	611	0.00032701	1.56e-06	1000	461.538461538	300	0.00052	0.00024	0.000156	27796	0.014737
Croatia	1534	21	323	1190	0.00037512	5.14e-06	7000	3230.76923077	2100	0.00171333333333	0.000790769230769	0.000514	15691	0.003822
Malta	370	3	16	351	0.00076521	6.2e-06	1000	461.538461538	300	0.00206666666667	0.000953846153846	0.00062	16016	0.036273
Vatican	8	0	2	6	0.00998752	0.0	40	16	10	0.0499376	0.01997504	0.0124844	NA	NA
Sweden	10151	887	381	8883	0.00099684	8.71e-05	295666.666667	136461.538462	88700	0.0290333333333	0.0134	0.00871	54700	0.005416
Russia	13584	106	1045	12433	9.402e-05	7.3e-07	35333.3333333	16307.6923077	10600	0.000243333333333	0.000112307692308	7.3e-05	1184442	0.008116
Bulgaria	661	28	62	571	9.41e-05	3.99e-06	9333.33333333	4307.69230769	2800	0.00133	0.000613846153846	0.000399	18502	0.002663
Romania	5990	291	758	4941	0.00030759	1.494e-05	97000	44769.2307692	29100	0.00498	0.00229846153846	0.001494	59272	0.003081
