Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Russia	114	0	8	N/A	7.9e-7	0	570	228	142.5	3.95e-6	1.58e-6	9.875e-7	24	0	-11.1	100	NA	NA
Jersey	0	0	0	N/A	0	0	0	0	0	0	0	0	-2	0	100	100	NA	NA
Bulgaria	67	2	0	N/A	9.54e-6	2.8e-7	666.666666667	307.692307692	200	9.33333333333e-5	4.30769230769e-5	2.8e-5	15	0	1400	100	NA	NA
Romania	184	0	16	N/A	9.45e-6	0	920	368	230	4.725e-5	1.89e-5	1.18125e-5	26	0	-3.7	100	NA	NA
Albania	55	1	0	N/A	1.919e-5	3.5e-7	333.333333333	153.846153846	100	1.16666666667e-4	5.38461538462e-5	3.5e-5	4	0	-55.6	100	NA	NA
Estonia	225	0	1	N/A	1.7034e-4	0	1125	450	281.25	8.517e-4	3.4068e-4	2.12925e-4	20	0	-41.2	100	NA	NA
Portugal	448	1	3	N/A	4.357e-5	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	117	1	36	100	NA	NA
Kosovo	2	0	0	N/A	1.08e-6	0	10	4	2.5	5.4e-6	2.16e-6	1.35e-6	0	0	100	100	NA	NA
Liechtenstein	7	0	0	N/A	1.8465e-4	0	35	14	8.75	9.2325e-4	3.693e-4	2.308125e-4	3	0	100	100	NA	NA
Azerbaijan	28	1	6	N/A	2.82e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	13	0	-262.5	100	NA	NA
United Kingdom	1960	56	53	N/A	2.948e-5	8.4e-7	18666.6666667	8615.38461538	5600	2.8e-4	1.29230769231e-4	8.4e-5	409	0	0.5	-100	NA	NA
Austria	1332	3	1	N/A	1.5056e-4	3.4e-7	1000	461.538461538	300	1.13333333333e-4	5.23076923077e-5	3.4e-5	314	0	98.7	-100	10278	0.001142
West Bank and Gaza	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	100	100	NA	NA
Republic of Serbia	65	0	1	N/A	9.31e-6	0	325	130	81.25	4.655e-5	1.862e-5	1.16375e-5	10	0	42.9	100	NA	NA
Greece	387	5	8	N/A	3.607e-5	4.7e-7	1666.66666667	769.230769231	500	1.56666666667e-4	7.23076923077e-5	4.7e-5	56	1	100	100	NA	NA
Hungary	50	1	2	N/A	5.12e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	11	0	57.1	100	1470	1.47e-4
Cyprus	46	0	0	N/A	3.932e-5	0	230	92	57.5	1.966e-4	7.864e-5	4.915e-5	13	0	85.7	100	NA	NA
