Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Turkey	18	0	0	N/A	2.2e-7	0	90	36	22.5	1.1e-6	4.4e-7	2.75e-7	12	0
Italy	27980	2158	2749	N/A	4.6301e-4	3.571e-5	719333.333333	332000	215800	0.0119033333333	0.00549384615385	0.003571	3233	349
Czech Republic	298	0	3	N/A	2.805e-5	0	1490	596	372.5	1.4025e-4	5.61e-5	3.50625e-5	45	0
Vatican	1	0	0	N/A	0.00124844	0	5	2	1.25	0.0062422	0.00249688	0.00156055	0	0
San Marino	109	7	4	N/A	0.00322628	2.0719e-4	2333.33333333	1076.92307692	700	0.0690633333333	0.0318753846154	0.020719	8	2
Luxembourg	77	1	0	N/A	1.267e-4	1.65e-6	333.333333333	153.846153846	100	5.5e-4	2.53846153846e-4	1.65e-4	18	0
France	6665	149	12	N/A	9.95e-5	2.22e-6	49666.6666667	22923.0769231	14900	7.4e-4	3.41538461538e-4	2.22e-4	2143	58
Andorra	2	0	1	N/A	2.597e-5	0	10	4	2.5	1.2985e-4	5.194e-5	3.24625e-5	1	0
Georgia	33	0	1	N/A	8.84e-6	0	165	66	41.25	4.42e-5	1.768e-5	1.105e-5	0	0
Slovakia	63	0	0	N/A	1.157e-5	0	315	126	78.75	5.785e-5	2.314e-5	1.44625e-5	9	0
Ireland	169	2	0	N/A	3.482e-5	4.1e-7	666.666666667	307.692307692	200	1.36666666667e-4	6.30769230769e-5	4.1e-5	40	0
Norway	1333	3	1	N/A	2.5083e-4	5.6e-7	1000	461.538461538	300	1.86666666667e-4	8.61538461538e-5	5.6e-5	112	0
Lithuania	17	0	1	N/A	6.09e-6	0	85	34	21.25	3.045e-5	1.218e-5	7.6125e-6	5	0
Israel	255	0	4	N/A	2.87e-5	0	1275	510	318.75	1.435e-4	5.74e-5	3.5875e-5	4	0
Belarus	36	0	3	N/A	3.8e-6	0	180	72	45	1.9e-5	7.6e-6	4.75e-6	9	0
Iceland	180	0	0	N/A	5.0909e-4	0	900	360	225	0.00254545	0.00101818	6.363625e-4	9	-5
Slovenia	253	1	0	N/A	1.2238e-4	4.8e-7	333.333333333	153.846153846	100	1.6e-4	7.38461538462e-5	4.8e-5	34	0
Germany	7272	17	67	N/A	8.769e-5	2e-7	5666.66666667	2615.38461538	1700	6.66666666667e-5	3.07692307692e-5	2e-5	1477	6
Bosnia and Herzegovina	25	0	0	N/A	7.52e-6	0	125	50	31.25	3.76e-5	1.504e-5	9.4e-6	1	0
Armenia	52	0	0	N/A	1.762e-5	0	260	104	65	8.81e-5	3.524e-5	2.2025e-5	26	0
Belgium	1058	5	1	N/A	9.263e-5	4.4e-7	1666.66666667	769.230769231	500	1.46666666667e-4	6.76923076923e-5	4.4e-5	172	1
Spain	9942	342	530	N/A	2.1278e-4	7.32e-6	114000	52615.3846154	34200	0.00244	0.00112615384615	7.32e-4	2144	53
Ukraine	7	1	0	N/A	1.6e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	4	0
Netherlands	1414	24	2	N/A	8.206e-5	1.39e-6	8000	3692.30769231	2400	4.63333333333e-4	2.13846153846e-4	1.39e-4	279	4
Denmark	933	3	1	N/A	1.6093e-4	5.2e-7	1000	461.538461538	300	1.73333333333e-4	8e-5	5.2e-5	58	1
Poland	177	4	13	N/A	4.66e-6	1.1e-7	1333.33333333	615.384615385	400	3.66666666667e-5	1.69230769231e-5	1.1e-5	58	1
Finland	277	0	10	N/A	5.02e-5	0	1385	554	346.25	2.51e-4	1.004e-4	6.275e-5	33	0
Macedonia	18	0	1	N/A	8.64e-6	0	90	36	22.5	4.32e-5	1.728e-5	1.08e-5	4	0
Moldova	23	0	0	N/A	6.49e-6	0	115	46	28.75	3.245e-5	1.298e-5	8.1125e-6	0	0
Sweden	1103	6	1	N/A	1.0832e-4	5.9e-7	2000	923.076923077	600	1.96666666667e-4	9.07692307692e-5	5.9e-5	81	3
Latvia	34	0	1	N/A	1.765e-5	0	170	68	42.5	8.825e-5	3.53e-5	2.20625e-5	4	0
Croatia	57	0	2	N/A	1.394e-5	0	285	114	71.25	6.97e-5	2.788e-5	1.7425e-5	8	0
Malta	30	0	2	N/A	6.204e-5	0	150	60	37.5	3.102e-4	1.2408e-4	7.755e-5	9	0
Guernsey	1	0	0	N/A	1.491e-5	0	5	2	1.25	7.455e-5	2.982e-5	1.86375e-5	0	0
Monaco	7	0	0	N/A	1.8096e-4	0	35	14	8.75	9.048e-4	3.6192e-4	2.262e-4	5	0
Switzerland	2200	14	4	N/A	2.5832e-4	1.64e-6	4666.66666667	2153.84615385	1400	5.46666666667e-4	2.52307692308e-4	1.64e-4	0	0
Russia	90	0	8	N/A	6.2e-7	0	450	180	112.5	3.1e-6	1.24e-6	7.75e-7	27	0
Jersey	2	0	0	N/A	2.049e-5	0	10	4	2.5	1.0245e-4	4.098e-5	2.56125e-5	0	0
Bulgaria	52	2	0	N/A	7.4e-6	2.8e-7	666.666666667	307.692307692	200	9.33333333333e-5	4.30769230769e-5	2.8e-5	1	0
Romania	158	0	9	N/A	8.11e-6	0	790	316	197.5	4.055e-5	1.622e-5	1.01375e-5	27	0
Albania	51	1	0	N/A	1.779e-5	3.5e-7	333.333333333	153.846153846	100	1.16666666667e-4	5.38461538462e-5	3.5e-5	9	0
Estonia	205	0	1	N/A	1.552e-4	0	1025	410	256.25	7.76e-4	3.104e-4	1.94e-4	34	0
Portugal	331	0	3	N/A	3.219e-5	0	1655	662	413.75	1.6095e-4	6.438e-5	4.02375e-5	86	0
Kosovo	2	0	0	N/A	1.08e-6	0	10	4	2.5	5.4e-6	2.16e-6	1.35e-6	0	0
Liechtenstein	4	0	0	N/A	1.0551e-4	0	20	8	5	5.2755e-4	2.1102e-4	1.318875e-4	0	0
Azerbaijan	15	1	6	N/A	1.51e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	-8	0
United Kingdom	1551	56	21	N/A	2.333e-5	8.4e-7	18666.6666667	8615.38461538	5600	2.8e-4	1.29230769231e-4	8.4e-5	407	35
Austria	1018	3	6	N/A	1.1507e-4	3.4e-7	1000	461.538461538	300	1.13333333333e-4	5.23076923077e-5	3.4e-5	158	2
West Bank and Gaza	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0
Republic of Serbia	55	0	1	N/A	7.88e-6	0	275	110	68.75	3.94e-5	1.576e-5	9.85e-6	7	0
Greece	331	4	8	N/A	3.085e-5	3.7e-7	1333.33333333	615.384615385	400	1.23333333333e-4	5.69230769231e-5	3.7e-5	0	0
Hungary	39	1	1	N/A	3.99e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	7	0
Cyprus	33	0	0	N/A	2.821e-5	0	165	66	41.25	1.4105e-4	5.642e-5	3.52625e-5	7	0
