Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Turkey	23934	501	786	22647	2.9074e-4	6.09e-6	167000	77076.9230769	50100	0.00203	9.36923076923e-4	6.09e-4	3013	76	8.1	10.1	161380	0.001913
Italy	124632	15362	20996	88274	0.00206238	2.5421e-4	5120666.66667	2363384.61538	1536200	0.0847366666667	0.0391092307692	0.025421	4805	681	4.8	-11.1	657224	0.01087
Czech Republic	4472	59	78	4335	4.2087e-4	5.55e-6	19666.6666667	9076.92307692	5900	0.00185	8.53846153846e-4	5.55e-4	381	6	63.5	-33.3	74170	0.006926
Monaco	66	1	3	62	0.00170622	2.585e-5	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	2	0	-50	100	0	0
Lithuania	771	11	7	753	2.7639e-4	3.94e-6	3666.66666667	1692.30769231	1100	0.00131333333333	6.06153846154e-4	3.94e-4	75	2	59.6	100	21376	0.007852
Luxembourg	2729	31	500	2198	0.0044905	5.101e-5	10333.3333333	4769.23076923	3100	0.0170033333333	0.00784769230769	0.005101	117	0	-6.4	-100	22793	0.036412
France	90848	7574	15572	67702	0.0013562	1.1307e-4	2524666.66667	1165230.76923	757400	0.03769	0.0173953846154	0.011307	25646	1054	386.4	-6.1	224254	0.003436
Andorra	466	17	21	428	0.00605148	2.2076e-4	5666.66666667	2615.38461538	1700	0.0735866666667	0.0339630769231	0.022076	27	1	145.5	0	0	0
Switzerland	20505	666	6415	13424	0.00240767	7.82e-5	222000	102461.538462	66600	0.0260666666667	0.0120307692308	0.00782	899	75	15.4	36.4	153440	0.017729
Georgia	162	1	36	125	4.342e-5	2.7e-7	333.333333333	153.846153846	100	9e-5	4.15384615385e-5	2.7e-5	7	1	-66.7	100	0	0
Slovakia	471	1	10	460	8.647e-5	1.8e-7	333.333333333	153.846153846	100	6e-5	2.76923076923e-5	1.8e-5	21	0	-12.5	100	13631	0.002497
Ireland	4604	137	25	4442	9.4859e-4	2.823e-5	45666.6666667	21076.9230769	13700	0.00941	0.00434307692308	0.002823	331	17	-21.9	-22.7	30213	0.006119
Norway	5550	62	32	5456	0.00104434	1.167e-5	20666.6666667	9538.46153846	6200	0.00389	0.00179538461538	0.001167	180	3	-19.3	-66.7	105865	0.019528
Israel	7851	44	427	7380	8.8374e-4	4.95e-6	14666.6666667	6769.23076923	4400	0.00165	7.61538461538e-4	4.95e-4	423	4	-25.9	0	90394	0.010443
Belarus	440	5	53	382	4.639e-5	5.3e-7	1666.66666667	769.230769231	500	1.76666666667e-4	8.15384615385e-5	5.3e-5	89	1	89.4	100	32000	0.003386
Iceland	1417	4	396	1017	0.00400765	1.131e-5	1333.33333333	615.384615385	400	0.00377	0.00174	0.001131	53	0	17.8	100	23640	0.069276
Montenegro	201	2	1	198	3.2297e-4	3.21e-6	666.666666667	307.692307692	200	0.00107	4.93846153846e-4	3.21e-4	27	0	-10	100	1456	0.002318
Slovenia	977	22	79	876	4.7258e-4	1.064e-5	7333.33333333	3384.61538462	2200	0.00354666666667	0.00163692307692	0.001064	43	2	16.2	-33.3	27109	0.01304
Germany	96092	1444	26400	68248	0.00115874	1.741e-5	481333.333333	222153.846154	144400	0.00580333333333	0.00267846153846	0.001741	4933	169	-22.5	0.6	918460	0.010962
Bosnia and Herzegovina	624	21	30	573	1.8773e-4	6.32e-6	7000	3230.76923077	2100	0.00210666666667	9.72307692308e-4	6.32e-4	45	4	-2.2	300	5349	0.00163
Armenia	770	7	43	720	2.6086e-4	2.37e-6	2333.33333333	1076.92307692	700	7.9e-4	3.64615384615e-4	2.37e-4	34	0	-53.4	100	3994	0.001348
Belgium	18431	1283	3247	13901	0.00161363	1.1233e-4	427666.666667	197384.615385	128300	0.0374433333333	0.0172815384615	0.011233	1661	140	16.8	6.1	70000	0.00604
Spain	126168	11947	34219	80002	0.0027003	2.5569e-4	3982333.33333	1838000	1194700	0.08523	0.0393369230769	0.025569	6969	749	-2.3	-11.9	355000	0.007593
Ukraine	1225	32	25	1168	2.745e-5	7.2e-7	10666.6666667	4923.07692308	3200	2.4e-4	1.10769230769e-4	7.2e-5	153	5	-12.6	0	5040	1.15e-4
