Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Germany	5795	11	46	N/A	6.988e-5	1.3e-7	3666.66666667	1692.30769231	1100	4.33333333333e-5	2e-5	1.3e-5	NA	NA
Bosnia and Herzegovina	24	0	0	N/A	7.22e-6	0	120	48	30	3.61e-5	1.444e-5	9.025e-6	NA	NA
Armenia	26	0	0	N/A	8.81e-6	0	130	52	32.5	4.405e-5	1.762e-5	1.10125e-5	NA	NA
Belgium	886	4	1	N/A	7.757e-5	3.5e-7	1333.33333333	615.384615385	400	1.16666666667e-4	5.38461538462e-5	3.5e-5	NA	NA
Spain	7798	289	517	N/A	1.669e-4	6.19e-6	96333.3333333	44461.5384615	28900	0.00206333333333	9.52307692308e-4	6.19e-4	NA	NA
Ukraine	3	1	0	N/A	7e-8	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	NA	NA
Netherlands	1135	20	2	N/A	6.587e-5	1.16e-6	6666.66666667	3076.92307692	2000	3.86666666667e-4	1.78461538462e-4	1.16e-4	NA	NA
Denmark	875	2	1	N/A	1.5093e-4	3.4e-7	666.666666667	307.692307692	200	1.13333333333e-4	5.23076923077e-5	3.4e-5	NA	NA
Poland	119	3	0	N/A	3.13e-6	8e-8	1000	461.538461538	300	2.66666666667e-5	1.23076923077e-5	8e-6	5493	1.45e-4
Finland	244	0	10	N/A	4.422e-5	0	1220	488	305	2.211e-4	8.844e-5	5.5275e-5	NA	NA
Macedonia	14	0	1	N/A	6.72e-6	0	70	28	17.5	3.36e-5	1.344e-5	8.4e-6	NA	NA
Moldova	23	0	0	N/A	6.49e-6	0	115	46	28.75	3.245e-5	1.298e-5	8.1125e-6	NA	NA
Sweden	1022	3	1	N/A	1.0036e-4	2.9e-7	1000	461.538461538	300	9.66666666667e-5	4.46153846154e-5	2.9e-5	NA	NA
Latvia	30	0	1	N/A	1.557e-5	0	150	60	37.5	7.785e-5	3.114e-5	1.94625e-5	NA	NA
Croatia	49	0	1	N/A	1.198e-5	0	245	98	61.25	5.99e-5	2.396e-5	1.4975e-5	724	1.9e-4
Malta	21	0	1	N/A	4.343e-5	0	105	42	26.25	2.1715e-4	8.686e-5	5.42875e-5	889	0.001801
Guernsey	1	0	0	N/A	1.491e-5	0	5	2	1.25	7.455e-5	2.982e-5	1.86375e-5	NA	NA
Monaco	2	0	0	N/A	5.17e-5	0	10	4	2.5	2.585e-4	1.034e-4	6.4625e-5	NA	NA
Switzerland	2200	14	4	N/A	2.5832e-4	1.64e-6	4666.66666667	2153.84615385	1400	5.46666666667e-4	2.52307692308e-4	1.64e-4	NA	NA
Russia	63	0	8	N/A	4.4e-7	0	315	126	78.75	2.2e-6	8.8e-7	5.5e-7	NA	NA
Jersey	2	0	0	N/A	2.049e-5	0	10	4	2.5	1.0245e-4	4.098e-5	2.56125e-5	NA	NA
Bulgaria	51	2	0	N/A	7.26e-6	2.8e-7	666.666666667	307.692307692	200	9.33333333333e-5	4.30769230769e-5	2.8e-5	NA	NA
Romania	131	0	9	N/A	6.73e-6	0	655	262	163.75	3.365e-5	1.346e-5	8.4125e-6	NA	NA
Albania	42	1	0	N/A	1.465e-5	3.5e-7	333.333333333	153.846153846	100	1.16666666667e-4	5.38461538462e-5	3.5e-5	NA	NA
Estonia	171	0	1	N/A	1.2946e-4	0	855	342	213.75	6.473e-4	2.5892e-4	1.61825e-4	971	7.47e-4
Portugal	245	0	2	N/A	2.383e-5	0	1225	490	306.25	1.1915e-4	4.766e-5	2.97875e-5	NA	NA
Kosovo	2	0	0	N/A	1.08e-6	0	10	4	2.5	5.4e-6	2.16e-6	1.35e-6	NA	NA
Liechtenstein	4	0	0	N/A	1.0551e-4	0	20	8	5	5.2755e-4	2.1102e-4	1.318875e-4	NA	NA
Azerbaijan	23	1	6	N/A	2.31e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	NA	NA
United Kingdom	1144	21	19	N/A	1.721e-5	3.2e-7	7000	3230.76923077	2100	1.06666666667e-4	4.92307692308e-5	3.2e-5	NA	NA
Austria	860	1	6	N/A	9.721e-5	1.1e-7	333.333333333	153.846153846	100	3.66666666667e-5	1.69230769231e-5	1.1e-5	NA	NA
West Bank and Gaza	0	0	0	N/A	0	0	0	0	0	0	0	0	NA	NA
Republic of Serbia	48	0	0	N/A	6.87e-6	0	240	96	60	3.435e-5	1.374e-5	8.5875e-6	NA	NA
Greece	331	4	8	N/A	3.085e-5	3.7e-7	1333.33333333	615.384615385	400	1.23333333333e-4	5.69230769231e-5	3.7e-5	NA	NA
Hungary	32	1	1	N/A	3.28e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	1236	1.26e-4
Cyprus	26	0	0	N/A	2.222e-5	0	130	52	32.5	1.111e-4	4.444e-5	2.7775e-5	NA	NA
