Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Turkey	6	0	0	N/A	7e-8	0	30	12	7.5	3.5e-7	1.4e-7	8.75e-8	NA	NA
Italy	24747	1809	2335	N/A	4.0951e-4	2.993e-5	603000	278307.692308	180900	0.00997666666667	0.00460461538462	0.002993	NA	NA
Czech Republic	253	0	0	N/A	2.381e-5	0	1265	506	316.25	1.1905e-4	4.762e-5	2.97625e-5	4065	3.81e-4
Vatican	1	0	0	N/A	0.00124844	0	5	2	1.25	0.0062422	0.00249688	0.00156055	NA	NA
San Marino	101	5	4	N/A	0.00298949	1.4799e-4	1666.66666667	769.230769231	500	0.04933	0.0227676923077	0.014799	NA	NA
Luxembourg	59	1	0	N/A	9.708e-5	1.65e-6	333.333333333	153.846153846	100	5.5e-4	2.53846153846e-4	1.65e-4	NA	NA
France	4522	91	12	N/A	6.751e-5	1.36e-6	30333.3333333	14000	9100	4.53333333333e-4	2.09230769231e-4	1.36e-4	36747	5.48e-4
Andorra	1	0	1	N/A	1.299e-5	0	5	2	1.25	6.495e-5	2.598e-5	1.62375e-5	NA	NA
Georgia	33	0	0	N/A	8.84e-6	0	165	66	41.25	4.42e-5	1.768e-5	1.105e-5	NA	NA
Slovakia	54	0	0	N/A	9.91e-6	0	270	108	67.5	4.955e-5	1.982e-5	1.23875e-5	NA	NA
Ireland	129	2	0	N/A	2.658e-5	4.1e-7	666.666666667	307.692307692	200	1.36666666667e-4	6.30769230769e-5	4.1e-5	NA	NA
Norway	1221	3	1	N/A	2.2976e-4	5.6e-7	1000	461.538461538	300	1.86666666667e-4	8.61538461538e-5	5.6e-5	10448	0.001942
Lithuania	12	0	1	N/A	4.3e-6	0	60	24	15	2.15e-5	8.6e-6	5.375e-6	NA	NA
Israel	251	0	4	N/A	2.825e-5	0	1255	502	313.75	1.4125e-4	5.65e-5	3.53125e-5	NA	NA
Belarus	27	0	3	N/A	2.85e-6	0	135	54	33.75	1.425e-5	5.7e-6	3.5625e-6	NA	NA
Iceland	171	5	8	N/A	4.8363e-4	1.414e-5	1666.66666667	769.230769231	500	0.00471333333333	0.00217538461538	0.001414	NA	NA
Slovenia	219	1	0	N/A	1.0593e-4	4.8e-7	333.333333333	153.846153846	100	1.6e-4	7.38461538462e-5	4.8e-5	NA	NA
