Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Latvia	111	0	1	N/A	5.762e-5	0	555	222	138.75	2.881e-4	1.1524e-4	7.2025e-5	25	0	3205	0.001669
Croatia	128	1	5	N/A	3.13e-5	2.4e-7	333.333333333	153.846153846	100	8e-5	3.69230769231e-5	2.4e-5	23	0	NA	NA
Malta	64	0	2	N/A	1.3236e-4	0	320	128	80	6.618e-4	2.6472e-4	1.6545e-4	11	0	NA	NA
Monaco	11	0	0	N/A	2.8437e-4	0	55	22	13.75	0.00142185	5.6874e-4	3.554625e-4	4	0	NA	NA
Switzerland	5294	54	15	N/A	6.2161e-4	6.34e-6	18000	8307.69230769	5400	0.00211333333333	9.75384615385e-4	6.34e-4	1219	13	NA	NA
Russia	253	1	9	N/A	1.75e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	54	0	143500	0.001
Bulgaria	127	3	0	N/A	1.808e-5	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	33	0	NA	NA
Romania	308	0	25	N/A	1.582e-5	0	1540	616	385	7.91e-5	3.164e-5	1.9775e-5	31	0	8284	4.27e-4
Albania	70	2	0	N/A	2.442e-5	7e-7	666.666666667	307.692307692	200	2.33333333333e-4	1.07692307692e-4	7e-5	6	0	NA	NA
Estonia	283	0	1	N/A	2.1425e-4	0	1415	566	353.75	0.00107125	4.285e-4	2.678125e-4	16	0	2504	0.001926
Portugal	1020	6	5	N/A	9.92e-5	5.8e-7	2000	923.076923077	600	1.93333333333e-4	8.92307692308e-5	5.8e-5	235	3	7732	7.51e-4
Kosovo	2	0	0	N/A	1.08e-6	0	10	4	2.5	5.4e-6	2.16e-6	1.35e-6	0	0	NA	NA
Liechtenstein	28	0	0	N/A	7.3859e-4	0	140	56	35	0.00369295	0.00147718	9.232375e-4	0	0	NA	NA
Azerbaijan	44	1	6	N/A	4.43e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	0	0	NA	NA
United Kingdom	4014	178	67	N/A	6.037e-5	2.68e-6	59333.3333333	27384.6153846	17800	8.93333333333e-4	4.12307692308e-4	2.68e-4	1298	40	66976	9.92e-4
Austria	2388	6	9	N/A	2.6992e-4	6.8e-7	2000	923.076923077	600	2.26666666667e-4	1.04615384615e-4	6.8e-5	375	0	15613	0.001754
Republic of Serbia	135	1	1	N/A	1.934e-5	1.4e-7	333.333333333	153.846153846	100	4.66666666667e-5	2.15384615385e-5	1.4e-5	32	1	NA	NA
Greece	495	6	19	N/A	4.614e-5	5.6e-7	2000	923.076923077	600	1.86666666667e-4	8.61538461538e-5	5.6e-5	77	0	NA	NA
Hungary	85	3	2	N/A	8.7e-6	3.1e-7	1000	461.538461538	300	1.03333333333e-4	4.76923076923e-5	3.1e-5	12	2	NA	NA
Cyprus	67	0	0	N/A	5.726e-5	0	335	134	83.75	2.863e-4	1.1452e-4	7.1575e-5	0	0	NA	NA
