Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Turkey	359	4	0	N/A	4.36e-6	5e-8	1333.33333333	615.384615385	400	1.66666666667e-5	7.69230769231e-6	5e-6	167	1	NA	NA
Italy	47021	4032	4440	N/A	7.7809e-4	6.672e-5	1344000	620307.692308	403200	0.02224	0.0102646153846	0.006672	5986	627	206886	0.003428
Czech Republic	833	0	4	N/A	7.839e-5	0	4165	1666	1041.25	3.9195e-4	1.5678e-4	9.79875e-5	139	0	NA	NA
Vatican	1	0	0	N/A	0.00124844	0	5	2	1.25	0.0062422	0.00249688	0.00156055	0	0	NA	NA
San Marino	144	14	4	N/A	0.00426225	4.1439e-4	4666.66666667	2153.84615385	1400	0.13813	0.0637523076923	0.041439	25	3	NA	NA
Luxembourg	484	4	0	N/A	7.9641e-4	6.58e-6	1333.33333333	615.384615385	400	0.00219333333333	0.00101230769231	6.58e-4	149	0	NA	NA
France	12664	451	12	N/A	1.8905e-4	6.73e-6	150333.333333	69384.6153846	45100	0.00224333333333	0.00103538461538	6.73e-4	1755	207	NA	NA
Andorra	75	0	1	N/A	9.7395e-4	0	375	150	93.75	0.00486975	0.0019479	0.0012174375	22	0	NA	NA
Georgia	43	0	1	N/A	1.153e-5	0	215	86	53.75	5.765e-5	2.306e-5	1.44125e-5	3	0	NA	NA
Slovakia	137	1	0	N/A	2.515e-5	1.8e-7	333.333333333	153.846153846	100	6e-5	2.76923076923e-5	1.8e-5	14	0	2707	4.87e-4
Ireland	683	3	5	N/A	1.4072e-4	6.2e-7	1000	461.538461538	300	2.06666666667e-4	9.53846153846e-5	6.2e-5	126	0	NA	NA
Norway	1914	7	1	N/A	3.6016e-4	1.32e-6	2333.33333333	1076.92307692	700	4.4e-4	2.03076923077e-4	1.32e-4	168	0	43735	0.008148
Lithuania	49	0	1	N/A	1.757e-5	0	245	98	61.25	8.785e-5	3.514e-5	2.19625e-5	13	0	NA	NA
Israel	705	0	14	N/A	7.936e-5	0	3525	1410	881.25	3.968e-4	1.5872e-4	9.92e-5	28	0	17641	0.001923
Belarus	69	0	5	N/A	7.27e-6	0	345	138	86.25	3.635e-5	1.454e-5	9.0875e-6	18	0	19000	0.002002
Iceland	409	0	5	N/A	0.00115676	0	2045	818	511.25	0.0057838	0.00231352	0.00144595	79	-1	9189	0.025226
Montenegro	14	0	0	N/A	2.25e-5	0	70	28	17.5	1.125e-4	4.5e-5	2.8125e-5	11	0	NA	NA
Slovenia	341	1	0	N/A	1.6494e-4	4.8e-7	333.333333333	153.846153846	100	1.6e-4	7.38461538462e-5	4.8e-5	55	0	10980	0.005281
Germany	19848	67	180	N/A	2.3934e-4	8.1e-7	22333.3333333	10307.6923077	6700	2.7e-4	1.24615384615e-4	8.1e-5	4528	23	NA	NA
Bosnia and Herzegovina	89	0	2	N/A	2.678e-5	0	445	178	111.25	1.339e-4	5.356e-5	3.3475e-5	26	0	NA	NA
Armenia	136	0	1	N/A	4.607e-5	0	680	272	170	2.3035e-4	9.214e-5	5.75875e-5	21	0	NA	NA
Belgium	2257	37	1	N/A	1.976e-4	3.24e-6	12333.3333333	5692.30769231	3700	0.00108	4.98461538462e-4	3.24e-4	462	16	NA	NA
Spain	20410	1043	1588	N/A	4.3682e-4	2.232e-5	347666.666667	160461.538462	104300	0.0074400000000000004	0.00343384615385	0.002232	2447	213	NA	NA
Ukraine	29	3	0	N/A	6.5e-7	7e-8	1000	461.538461538	300	2.33333333333e-5	1.07692307692e-5	7e-6	13	1	316	8e-6
Netherlands	3003	107	2	N/A	1.7428e-4	6.21e-6	35666.6666667	16461.5384615	10700	0.00207	9.55384615385e-4	6.21e-4	538	30	NA	NA
Denmark	1337	9	1	N/A	2.3062e-4	1.55e-6	3000	1384.61538462	900	5.16666666667e-4	2.38461538462e-4	1.55e-4	112	3	12371	0.002125
Poland	425	5	1	N/A	1.119e-5	1.3e-7	1666.66666667	769.230769231	500	4.33333333333e-5	2e-5	1.3e-5	70	0	13072	3.44e-4
Finland	450	0	10	N/A	8.155e-5	0	2250	900	562.5	4.0775e-4	1.631e-4	1.019375e-4	50	0	NA	NA
Macedonia	67	0	1	N/A	3.217e-5	0	335	134	83.75	1.6085e-4	6.434e-5	4.02125e-5	19	0	NA	NA
Moldova	66	1	1	N/A	1.861e-5	2.8e-7	333.333333333	153.846153846	100	9.33333333333e-5	4.30769230769e-5	2.8e-5	17	0	NA	NA
Sweden	1639	16	16	N/A	1.6095e-4	1.57e-6	5333.33333333	2461.53846154	1600	5.23333333333e-4	2.41538461538e-4	1.57e-4	200	5	NA	NA
