Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Cyprus	26	0	0	N/A	2.222e-5	0	130	52	32.5	1.111e-4	4.444e-5	2.7775e-5	NA	NA	2020-03-15
Cyprus	33	0	0	N/A	2.821e-5	0	165	66	41.25	1.4105e-4	5.642e-5	3.52625e-5	7	0	NA	NA	2020-03-16
Cyprus	46	0	0	N/A	3.932e-5	0	230	92	57.5	1.966e-4	7.864e-5	4.915e-5	13	0	85.7	100	NA	NA	2020-03-17
Cyprus	49	0	0	N/A	4.188e-5	0	245	98	61.25	2.094e-4	8.376e-5	5.235e-5	3	0	-76.9	100	NA	NA	2020-03-18
Cyprus	67	0	0	N/A	5.726e-5	0	335	134	83.75	2.863e-4	1.1452e-4	7.1575e-5	18	0	500	100	NA	NA	2020-03-19
Cyprus	67	0	0	N/A	5.726e-5	0	335	134	83.75	2.863e-4	1.1452e-4	7.1575e-5	0	0	-100	100	NA	NA	2020-03-20
Cyprus	84	0	0	N/A	7.179e-5	0	420	168	105	3.5895e-4	1.4358e-4	8.97375e-5	17	0	100	100	NA	NA	2020-03-21
Cyprus	95	1	3	91	8.12e-5	8.5e-7	333.333333333	153.846153846	100	2.83333333333e-4	1.30769230769e-4	8.5e-5	11	1	-35.3	100	NA	NA	2020-03-22
Cyprus	116	1	3	112	9.915e-5	8.5e-7	333.333333333	153.846153846	100	2.83333333333e-4	1.30769230769e-4	8.5e-5	21	0	90.9	-100	NA	NA	2020-03-23
Cyprus	124	3	3	118	1.0598e-4	2.56e-6	1000	461.538461538	300	8.53333333333e-4	3.93846153846e-4	2.56e-4	8	2	-61.9	100	NA	NA	2020-03-24
Cyprus	132	3	3	126	1.1282e-4	2.56e-6	1000	461.538461538	300	8.53333333333e-4	3.93846153846e-4	2.56e-4	8	0	0	-100	NA	NA	2020-03-25
Cyprus	146	3	4	139	1.2479e-4	2.56e-6	1000	461.538461538	300	8.53333333333e-4	3.93846153846e-4	2.56e-4	14	0	75	100	NA	NA	2020-03-26
Cyprus	162	5	15	142	1.3846e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	16	2	14.3	100	NA	NA	2020-03-27
Cyprus	179	5	15	159	1.5299e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	17	0	6.2	-100	NA	NA	2020-03-28
Cyprus	214	5	15	194	1.8291e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	35	0	105.9	100	NA	NA	2020-03-29
Cyprus	230	7	22	201	1.9658e-4	5.98e-6	2333.33333333	1076.92307692	700	0.00199333333333	9.2e-4	5.98e-4	16	2	-54.3	100	NA	NA	2020-03-30
Cyprus	262	8	23	231	2.2393e-4	6.84e-6	2666.66666667	1230.76923077	800	0.00228	0.00105230769231	6.84e-4	32	1	100	-50	NA	NA	2020-03-31
Cyprus	320	9	28	283	2.735e-4	7.69e-6	3000	1384.61538462	900	0.00256333333333	0.00118307692308	7.69e-4	58	1	81.2	0	NA	NA	2020-04-01
Cyprus	356	10	28	318	3.0427e-4	8.55e-6	3333.33333333	1538.46153846	1000	0.00285	0.00131538461538	8.55e-4	36	1	-37.9	0	NA	NA	2020-04-02
Cyprus	396	11	28	357	3.3846e-4	9.4e-6	3666.66666667	1692.30769231	1100	0.00313333333333	0.00144615384615	9.4e-4	40	1	11.1	0	NA	NA	2020-04-03
Cyprus	426	11	33	382	3.641e-4	9.4e-6	3666.66666667	1692.30769231	1100	0.00313333333333	0.00144615384615	9.4e-4	30	0	-25	-100	10154	0.00841	2020-04-04
Cyprus	446.0	9.0	37.0	400.0	0.0003812	7.69e-06	3000.0	1384.61538462	900.0	0.00256333333333	0.00118307692308	0.000769	2020-04-05
Cyprus	465.0	9.0	45.0	411.0	0.00039744	7.69e-06	3000.0	1384.61538462	900.0	0.00256333333333	0.00118307692308	0.000769	2020-04-06
