Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Middlesex	2125	56	0	0	0.00256121	6.75e-05	18666.6666667	8615.38461538	5600	0.0225	0.0103846153846	0.00675	359	8	31.5	-61.9
Cumberland	36	1	0	0	0.00023845	6.62e-06	333.333333333	153.846153846	100	0.00220666666667	0.00101846153846	0.000662	5	0	25	100
Union	2487	45	0	0	0.00445645	8.064e-05	15000	6923.07692308	4500	0.02688	0.0124061538462	0.008064	477	11	36.7	120
Hudson	2835	59	0	0	0.00419341	8.727e-05	19666.6666667	9076.92307692	5900	0.02909	0.0134261538462	0.008727	565	15	56.9	0
Burlington	367	9	0	0	0.00082401	2.021e-05	3000	1384.61538462	900	0.00673666666667	0.00310923076923	0.002021	73	1	87.2	-66.7
Somerset	641	23	0	0	0.0019356	6.945e-05	7666.66666667	3538.46153846	2300	0.02315	0.0106846153846	0.006945	92	6	19.5	200
Passaic	2216	34	0	0	0.00440285	6.755e-05	11333.3333333	5230.76923077	3400	0.0225166666667	0.0103923076923	0.006755	466	12	82	71.4
Sussex	210	8	0	0	0.00149149	5.682e-05	2666.66666667	1230.76923077	800	0.01894	0.00874153846154	0.005682	31	1	47.6	0
Unassigned	4808	4	0	0	N/A	N/A	1333.33333333	615.384615385	400	N/A	N/A	N/A	-58	0	-116.4	-100
Atlantic	72	1	0	0	0.00027126	3.77e-06	333.333333333	153.846153846	100	0.00125666666667	0.00058	0.000377	22	0	120	-100
Hunterdon	148	0	0	0	0.00118672	0.0	740	296	185	0.0059336	0.00237344	0.0014834	18	0	38.5	100
Ocean	1685	45	0	0	0.00280063	7.479e-05	15000	6923.07692308	4500	0.02493	0.0115061538462	0.007479	314	7	93.8	-53.3
Morris	1298	43	0	0	0.00262632	8.7e-05	14333.3333333	6615.38461538	4300	0.029	0.0133846153846	0.0087	216	3	54.3	-80
Cape May	44	0	0	0	0.00047537	0.0	220	88	55	0.00237685	0.00095074	0.0005942125	10	0	-16.7	100
Gloucester	183	3	0	0	0.00062799	1.029e-05	1000	461.538461538	300	0.00343	0.00158307692308	0.001029	14	1	-30	100
Monmouth	1743	48	0	0	0.00280516	7.725e-05	16000	7384.61538462	4800	0.02575	0.0118846153846	0.007725	285	10	81.5	-28.6
Essex	3067	118	0	0	0.00383487	0.00014754	39333.3333333	18153.8461538	11800	0.04918	0.0226984615385	0.014754	450	19	26.8	-36.7
Salem	25	2	0	0	0.00039932	3.195e-05	666.666666667	307.692307692	200	0.01065	0.00491538461538	0.003195	5	1	400	100
Camden	406	7	0	0	0.00080067	1.38e-05	2333.33333333	1076.92307692	700	0.0046	0.00212307692308	0.00138	63	1	16.7	-66.7
Mercer	484	5	0	0	0.00130878	1.352e-05	1666.66666667	769.230769231	500	0.00450666666667	0.00208	0.001352	98	1	84.9	0
Bergen	4866	132	0	0	0.00519488	0.00014092	44000	20307.6923077	13200	0.0469733333333	0.02168	0.014092	767	12	26.8	-73.3
Warren	149	3	0	0	0.0014086	2.836e-05	1000	461.538461538	300	0.00945333333333	0.00436307692308	0.002836	33	0	65	100
