Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	8.333	8.333	5.52e-05	5.52e-05
Atlantic	19.0	19.0	7.158e-05	7.158e-05
Somerset	76.333	76.333	0.0002305	0.0002305
Hunterdon	19.333	19.333	0.00015502	0.00015502
Hudson	489.667	489.667	0.00072429	0.00072429
Ocean	228.333	228.333	0.00037951	0.00037951
Camden	75.0	75.0	0.00014791	0.00014791
Sussex	27.333	27.333	0.00019413	0.00019413
Middlesex	352.333	352.333	0.00042466	0.00042466
Gloucester	31.667	31.667	0.00010867	0.00010867
Morris	184.667	184.667	0.00037365	0.00037365
Mercer	84.0	84.0	0.00022714	0.00022714
Unassigned	-176.0	-176.0	N/A	N/A
Bergen	623.0	623.0	0.00066511	0.00066511
Essex	469.0	469.0	0.00058642	0.00058642
Burlington	85.0	85.0	0.00019085	0.00019085
Salem	1.0	1.0	1.597e-05	1.597e-05
Passaic	455.333	455.333	0.00090468	0.00090468
Union	386.0	386.0	0.00069167	0.00069167
Cape May	8.667	8.667	9.364e-05	9.364e-05
Warren	22.0	22.0	0.00020798	0.00020798
Monmouth	256.333	256.333	0.00041254	0.00041254
