Adams,31511
Antelope,6336
Arthur,465
Banner,730
Blaine,476
Boone,5239
Box Butte,10772
Boyd,1955
Brown,2973
Buffalo,49615
Burt,6488
Butler,8058
Cass,26159
Cedar,8446
Chase,3977
Cherry,5761
Cheyenne,9310
Clay,6214
Colfax,10881
Cuming,8940
Custer,10840
Dakota,20083
Dawes,8716
Dawson,23709
Deuel,1825
Dixon,5709
Dodge,36791
Douglas,566880
Dundy,1770
Fillmore,5527
Franklin,3023
Frontier,2608
Furnas,4715
Gage,21493
Garden,1897
Garfield,1987
Gosper,1996
Grant,660
Greeley,2356
Hall,61607
Hamilton,9280
Harlan,3401
Hayes,916
Hitchcock,2806
Holt,10178
Hooker,682
Howard,6468
Jefferson,7097
Johnson,5134
Kearney,6544
Keith,8021
Keya Paha,810
Kimball,3618
Knox,8419
Lancaster,317272
Lincoln,35185
Logan,749
Loup,618
McPherson,492
Madison,35392
Merrick,7733
Morrill,4686
Nance,3532
Nemaha,6958
Nuckolls,4195
Otoe,15985
Pawnee,2632
Perkins,2929
Phelps,8996
Pierce,7142
Platte,33363
Polk,5278
Red Willow,10726
Richardson,7937
Rock,1360
Saline,14350
Sarpy,184459
Saunders,21303
Scotts Bluff,35989
Seward,17318
Sheridan,5190
Sherman,3038
Sioux,1187
Stanton,5970
Thayer,5039
Thomas,720
Thurston,7303
Valley,4190
Washington,20667
Wayne,9403
Webster,3533
Wheeler,805
York,13772
