Adams,35636
Allen,375351
Bartholomew,82753
Benton,8653
Blackford,11930
Boone,66999
Brown,15234
Carroll,20127
Cass,37955
Clark,117360
Clay,26170
Clinton,32250
Crawford,10558
Daviess,33147
Dearborn,49568
Decatur,26794
De Kalb,43226
Delaware,114772
Dubois,42565
Elkhart,205560
Fayette,23047
Floyd,77781
Fountain,16351
Franklin,22736
Fulton,20092
Gibson,33452
Grant,65936
Greene,32006
Hamilton,330086
Hancock,76351
Harrison,40350
Hendricks,167009
Henry,48271
Howard,82366
Huntington,36240
Jackson,44111
Jasper,33370
Jay,20764
Jefferson,32208
Jennings,27611
Johnson,156225
Knox,36895
Kosciusko,79344
LaGrange,39330
Lake,484411
LaPorte,110007
Lawrence,45668
Madison,129641
Marion,954670
Marshall,46248
Martin,10217
Miami,35567
Monroe,146917
Montgomery,38346
Morgan,70116
Newton,14011
Noble,47532
Ohio,5844
Orange,19489
Owen,20845
Parke,16927
Perry,19102
Pike,12410
Porter,169594
Posey,25540
Pulaski,12469
Putnam,37779
Randolph,24851
Ripley,28523
Rush,16663
Saint Joseph,270771
Scott,23878
Shelby,44593
Spencer,20327
Starke,22935
Steuben,34586
Sullivan,20690
Switzerland,10717
Tippecanoe,193048
Tipton,15128
Union,7037
Vanderburgh,180974
Vermillion,15479
Vigo,107386
Wabash,31280
Warren,8263
Warrick,62567
Washington,27943
Wayne,65936
Wells,28206
White,24133
Whitley,34074
