Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Josephine	0.659	0.659	7.54e-06	7.54e-06
Linn	1.258	1.258	9.88e-06	9.88e-06
Lane	1.617	1.617	4.26e-06	4.26e-06
Hood River	0.0	0.0	0.0	0.0
Curry	0.0	0.0	0.0	0.0
Yamhill	0.067	0.067	6.3e-07	6.3e-07
Lincoln	0.0	0.0	0.0	0.0
Multnomah	16.708	16.708	2.058e-05	2.058e-05
Washington	11.318	11.318	1.894e-05	1.894e-05
Clatsop	0.175	0.175	4.4e-06	4.4e-06
Clackamas	5.449	5.449	1.31e-05	1.31e-05
Klamath	0.805	0.805	1.19e-05	1.19e-05
Morrow	0.323	0.323	2.843e-05	2.843e-05
Douglas	0.419	0.419	3.8e-06	3.8e-06
Marion	7.845	7.845	2.262e-05	2.262e-05
Malheur	1.797	1.797	5.847e-05	5.847e-05
Benton	0.103	0.103	1.12e-06	1.12e-06
Columbia	1.078	1.078	2.058e-05	2.058e-05
Sherman	0.0	0.0	0.0	0.0
Crook	0.829	0.829	3.471e-05	3.471e-05
Union	0.0	0.0	0.0	0.0
Tillamook	0.055	0.055	2.06e-06	2.06e-06
Deschutes	1.797	1.797	9.36e-06	9.36e-06
Wallowa	0.898	0.898	0.00012686	0.00012686
Umatilla	0.479	0.479	6.18e-06	6.18e-06
Wasco	0.0	0.0	0.0	0.0
Polk	1.317	1.317	1.546e-05	1.546e-05
Grant	0.898	0.898	0.00012518	0.00012518
Jackson	2.096	2.096	9.55e-06	9.55e-06
