Name	Confirmed	Deaths	Recovered	Active
Sherman	0	0	0	0
Jackson	19	0	0	0
Grant	1	0	0	0
Union	1	0	0	0
Wheeler	0	0	0	0
Umatilla	4	0	0	0
Lincoln	1	0	0	0
Douglas	4	0	0	0
Klamath	4	0	0	0
Wasco	3	0	0	0
Jefferson	0	0	0	0
Hood River	2	0	0	0
Coos	0	0	0	0
Multnomah	91	2	0	0
Columbia	1	0	0	0
Tillamook	2	0	0	0
Clackamas	39	2	0	0
Linn	36	1	0	0
Lane	10	1	0	0
Wallowa	0	0	0	0
Baker	0	0	0	0
Clatsop	3	0	0	0
Benton	8	0	0	0
Lake	0	0	0	0
Morrow	1	0	0	0
Malheur	0	0	0	0
Deschutes	23	0	0	0
Curry	0	0	0	0
Gilliam	0	0	0	0
Harney	0	0	0	0
Josephine	6	0	0	0
Washington	154	3	0	0
Crook	0	0	0	0
Yamhill	13	1	0	0
Marion	109	3	0	0
Polk	13	0	0	0
