Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Josephine	0.641	1.3	7.34e-06	1.487e-05
Linn	1.224	2.482	9.61e-06	1.949e-05
Lane	1.574	3.191	4.15e-06	8.4e-06
Hood River	0.0	0.0	0.0	0.0
Curry	0.0	0.0	0.0	0.0
Yamhill	0.048	0.115	4.5e-07	1.08e-06
Lincoln	0.0	0.0	0.0	0.0
Multnomah	16.262	32.969	2.003e-05	4.061e-05
Washington	11.016	22.334	1.843e-05	3.737e-05
Clatsop	0.17	0.345	4.28e-06	8.67e-06
Clackamas	5.304	10.753	1.275e-05	2.585e-05
Klamath	0.751	1.556	1.11e-05	2.3e-05
Morrow	0.315	0.639	2.771e-05	5.615e-05
Douglas	0.408	0.827	3.7e-06	7.5e-06
Marion	7.635	15.48	2.201e-05	4.463e-05
Malheur	1.749	3.545	5.691e-05	0.00011538
Benton	0.065	0.168	7e-07	1.82e-06
Columbia	1.051	2.128	2.006e-05	4.064e-05
Sherman	0.0	0.0	0.0	0.0
Crook	0.808	1.637	3.387e-05	6.858e-05
Union	0.0	0.0	0.0	0.0
Tillamook	0.054	0.109	2.01e-06	4.07e-06
Deschutes	1.749	3.545	9.11e-06	1.846e-05
Wallowa	0.874	1.773	0.00012347	0.00025032
Umatilla	0.466	0.945	6.02e-06	1.22e-05
Wasco	0.0	0.0	0.0	0.0
Polk	1.282	2.6	1.504e-05	3.05e-05
Grant	0.874	1.773	0.00012183	0.00024701
Jackson	2.04	4.136	9.29e-06	1.884e-05
