Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Summers	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jackson	1	0	0	0	3.484e-5	0	5	2	1.25	1.742e-4	6.968e-5	4.355e-5	0	0
Braxton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grant	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pendleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wyoming	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calhoun	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hampshire	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mason	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roane	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wirt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jefferson	3	0	0	0	5.281e-5	0	15	6	3.75	2.6405e-4	1.0562e-4	6.60125e-5	0	0
Webster	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morgan	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McDowell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mineral	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicholas	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greenbrier	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilmer	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wood	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fayette	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tucker	2	0	0	0	2.8756e-4	0	10	4	2.5	0.0014378	5.7512e-4	3.5945e-4	0	0
Wetzel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barbour	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berkeley	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brooke	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ritchie	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putnam	1	0	0	0	1.764e-5	0	5	2	1.25	8.82e-5	3.528e-5	2.205e-5	0	0
Pocahontas	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Randolph	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wayne	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doddridge	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hancock	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pleasants	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raleigh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Boone	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clay	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ohio	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monongalia	2	0	0	0	1.879e-5	0	10	4	2.5	9.395e-5	3.758e-5	2.34875e-5	0	0
Upshur	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taylor	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lewis	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marshall	2	0	0	0	6.497e-5	0	10	4	2.5	3.2485e-4	1.2994e-4	8.12125e-5	0	0
Mingo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hardy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Logan	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyler	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marion	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harrison	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kanawha	3	0	0	0	1.662e-5	0	15	6	3.75	8.31e-5	3.324e-5	2.0775e-5	0	0
Mercer	2	0	0	0	3.382e-5	0	10	4	2.5	1.691e-4	6.764e-5	4.2275e-5	0	0
Preston	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Monroe	0	0	0	0	0	0	0	0	0	0	0	0	0	0
