Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Summers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jackson	5	0	0	0	1.7418e-4	0	25	10	6.25	8.709e-4	3.4836e-4	2.17725e-4	1	0	0	0
Braxton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pendleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wyoming	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calhoun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hampshire	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mason	1	0	0	0	3.743e-5	0	5	2	1.25	1.8715e-4	7.486e-5	4.67875e-5	1	0	0	0
Roane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wirt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jefferson	4	0	0	0	7.041e-5	0	20	8	5	3.5205e-4	1.4082e-4	8.80125e-5	1	0	0	0
Webster	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morgan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McDowell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mineral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicholas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Greenbrier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilmer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wood	2	0	0	0	2.375e-5	0	10	4	2.5	1.1875e-4	4.75e-5	2.96875e-5	1	0	0	0
Fayette	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tucker	2	0	0	0	2.8756e-4	0	10	4	2.5	0.0014378	5.7512e-4	3.5945e-4	0	0	0	0
Wetzel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barbour	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Berkeley	4	0	0	0	3.415e-5	0	20	8	5	1.7075e-4	6.83e-5	4.26875e-5	2	0	0	0
Brooke	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ritchie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Putnam	2	0	0	0	3.528e-5	0	10	4	2.5	1.764e-4	7.056e-5	4.41e-5	0	0	0	0
Pocahontas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Randolph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wayne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doddridge	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hancock	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Pleasants	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raleigh	2	0	0	0	2.693e-5	0	10	4	2.5	1.3465e-4	5.386e-5	3.36625e-5	1	0	0	0
Boone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ohio	1	0	0	0	2.395e-5	0	5	2	1.25	1.1975e-4	4.79e-5	2.99375e-5	-1	0	0	0
Monongalia	24	0	0	0	2.2552e-4	0	120	48	30	0.0011276	4.5104e-4	2.819e-4	6	0	0	0
Upshur	1	0	0	0	4.096e-5	0	5	2	1.25	2.048e-4	8.192e-5	5.12e-5	1	0	0	0
Taylor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lewis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marshall	3	0	0	0	9.745e-5	0	15	6	3.75	4.8725e-4	1.949e-4	1.218125e-4	1	0	0	0
Mingo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cabell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hardy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Logan	1	0	0	0	3.067e-5	0	5	2	1.25	1.5335e-4	6.134e-5	3.83375e-5	0	0	0	0
Tyler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marion	2	0	0	0	3.565e-5	0	10	4	2.5	1.7825e-4	7.13e-5	4.45625e-5	1	0	0	0
Harrison	4	0	0	0	5.921e-5	0	20	8	5	2.9605e-4	1.1842e-4	7.40125e-5	1	0	0	0
Kanawha	15	0	0	0	8.312e-5	0	75	30	18.75	4.156e-4	1.6624e-4	1.039e-4	10	0	0	0
Mercer	2	0	0	0	3.382e-5	0	10	4	2.5	1.691e-4	6.764e-5	4.2275e-5	0	0	0	0
Preston	1	0	0	0	2.955e-5	0	5	2	1.25	1.4775e-4	5.91e-5	3.69375e-5	-1	0	0	0
Monroe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
