Barbour,16535
Berkeley,117123
Boone,21951
Braxton,14089
Brooke,22203
Cabell,93224
Calhoun,7254
Clay,8632
Doddridge,8406
Fayette,43018
Gilmer,8026
Grant,11626
Greenbrier,34786
Hampshire,23347
Hancock,29094
Hardy,13775
Harrison,67554
Jackson,28706
Jefferson,56811
Kanawha,180454
Lewis,16024
Lincoln,20599
Logan,32607
McDowell,18223
Marion,56097
Marshall,30785
Mason,26718
Mercer,59131
Mineral,26940
Mingo,23785
Monongalia,106420
Monroe,13280
Morgan,17787
Nicholas,24842
Ohio,41755
Pendleton,6997
Pleasants,7507
Pocahontas,8414
Preston,33839
Putnam,56682
Raleigh,74254
Randolph,28823
Ritchie,9721
Roane,13932
Summers,12760
Taylor,16862
Tucker,6955
Tyler,8746
Upshur,24415
Wayne,39944
Webster,8285
Wetzel,15270
Wirt,5830
Wood,84203
Wyoming,20786
