Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Hardy	1.797	1.797	0.00013042	0.00013042
Monongalia	3.833	3.833	3.601e-05	3.601e-05
Logan	0.552	0.552	1.694e-05	1.694e-05
Cabell	0.0	0.0	0.0	0.0
Tyler	0.0	0.0	0.0	0.0
Wood	1.474	1.474	1.751e-05	1.751e-05
Berkeley	4.309	4.309	3.679e-05	3.679e-05
Pendleton	0.0	0.0	0.0	0.0
Lewis	0.0	0.0	0.0	0.0
Wetzel	2.695	2.695	0.00017648	0.00017648
Greenbrier	0.0	0.0	0.0	0.0
Roane	1.797	1.797	0.00012895	0.00012895
Fayette	0.0	0.0	0.0	0.0
Jefferson	2.695	2.695	4.743e-05	4.743e-05
Ohio	1.215	1.215	2.91e-05	2.91e-05
Barbour	0.0	0.0	0.0	0.0
McDowell	0.0	0.0	0.0	0.0
Braxton	0.0	0.0	0.0	0.0
Raleigh	0.11	0.11	1.49e-06	1.49e-06
Marion	13.999	13.999	0.00024956	0.00024956
Mercer	0.299	0.299	5.06e-06	5.06e-06
Hampshire	0.0	0.0	0.0	0.0
Tucker	0.0	0.0	0.0	0.0
Boone	0.0	0.0	0.0	0.0
Upshur	0.0	0.0	0.0	0.0
Kanawha	3.833	3.833	2.124e-05	2.124e-05
Mineral	0.0	0.0	0.0	0.0
Marshall	0.18	0.18	5.84e-06	5.84e-06
Preston	0.34	0.34	1.005e-05	1.005e-05
Randolph	2.695	2.695	9.349e-05	9.349e-05
Pleasants	0.922	0.922	0.00012286	0.00012286
Mason	1.304	1.304	4.882e-05	4.882e-05
Wyoming	0.0	0.0	0.0	0.0
Putnam	0.599	0.599	1.057e-05	1.057e-05
Wirt	0.898	0.898	0.00015408	0.00015408
Hancock	0.269	0.269	9.26e-06	9.26e-06
Nicholas	0.0	0.0	0.0	0.0
Morgan	3.593	3.593	0.00020201	0.00020201
Brooke	0.0	0.0	0.0	0.0
Harrison	1.484	1.484	2.198e-05	2.198e-05
Taylor	0.0	0.0	0.0	0.0
Jackson	1.078	1.078	3.755e-05	3.755e-05
