Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Hardy	0.547	32.105	3.968e-05	0.00233064
Monongalia	1.166	68.49	1.096e-05	0.00064358
Logan	0.147	9.429	4.52e-06	0.00028918
Cabell	0.0	0.0	0.0	0.0
Tyler	0.0	0.0	0.0	0.0
Wood	0.413	25.608	4.9e-06	0.00030412
Berkeley	1.207	74.853	1.03e-05	0.0006391
Pendleton	0.0	0.0	0.0	0.0
Lewis	0.0	0.0	0.0	0.0
Wetzel	0.82	48.157	5.369e-05	0.00315369
Greenbrier	0.0	0.0	0.0	0.0
Roane	0.547	32.105	3.923e-05	0.00230438
Fayette	0.0	0.0	0.0	0.0
Jefferson	0.82	48.157	1.443e-05	0.00084767
Ohio	0.324	20.745	7.76e-06	0.00049682
Barbour	0.0	0.0	0.0	0.0
McDowell	0.0	0.0	0.0	0.0
Braxton	0.0	0.0	0.0	0.0
Raleigh	0.029	1.886	4e-07	2.54e-05
Marion	28.348	839.605	0.00050534	0.01496702
Mercer	0.091	5.351	1.54e-06	9.049e-05
Hampshire	0.0	0.0	0.0	0.0
Tucker	0.0	0.0	0.0	0.0
Boone	0.0	0.0	0.0	0.0
Upshur	0.0	0.0	0.0	0.0
Kanawha	1.166	68.49	6.46e-06	0.00037954
Mineral	0.0	0.0	0.0	0.0
Marshall	0.055	3.21	1.78e-06	0.00010429
Preston	0.095	5.909	2.82e-06	0.00017463
Randolph	0.82	48.157	2.844e-05	0.00167078
Pleasants	0.291	16.701	3.874e-05	0.00222477
Mason	0.704	31.985	2.634e-05	0.00119713
Wyoming	0.0	0.0	0.0	0.0
Putnam	0.182	10.702	3.21e-06	0.0001888
Wirt	0.273	16.052	4.688e-05	0.0027534
Hancock	0.068	4.507	2.35e-06	0.00015491
Nicholas	0.0	0.0	0.0	0.0
Morgan	1.093	64.209	6.146e-05	0.00360989
Brooke	0.0	0.0	0.0	0.0
Harrison	0.293	21.63	4.33e-06	0.00032019
Taylor	0.0	0.0	0.0	0.0
Jackson	0.328	19.263	1.142e-05	0.00067104
