Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-16	0.003	0.0	0.003	0.0	0.0	0.0	0.0	0.0
2020-03-17	0.003	0.0	0.006	1e-08	0.0	0.0	0.0	0.0
2020-03-18	0.003	0.0	0.009	1e-08	0.0	0.0	0.0	0.0
2020-03-19	0.006	1e-08	0.015	1e-08	0.0	0.0	0.0	0.0
2020-03-20	0.015	1e-08	0.029	3e-08	0.0	0.0	0.0	0.0
2020-03-21	0.023	2e-08	0.052	5e-08	0.0	0.0	0.0	0.0
2020-03-22	0.032	3e-08	0.084	7e-08	0.0	0.0	0.001	0.0
2020-03-23	0.044	4e-08	0.128	1.1e-07	0.0	0.0	0.001	0.0
2020-03-24	0.07	6e-08	0.198	1.7e-07	0.0	0.0	0.001	0.0
2020-03-25	0.105	9e-08	0.303	2.7e-07	0.001	0.0	0.002	0.0
2020-03-26	0.146	1.3e-07	0.449	3.9e-07	0.001	0.0	0.003	0.0
2020-03-27	0.178	1.6e-07	0.626	5.5e-07	0.001	0.0	0.004	0.0
2020-03-28	0.201	1.8e-07	0.827	7.3e-07	0.001	0.0	0.005	0.0
2020-03-29	0.216	1.9e-07	1.043	9.2e-07	0.001	0.0	0.006	1e-08
2020-03-30	0.227	2e-07	1.27	1.12e-06	0.001	0.0	0.008	1e-08
2020-03-31	0.23	2e-07	1.501	1.32e-06	0.001	0.0	0.009	1e-08
2020-04-01	0.233	2.1e-07	1.734	1.53e-06	0.001	0.0	0.01	1e-08
2020-04-02	0.236	2.1e-07	1.97	1.73e-06	0.001	0.0	0.012	1e-08
2020-04-03	0.233	2.1e-07	2.203	1.94e-06	0.001	0.0	0.013	1e-08
2020-04-04	0.23	2e-07	2.433	2.14e-06	0.001	0.0	0.015	1e-08
2020-04-05	0.227	2e-07	2.66	2.34e-06	0.001	0.0	0.016	1e-08
2020-04-06	0.213	1.9e-07	2.873	2.53e-06	0.001	0.0	0.017	2e-08
2020-04-07	0.207	1.8e-07	3.08	2.71e-06	0.001	0.0	0.018	2e-08
2020-04-08	0.195	1.7e-07	3.275	2.88e-06	0.001	0.0	0.02	2e-08
2020-04-09	0.169	1.5e-07	3.444	3.03e-06	0.001	0.0	0.021	2e-08
2020-04-10	0.146	1.3e-07	3.59	3.16e-06	0.001	0.0	0.022	2e-08
2020-04-11	0.125	1.1e-07	3.715	3.27e-06	0.001	0.0	0.022	2e-08
2020-04-12	0.108	9e-08	3.823	3.36e-06	0.001	0.0	0.023	2e-08
2020-04-13	0.09	8e-08	3.913	3.44e-06	0.001	0.0	0.023	2e-08
2020-04-14	0.073	6e-08	3.986	3.51e-06	0.0	0.0	0.024	2e-08
2020-04-15	0.058	5e-08	4.044	3.56e-06	0.0	0.0	0.024	2e-08
2020-04-16	0.05	4e-08	4.094	3.6e-06	0.0	0.0	0.025	2e-08
2020-04-17	0.044	4e-08	4.137	3.64e-06	0.0	0.0	0.025	2e-08
2020-04-18	0.038	3e-08	4.175	3.67e-06	0.0	0.0	0.025	2e-08
2020-04-19	0.032	3e-08	4.207	3.7e-06	0.0	0.0	0.025	2e-08
2020-04-20	0.026	2e-08	4.234	3.73e-06	0.0	0.0	0.025	2e-08
2020-04-21	0.02	2e-08	4.254	3.74e-06	0.0	0.0	0.026	2e-08
2020-04-22	0.015	1e-08	4.269	3.76e-06	0.0	0.0	0.026	2e-08
2020-04-23	0.012	1e-08	4.28	3.77e-06	0.0	0.0	0.026	2e-08
2020-04-24	0.009	1e-08	4.289	3.77e-06	0.0	0.0	0.026	2e-08
2020-04-25	0.006	1e-08	4.295	3.78e-06	0.0	0.0	0.026	2e-08
2020-04-26	0.003	0.0	4.298	3.78e-06	0.0	0.0	0.026	2e-08
2020-04-27	4.298	3.78e-06	8.595	7.57e-06	0.026	2e-08	0.052	5e-08
