Accomack,32412
Albemarle,108718
Alleghany,14910
Amelia,13013
Amherst,31666
Appomattox,15841
Arlington,237521
Augusta,75457
Bath,4292
Bedford,78747
Bland,6293
Botetourt,33277
Brunswick,16384
Buchanan,21221
Buckingham,16999
Campbell,54973
Caroline,30772
Carroll,29636
Charles City,6941
Charlotte,11938
Chesterfield,348556
Clarke,14523
Craig,5064
Culpeper,51859
Cumberland,9809
Dickenson,14523
Dinwiddie,28529
Essex,10919
Fairfax,1150795
Fauquier,70675
Floyd,15795
Fluvanna,26783
Franklin City,56195
Frederick,88355
Giles,16844
Gloucester,37349
Goochland,23244
Grayson,15631
Greene,19779
Greensville,11627
Halifax,34120
Hanover,107239
Henrico,329261
Henry,50953
Highland,2210
Isle of Wight,36953
James City,76397
King and Queen,7042
King George,26575
King William,16939
Lancaster,10783
Lee,23541
Loudoun,406850
Louisa,36778
Lunenburg,12086
Madison,13295
Mathews,8802
Mecklenburg,30650
Middlesex,10769
Montgomery,98985
Nelson,14836
New Kent,22391
Northampton,11735
Northumberland,12147
Nottoway,15420
Orange,36644
Page,23933
Patrick,17673
Pittsylvania,60949
Powhatan,29189
Prince Edward,22950
Prince George,38082
Prince William,468011
Pulaski,34066
Rappahannock,7252
Richmond,9038
Roanoke,94073
Rockbridge,22752
Rockingham,81244
Russell,26748
Scott,21534
Shenandoah,43497
Smyth,30472
Southampton,17586
Spotsylvania,134238
Stafford,149960
Surry,6474
Sussex,11237
Tazewell,40855
Warren,40003
Washington,54402
Westmoreland,17830
Wise,38012
Wythe,28754
York,67846
Alexandria,160530
Bristol,16482
Buena Vista,6237
Charlottesville,48117
Chesapeake,242634
Colonial Heights,17833
Covington,5460
Danville,40693
Emporia,5121
Fairfax,24574
Falls Church,14772
Franklin,8013
Fredericksburg,29144
Galax,6423
Hampton,134313
Harrisonburg,54033
Hopewell,22596
Lexington,7136
Lynchburg,82126
Manassas,41641
Manassas Park,17307
Martinsville,12902
Newport News,178626
Norfolk,244076
Norton,3968
Petersburg,31567
Poquoson,12190
Portsmouth,94632
Radford,18339
Richmond,228783
Roanoke,99920
Salem,25643
Staunton,24922
Suffolk,91185
Virginia Beach,450189
Waynesboro,22628
Williamsburg,14896
Winchester,28108
