Name	Confirmed	Deaths	Recovered	Active
San Juan	22	0	0	0
Colfax	0	0	0	0
Otero	0	0	0	0
Bernalillo	101	1	0	0
Grant	0	0	0	0
Union	0	0	0	0
Rio Arriba	2	0	0	0
Guadalupe	0	0	0	0
Eddy	4	1	0	0
Sierra	0	0	0	0
Valencia	2	0	0	0
Mora	0	0	0	0
Torrance	0	0	0	0
Taos	9	0	0	0
Lea	2	0	0	0
Cibola	2	0	0	0
Quay	0	0	0	0
Harding	0	0	0	0
Chaves	8	0	0	0
Catron	0	0	0	0
Sandoval	18	0	0	0
San Miguel	1	0	0	0
Socorro	2	0	0	0
Dona Ana	17	0	0	0
Lincoln	0	0	0	0
Roosevelt	1	0	0	0
Los Alamos	0	0	0	0
Curry	3	0	0	0
Santa Fe	34	0	0	0
Debaca	0	0	0	0
Luna	0	0	0	0
Doña Ana	0	0	0	0
McKinley	9	0	0	0
Hidalgo	0	0	0	0
