Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Torrance	0.0	0.0	0.0	0.0
Los Alamos	0.0	0.0	0.0	0.0
Sandoval	18.667	18.667	0.00012858	0.00012858
Valencia	0.0	0.0	0.0	0.0
Santa Fe	3.333	3.333	2.221e-05	2.221e-05
Curry	0.0	0.0	0.0	0.0
Lincoln	0.0	0.0	0.0	0.0
Dona Ana	1.333	1.333	6.13e-06	6.13e-06
Catron	0.0	0.0	0.0	0.0
Rio Arriba	0.508	0.508	1.302e-05	1.302e-05
Cibola	4.939	4.939	0.00018466	0.00018466
Socorro	1.333	1.333	7.965e-05	7.965e-05
Chaves	0.0	0.0	0.0	0.0
San Juan	12.0	12.0	9.597e-05	9.597e-05
Eddy	0.0	0.0	0.0	0.0
Taos	0.0	0.0	0.0	0.0
Roosevelt	0.0	0.0	0.0	0.0
Unassigned	-0.667	-0.667	N/A	N/A
Bernalillo	25.333	25.333	3.733e-05	3.733e-05
Lea	0.0	0.0	0.0	0.0
Otero	0.552	0.552	8.27e-06	8.27e-06
McKinley	7.0	7.0	9.683e-05	9.683e-05
Grant	0.0	0.0	0.0	0.0
