Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Turkey	1529	37	0	1492	1.857e-5	4.5e-7	12333.3333333	5692.30769231	3700	1.5e-4	6.92307692308e-5	4.5e-5	293	7	NA	NA
Italy	63927	6077	7432	50418	0.00105785	1.0056e-4	2025666.66667	934923.076923	607700	0.03352	0.0154707692308	0.010056	4789	601	275468	0.004567
Czech Republic	1236	1	7	1228	1.1632e-4	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	116	0	19624	0.001843
Monaco	23	0	1	22	5.9459e-4	0	115	46	28.75	0.00297295	0.00118918	7.432375e-4	0	0	NA	NA
Lithuania	179	1	1	177	6.417e-5	3.6e-7	333.333333333	153.846153846	100	1.2e-4	5.53846153846e-5	3.6e-5	50	0	2734	9.78e-4
Luxembourg	875	8	6	861	0.00143979	1.316e-5	2666.66666667	1230.76923077	800	0.00438666666667	0.00202461538462	0.001316	77	0	NA	NA
France	20123	862	2207	17054	3.004e-4	1.287e-5	287333.333333	132615.384615	86200	0.00429	0.00198	0.001287	3909	186	NA	NA
Andorra	133	1	1	131	0.00172714	1.299e-5	333.333333333	153.846153846	100	0.00433	0.00199846153846	0.001299	20	0	NA	NA
Switzerland	8795	120	131	8544	0.0010327	1.409e-5	40000	18461.5384615	12000	0.00469666666667	0.00216769230769	0.001409	1321	22	NA	NA
Georgia	61	0	8	53	1.635e-5	0	305	122	76.25	8.175e-5	3.27e-5	2.04375e-5	7	0	NA	NA
Slovakia	186	0	7	179	3.415e-5	0	930	372	232.5	1.7075e-4	6.83e-5	4.26875e-5	1	0	3940	7.23e-4
Ireland	1125	6	5	1114	2.3179e-4	1.24e-6	2000	923.076923077	600	4.13333333333e-4	1.90769230769e-4	1.24e-4	219	2	NA	NA
Norway	2621	10	6	2605	4.9319e-4	1.88e-6	3333.33333333	1538.46153846	1000	6.26666666667e-4	2.89230769231e-4	1.88e-4	358	3	70608	0.013155
