Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Voru	-0.003	-0.003	N/A	N/A
Rapla	-0.094	-0.094	N/A	N/A
Jogeva	0.0	0.0	N/A	N/A
Saare	-0.933	-0.933	N/A	N/A
Laane-Viru	0.0	0.0	N/A	N/A
other	0.0	0.0	N/A	N/A
Ida-Viru	-0.13	-0.13	N/A	N/A
Parnu	-0.027	-0.027	N/A	N/A
Hiiu	0.0	0.0	N/A	N/A
Viljandi	0.0	0.0	N/A	N/A
Tartu	0.0	0.0	N/A	N/A
Jarva	-0.024	-0.024	N/A	N/A
Polva	0.0	0.0	N/A	N/A
Laane	0.0	0.0	N/A	N/A
Harju	-0.209	-0.209	N/A	N/A
Valga	-0.047	-0.047	N/A	N/A
