Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-31	0.304	2.7e-07	0.304	2.7e-07	0.002	0.0	0.002	0.0
2020-02-01	0.607	5.3e-07	0.911	8e-07	0.004	0.0	0.005	0.0
2020-02-02	1.215	1.07e-06	2.125	1.87e-06	0.007	1e-08	0.013	1e-08
2020-02-03	2.429	2.14e-06	4.555	4.01e-06	0.015	1e-08	0.027	2e-08
2020-02-04	4.221	3.71e-06	8.775	7.72e-06	0.025	2e-08	0.053	5e-08
2020-02-05	8.441	7.43e-06	17.216	1.515e-05	0.051	4e-08	0.103	9e-08
2020-02-06	12.662	1.114e-05	29.878	2.63e-05	0.076	7e-08	0.179	1.6e-07
2020-02-07	25.323	2.229e-05	55.201	4.858e-05	0.152	1.3e-07	0.331	2.9e-07
2020-02-08	42.206	3.715e-05	97.407	8.573e-05	0.253	2.2e-07	0.584	5.1e-07
2020-02-09	63.308	5.572e-05	160.715	0.00014145	0.38	3.3e-07	0.964	8.5e-07
2020-02-10	84.411	7.429e-05	245.127	0.00021574	0.506	4.5e-07	1.471	1.29e-06
2020-02-11	105.514	9.287e-05	350.641	0.00030861	0.633	5.6e-07	2.104	1.85e-06
2020-02-12	126.617	0.00011144	477.258	0.00042005	0.76	6.7e-07	2.864	2.52e-06
2020-02-13	147.72	0.00013001	624.977	0.00055006	0.886	7.8e-07	3.75	3.3e-06
2020-02-14	177.264	0.00015602	802.241	0.00070608	1.064	9.4e-07	4.813	4.24e-06
2020-02-15	211.028	0.00018573	1013.269	0.00089181	1.266	1.11e-06	6.08	5.35e-06
2020-02-16	253.234	0.00022288	1266.503	0.00111469	1.519	1.34e-06	7.599	6.69e-06
2020-02-17	303.881	0.00026746	1570.384	0.00138215	1.823	1.6e-06	9.422	8.29e-06
2020-02-18	392.512	0.00034546	1962.896	0.00172761	2.355	2.07e-06	11.777	1.037e-05
2020-02-19	552.894	0.00048662	2515.79	0.00221423	3.317	2.92e-06	15.095	1.329e-05
2020-02-20	797.686	0.00070207	3313.476	0.0029163	4.786	4.21e-06	19.881	1.75e-05
2020-02-21	983.954	0.00086601	4297.43	0.00378231	5.904	5.2e-06	25.785	2.269e-05
2020-02-22	1231.842	0.00108419	5529.272	0.0048665	7.391	6.51e-06	33.176	2.92e-05
2020-02-23	1499.988	0.00132019	7029.26	0.00618669	9.0	7.92e-06	42.176	3.712e-05
2020-02-24	1822.721	0.00160424	8851.981	0.00779093	10.936	9.63e-06	53.112	4.675e-05
2020-02-25	2193.849	0.00193088	11045.829	0.00972181	13.163	1.159e-05	66.275	5.833e-05
2020-02-26	2685.122	0.00236327	13730.952	0.01208507	16.111	1.418e-05	82.386	7.251e-05
2020-02-27	3316.237	0.00291873	17047.189	0.01500381	19.897	1.751e-05	102.283	9.002e-05
2020-02-28	4079.315	0.00359034	21126.504	0.01859415	24.476	2.154e-05	126.759	0.00011156
2020-02-29	4911.892	0.00432312	26038.396	0.02291727	29.471	2.594e-05	156.23	0.0001375
2020-03-01	5889.093	0.00518319	31927.488	0.02810046	35.335	3.11e-05	191.565	0.0001686
2020-03-02	6916.94	0.00608783	38844.429	0.03418829	41.502	3.653e-05	233.067	0.00020513
2020-03-03	8042.143	0.00707816	46886.572	0.04126645	48.253	4.247e-05	281.319	0.0002476
2020-03-04	9298.182	0.00818364	56184.754	0.0494501	55.789	4.91e-05	337.109	0.0002967
2020-03-05	10727.265	0.00944143	66912.019	0.05889152	64.364	5.665e-05	401.472	0.00035335
2020-03-06	12110.203	0.0106586	79022.222	0.06955012	72.661	6.395e-05	474.133	0.0004173
2020-03-07	13265.512	0.01167542	92287.734	0.08122555	79.593	7.005e-05	553.726	0.00048735
2020-03-08	14319.808	0.01260335	106607.542	0.09382889	85.919	7.562e-05	639.645	0.00056297
2020-03-09	15547.148	0.01368357	122154.69	0.10751246	93.283	8.21e-05	732.928	0.00064507
2020-03-10	17138.863	0.01508449	139293.554	0.12259695	102.833	9.051e-05	835.761	0.00073558
2020-03-11	19045.433	0.01676253	158338.986	0.13935948	114.273	0.00010058	950.034	0.00083616
2020-03-12	21010.245	0.01849183	179349.232	0.1578513	126.061	0.00011095	1076.095	0.00094711
2020-03-13	21946.929	0.01931623	201296.161	0.17716754	131.682	0.0001159	1207.777	0.00106301
2020-03-14	22791.042	0.02005916	224087.202	0.1972267	136.746	0.00012035	1344.523	0.00118336
2020-03-15	23213.098	0.02043063	247300.3	0.21765733	139.279	0.00012258	1483.802	0.00130594
2020-03-16	23635.154	0.0208021	270935.455	0.23845943	141.811	0.00012481	1625.613	0.00143076
2020-03-17	23635.154	0.0208021	294570.609	0.25926152	141.811	0.00012481	1767.424	0.00155557
2020-03-18	23424.126	0.02061636	317994.735	0.27987789	140.545	0.0001237	1907.968	0.00167927
2020-03-19	23213.098	0.02043063	341207.833	0.30030852	139.279	0.00012258	2047.247	0.00180185
2020-03-20	23002.07	0.0202449	364209.903	0.32055341	138.012	0.00012147	2185.259	0.00192332
2020-03-21	22580.014	0.01987343	386789.917	0.34042684	135.48	0.00011924	2320.74	0.00204256
2020-03-22	22157.957	0.01950197	408947.874	0.35992881	132.948	0.00011701	2453.687	0.00215957
2020-03-23	21735.901	0.0191305	430683.775	0.37905931	130.415	0.00011478	2584.103	0.00227436
2020-03-24	21102.816	0.0185733	451786.592	0.39763261	126.617	0.00011144	2710.72	0.0023858
2020-03-25	20469.732	0.0180161	472256.323	0.41564871	122.818	0.0001081	2833.538	0.00249389
2020-03-26	19836.647	0.0174589	492092.971	0.43310761	119.02	0.00010475	2952.558	0.00259865
2020-03-27	19414.591	0.01708744	511507.562	0.45019505	116.488	0.00010252	3069.045	0.00270117
2020-03-28	18992.535	0.01671597	530500.097	0.46691102	113.955	0.0001003	3183.001	0.00280147
2020-03-29	18570.478	0.0163445	549070.575	0.48325552	111.423	9.807e-05	3294.423	0.00289953
2020-03-30	18148.422	0.01597304	567218.997	0.49922856	108.891	9.584e-05	3403.314	0.00299537
2020-03-31	17515.338	0.01541584	584734.335	0.5146444	105.092	9.25e-05	3508.406	0.00308787
2020-04-01	16882.253	0.01485864	601616.588	0.52950304	101.294	8.915e-05	3609.7	0.00317702
2020-04-02	16249.169	0.01430144	617865.757	0.54380448	97.495	8.581e-05	3707.195	0.00326283
2020-04-03	15616.084	0.01374424	633481.841	0.55754872	93.697	8.247e-05	3800.891	0.00334529
2020-04-04	14983.0	0.01318704	648464.841	0.57073577	89.898	7.912e-05	3890.789	0.00342441
2020-04-05	14349.915	0.01262984	662814.756	0.58336561	86.099	7.578e-05	3976.889	0.00350019
2020-04-06	13716.831	0.01207265	676531.586	0.59543825	82.301	7.244e-05	4059.19	0.00357263
2020-04-07	13083.746	0.01151545	689615.333	0.6069537	78.502	6.909e-05	4137.692	0.00364172
2020-04-08	12535.073	0.01103254	702150.405	0.61798624	75.21	6.62e-05	4212.902	0.00370792
2020-04-09	11986.4	0.01054963	714136.805	0.62853588	71.918	6.33e-05	4284.821	0.00377122
2020-04-10	11395.521	0.01002958	725532.326	0.63856546	68.373	6.018e-05	4353.194	0.00383139
2020-04-11	10804.642	0.00950953	736336.968	0.64807499	64.828	5.706e-05	4418.022	0.00388845
2020-04-12	10298.174	0.00906377	746635.143	0.65713876	61.789	5.438e-05	4479.811	0.00394283
2020-04-13	9791.707	0.00861801	756426.849	0.66575677	58.75	5.171e-05	4538.561	0.00399454
2020-04-14	9707.296	0.00854372	766134.145	0.67430049	58.244	5.126e-05	4596.805	0.0040458
2020-04-15	9200.828	0.00809796	775334.973	0.68239845	55.205	4.859e-05	4652.01	0.00409439
2020-04-16	8736.566	0.00768935	784071.539	0.69008779	52.419	4.614e-05	4704.429	0.00414053
2020-04-17	8314.51	0.00731788	792386.048	0.69740567	49.887	4.391e-05	4754.316	0.00418443
2020-04-18	7892.453	0.00694641	800278.502	0.70435209	47.355	4.168e-05	4801.671	0.00422611
2020-04-19	7470.397	0.00657495	807748.899	0.71092704	44.822	3.945e-05	4846.493	0.00426556
2020-04-20	7048.341	0.00620348	814797.24	0.71713052	42.29	3.722e-05	4888.783	0.00430278
2020-04-21	6626.284	0.00583202	821423.524	0.72296253	39.758	3.499e-05	4928.541	0.00433778
2020-04-22	6204.228	0.00546055	827627.752	0.72842308	37.225	3.276e-05	4965.767	0.00437054
2020-04-23	5782.172	0.00508908	833409.924	0.73351217	34.693	3.053e-05	5000.46	0.00440107
2020-04-24	5360.115	0.00471762	838770.039	0.73822979	32.161	2.831e-05	5032.62	0.00442938
2020-04-25	4938.059	0.00434615	843708.098	0.74257594	29.628	2.608e-05	5062.249	0.00445546
2020-04-26	4642.62	0.00408613	848350.718	0.74666206	27.856	2.452e-05	5090.104	0.00447997
2020-04-27	4431.591	0.00390039	852782.309	0.75056246	26.59	2.34e-05	5116.694	0.00450337
2020-04-28	4220.563	0.00371466	857002.872	0.75427712	25.323	2.229e-05	5142.017	0.00452566
2020-04-29	4009.535	0.00352893	861012.407	0.75780604	24.057	2.117e-05	5166.074	0.00454684
2020-04-30	3798.507	0.00334319	864810.914	0.76114924	22.791	2.006e-05	5188.865	0.0045669
2020-05-01	3587.479	0.00315746	868398.393	0.7643067	21.525	1.894e-05	5210.39	0.00458584
2020-05-02	3376.451	0.00297173	871774.844	0.76727843	20.259	1.783e-05	5230.649	0.00460367
2020-05-03	3165.422	0.002786	874940.266	0.77006442	18.993	1.672e-05	5249.642	0.00462039
2020-05-04	2954.394	0.00260026	877894.661	0.77266468	17.726	1.56e-05	5267.368	0.00463599
2020-05-05	2743.366	0.00241453	880638.027	0.77507921	16.46	1.449e-05	5283.828	0.00465048
2020-05-06	2532.338	0.0022288	883170.365	0.77730801	15.194	1.337e-05	5299.022	0.00466385
2020-05-07	2405.721	0.00211736	885576.086	0.77942537	14.434	1.27e-05	5313.457	0.00467655
2020-05-08	2279.104	0.00200592	887855.19	0.78143128	13.675	1.204e-05	5327.131	0.00468859
2020-05-09	2152.487	0.00189448	890007.677	0.78332576	12.915	1.137e-05	5340.046	0.00469995
2020-05-10	2025.87	0.00178304	892033.548	0.7851088	12.155	1.07e-05	5352.201	0.00471065
2020-05-11	1899.253	0.0016716	893932.801	0.78678039	11.396	1.003e-05	5363.597	0.00472068
2020-05-12	1772.637	0.00156016	895705.438	0.78834055	10.636	9.36e-06	5374.233	0.00473004
2020-05-13	1646.02	0.00144872	897351.457	0.78978927	9.876	8.69e-06	5384.109	0.00473874
2020-05-14	1519.403	0.00133728	898870.86	0.79112654	9.116	8.02e-06	5393.225	0.00474676
2020-05-15	1392.786	0.00122584	900263.646	0.79235238	8.357	7.36e-06	5401.582	0.00475411
2020-05-16	1266.169	0.0011144	901529.815	0.79346678	7.597	6.69e-06	5409.179	0.0047608
2020-05-17	1139.552	0.00100296	902669.367	0.79446974	6.837	6.02e-06	5416.016	0.00476682
2020-05-18	1012.935	0.00089152	903682.302	0.79536126	6.078	5.35e-06	5422.094	0.00477217
2020-05-19	928.524	0.00081723	904610.826	0.79617848	5.571	4.9e-06	5427.665	0.00477707
2020-05-20	844.113	0.00074293	905454.939	0.79692141	5.065	4.46e-06	5432.73	0.00478153
2020-05-21	759.701	0.00066864	906214.64	0.79759005	4.558	4.01e-06	5437.288	0.00478554
2020-05-22	675.29	0.00059435	906889.93	0.7981844	4.052	3.57e-06	5441.34	0.00478911
2020-05-23	590.879	0.00052005	907480.809	0.79870445	3.545	3.12e-06	5444.885	0.00479223
2020-05-24	506.468	0.00044576	907987.277	0.79915021	3.039	2.67e-06	5447.924	0.0047949
2020-05-25	422.056	0.00037147	908409.333	0.79952168	2.532	2.23e-06	5450.456	0.00479713
2020-05-26	337.645	0.00029717	908746.978	0.79981885	2.026	1.78e-06	5452.482	0.00479891
2020-05-27	253.234	0.00022288	909000.212	0.80004173	1.519	1.34e-06	5454.001	0.00480025
2020-05-28	168.823	0.00014859	909169.035	0.80019032	1.013	8.9e-07	5455.014	0.00480114
2020-05-29	84.411	7.429e-05	909253.446	0.80026461	0.506	4.5e-07	5455.521	0.00480159
2020-05-30	63.308	5.572e-05	909316.754	0.80032033	0.38	3.3e-07	5455.901	0.00480192
2020-05-31	54.867	4.829e-05	909371.622	0.80036862	0.329	2.9e-07	5456.23	0.00480221
2020-06-01	46.426	4.086e-05	909418.048	0.80040948	0.279	2.5e-07	5456.508	0.00480246
2020-06-02	37.985	3.343e-05	909456.033	0.80044291	0.228	2e-07	5456.736	0.00480266
2020-06-03	29.544	2.6e-05	909485.577	0.80046891	0.177	1.6e-07	5456.913	0.00480281
2020-06-04	25.323	2.229e-05	909510.9	0.8004912	0.152	1.3e-07	5457.065	0.00480295
2020-06-05	21.103	1.857e-05	909532.003	0.80050978	0.127	1.1e-07	5457.192	0.00480306
2020-06-06	16.882	1.486e-05	909548.885	0.80052463	0.101	9e-08	5457.293	0.00480315
2020-06-07	12.662	1.114e-05	909561.547	0.80053578	0.076	7e-08	5457.369	0.00480321
2020-06-08	8.441	7.43e-06	909569.988	0.80054321	0.051	4e-08	5457.42	0.00480326
2020-06-09	4.221	3.71e-06	909574.209	0.80054692	0.025	2e-08	5457.445	0.00480328
2020-06-10	2.11	1.86e-06	909576.319	0.80054878	0.013	1e-08	5457.458	0.00480329
2020-06-11	1.055	9.3e-07	909577.374	0.80054971	0.006	1e-08	5457.464	0.0048033
2020-06-12	0.422	3.7e-07	909577.796	0.80055008	0.003	0.0	5457.467	0.0048033
