Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	169.801	0.00160424	824.631	0.00779093	1.019	9.63e-06	4.948	4.675e-05
Argentina	159750.512	0.00359034	827337.379	0.01859415	958.503	2.154e-05	4964.024	0.00011156
Bolivia	21921.558	0.00193088	110373.054	0.00972181	131.529	1.159e-05	662.238	5.833e-05
Uruguay	5533.496	0.00160424	26873.235	0.00779093	33.201	9.63e-06	161.239	4.675e-05
Peru	93368.072	0.00291873	479960.584	0.01500381	560.208	1.751e-05	2879.764	9.002e-05
Brazil	1085719.132	0.00518319	5886184.362	0.02810046	6514.315	3.11e-05	35317.106	0.0001686
Ecuador	61338.697	0.00359034	317669.071	0.01859415	368.032	2.154e-05	1906.014	0.00011156
Chile	67244.103	0.00359034	348252.783	0.01859415	403.465	2.154e-05	2089.517	0.00011156
Belize	331.744	0.00086601	1448.894	0.00378231	1.99	5.2e-06	8.693	2.269e-05
Grenada	96.52	0.00086601	421.554	0.00378231	0.579	5.2e-06	2.529	2.269e-05
Colombia	144911.216	0.00291873	744919.227	0.01500381	869.467	1.751e-05	4469.515	9.002e-05
Barbados	378.421	0.00132019	1773.359	0.00618669	2.271	7.92e-06	10.64	3.712e-05
Curacao	256.436	0.00160424	1245.372	0.00779093	1.539	9.63e-06	7.472	4.675e-05
Suriname	924.027	0.00160424	4487.504	0.00779093	5.544	9.63e-06	26.925	4.675e-05
Venezuela	46314.659	0.00160424	224925.57	0.00779093	277.888	9.63e-06	1349.553	4.675e-05
Guyana	1504.163	0.00193088	7573.326	0.00972181	9.025	1.159e-05	45.44	5.833e-05
Aruba	169.801	0.00160424	824.631	0.00779093	1.019	9.63e-06	4.94778376	4.675e-05
Argentina	159750.512	0.00359034	827337.379	0.01859415	958.503	2.154e-05	4964.02427129	0.00011156
Bolivia	21921.558	0.00193088	110373.054	0.00972181	131.529	1.159e-05	662.23832429	5.833e-05
Uruguay	5533.496	0.00160424	26873.235	0.00779093	33.201	9.63e-06	161.23941208	4.675e-05
Peru	93368.072	0.00291873	479960.584	0.01500381	560.208	1.751e-05	2879.76350612	9.002e-05
Brazil	1085719.132	0.00518319	5886184.362	0.02810046	6514.315	3.11e-05	35317.10617326	0.0001686
Ecuador	61338.697	0.00359034	317669.071	0.01859415	368.032	2.154e-05	1906.01442864	0.00011156
Chile	67244.103	0.00359034	348252.783	0.01859415	403.465	2.154e-05	2089.51669626	0.00011156
Belize	331.744	0.00086601	1448.894	0.00378231	1.99	5.2e-06	8.6933669	2.269e-05
