Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	1.966	1.857e-05	84729.957	0.80050978	0.012	1.1e-07	508.38	0.00480306
Argentina	165.282	3.71e-06	35619936.652	0.80054692	0.992	2e-08	213719.62	0.00480328
Bolivia	168.692	1.486e-05	9088469.852	0.80052463	1.012	9e-08	54530.819	0.00480315
Uruguay	64.065	1.857e-05	2761197.57	0.80050978	0.384	1.1e-07	16567.185	0.00480306
Peru	237.658	7.43e-06	25608781.62	0.80054321	1.426	4e-08	153652.69	0.00480326
Brazil	194.527	9.3e-07	167690613.51	0.80054971	1.167	1e-08	1006143.681	0.0048033
Ecuador	63.463	3.71e-06	13676829.422	0.80054692	0.381	2e-08	82060.977	0.00480328
Chile	69.572	3.71e-06	14993571.402	0.80054692	0.417	2e-08	89961.428	0.00480328
Belize	12.807	3.343e-05	306626.467	0.80044291	0.077	2e-07	1839.759	0.00480266
Grenada	3.726	3.343e-05	89212.564	0.80044291	0.022	2e-07	535.275	0.00480266
Colombia	368.856	7.43e-06	39745917.564	0.80054321	2.213	4e-08	238475.505	0.00480326
Barbados	6.389	2.229e-05	229453.599	0.8004912	0.038	1.3e-07	1376.722	0.00480295
Curacao	2.969	1.857e-05	127960.687	0.80050978	0.018	1.1e-07	767.764	0.00480306
Suriname	10.698	1.857e-05	461086.426	0.80050978	0.064	1.1e-07	2766.519	0.00480306
Venezuela	536.215	1.857e-05	23110873.335	0.80050978	3.217	1.1e-07	138665.24	0.00480306
Guyana	11.575	1.486e-05	623611.893	0.80052463	0.069	9e-08	3741.671	0.00480315
Aruba	1.966	1.857e-05	84729.957	0.80050978	0.012	1.1e-07	508.3797435	0.00480306
Argentina	165.282	3.71e-06	35619936.652	0.80054692	0.992	2e-08	213719.61991412	0.00480328
Bolivia	168.692	1.486e-05	9088469.852	0.80052463	1.012	9e-08	54530.81911495	0.00480315
Uruguay	64.065	1.857e-05	2761197.57	0.80050978	0.384	1.1e-07	16567.18542077	0.00480306
Peru	237.658	7.43e-06	25608781.62	0.80054321	1.426	4e-08	153652.6897228	0.00480326
Brazil	194.527	9.3e-07	167690613.51	0.80054971	1.167	1e-08	1006143.68105912	0.0048033
Ecuador	63.463	3.71e-06	13676829.422	0.80054692	0.381	2e-08	82060.97653407	0.00480328
Chile	69.572	3.71e-06	14993571.402	0.80054692	0.417	2e-08	89961.42841448	0.00480328
Belize	12.807	3.343e-05	306626.467	0.80044291	0.077	2e-07	1839.75880092	0.00480266
Grenada	3.726	3.343e-05	89212.564	0.80044291	0.022	2e-07	535.27538602	0.00480266
Colombia	368.856	7.43e-06	39745917.564	0.80054321	2.213	4e-08	238475.50538374	0.00480326
Barbados	6.389	2.229e-05	229453.599	0.8004912	0.038	1.3e-07	1376.72159314	0.00480295
Curacao	2.969	1.857e-05	127960.687	0.80050978	0.018	1.1e-07	767.76412318	0.00480306
Suriname	10.698	1.857e-05	461086.426	0.80050978	0.064	1.1e-07	2766.51855861	0.00480306
Venezuela	536.215	1.857e-05	23110873.335	0.80050978	3.217	1.1e-07	138665.24000927	0.00480306
Guyana	11.575	1.486e-05	623611.893	0.80052463	0.069	9e-08	3741.67135528	0.00480315
Aruba	208079.728	1.96589095	8968242325.057	84729.95724934	0.012	1.1e-07	508.29	0.00480221
Argentina	7354137954.001	165.28194773	1584891342618041.8	35619936.65235408	0.992	2e-08	213681.857	0.00480243
Bolivia	1915187077.123	168.69225076	103182688798061.19	9088469.85249204	1.012	9e-08	54521.184	0.0048023
Uruguay	220978876.372	64.06486546	9524196017445.227	2761197.57012808	0.384	1.1e-07	16564.258	0.00480221
Peru	7602516060.247	237.6584207	819205871105190.2	25608781.62046627	1.426	4e-08	153625.54	0.00480241
Brazil	40747407261.946	194.52683922	3.5126040962269644e+16	167690613.50985274	1.167	1e-08	1005965.903	0.00480245
Ecuador	1084217337.537	63.46257793	233659836479450.94	13676829.4223453	0.381	2e-08	82046.477	0.00480243
Chile	1303033770.124	69.57246188	280816997767215.78	14993571.40241291	0.417	2e-08	89945.533	0.00480243
Belize	4905916.273	12.80680676	117459707271.126	306626.4668198	0.077	2e-07	1839.434	0.00480181
Grenada	415291.364	3.72612346	9943097145.556	89212.56433646	0.022	2e-07	535.181	0.00480181
Colombia	18313213888.721	368.85597048	1973332541168872.8	39745917.56395709	2.213	4e-08	238433.368	0.00480241
Barbados	1831247.069	6.38864318	65770809029.814	229453.59885646	0.038	1.3e-07	1376.478	0.0048021
