Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Aruba	141.544	0.00133728	83736.789	0.79112654	0.849	8.02e-06	502.421	0.00474676
Argentina	39667.667	0.00089152	35389203.053	0.79536126	238.006	5.35e-06	212335.218	0.00477217
Bolivia	13917.111	0.00122584	8995689.115	0.79235238	83.503	7.36e-06	53974.135	0.00475411
Uruguay	4612.67	0.00133728	2728832.0	0.79112654	27.676	8.02e-06	16372.992	0.00474676
Peru	32083.887	0.00100296	25414495.862	0.79446974	192.503	6.02e-06	152486.975	0.00476682
Brazil	155621.471	0.00074293	166930597.149	0.79692141	933.729	4.46e-06	1001583.583	0.00478153
Ecuador	15231.019	0.00089152	13588235.664	0.79536126	91.386	5.35e-06	81529.414	0.00477217
Chile	16697.391	0.00089152	14896448.246	0.79536126	100.184	5.35e-06	89378.689	0.00477217
Belize	640.34	0.0016716	301392.752	0.78678039	3.842	1.003e-05	1808.357	0.00472068
Grenada	186.306	0.0016716	87689.822	0.78678039	1.118	1.003e-05	526.139	0.00472068
Colombia	49795.556	0.00100296	39444377.808	0.79446974	298.773	6.02e-06	236666.267	0.00476682
Barbados	415.262	0.00144872	226385.985	0.78978927	2.492	8.69e-06	1358.316	0.00473874
Curacao	213.762	0.00133728	126460.787	0.79112654	1.283	8.02e-06	758.765	0.00474676
Suriname	770.26	0.00133728	455681.77	0.79112654	4.622	8.02e-06	2734.091	0.00474676
Venezuela	38607.465	0.00133728	22839977.62	0.79112654	231.645	8.02e-06	137039.866	0.00474676
Guyana	954.933	0.00122584	617245.676	0.79235238	5.73	7.36e-06	3703.474	0.00475411
Aruba	141.544	0.00133728	83736.789	0.79112654	0.849	8.02e-06	502.42073485	0.00474676
Argentina	39667.667	0.00089152	35389203.053	0.79536126	238.006	5.35e-06	212335.21832003	0.00477217
Bolivia	13917.111	0.00122584	8995689.115	0.79235238	83.503	7.36e-06	53974.13468734	0.00475411
Uruguay	4612.67	0.00133728	2728832.0	0.79112654	27.676	8.02e-06	16372.99200054	0.00474676
Peru	32083.887	0.00100296	25414495.862	0.79446974	192.503	6.02e-06	152486.97516921	0.00476682
Brazil	155621.471	0.00074293	166930597.149	0.79692141	933.729	4.46e-06	1001583.58289429	0.00478153
Ecuador	15231.019	0.00089152	13588235.664	0.79536126	91.386	5.35e-06	81529.41398136	0.00477217
Chile	16697.391	0.00089152	14896448.246	0.79536126	100.184	5.35e-06	89378.68947383	0.00477217
Belize	640.34	0.0016716	301392.752	0.78678039	3.842	1.003e-05	1808.35651075	0.00472068
Grenada	186.306	0.0016716	87689.822	0.78678039	1.118	1.003e-05	526.13893129	0.00472068
