Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Hampden	15	0	0	0	3.189e-05	0.0	75	30	18.75	0.00015945	6.378e-05	3.98625e-05	3	0
Dukes and Nantucket	1	0	0	0	N/A	N/A	5	2	1.25	N/A	N/A	N/A	0	0
Barnstable	30	0	0	0	0.00014057	0.0	150	60	37.5	0.00070285	0.00028114	0.0001757125	6	0
Berkshire	26	0	0	0	0.00020578	0.0	130	52	32.5	0.0010289	0.00041156	0.000257225	3	0
Middlesex	232	1	0	0	0.00014368	6.2e-07	333.333333333	153.846153846	100	0.000206666666667	9.53846153846e-05	6.2e-05	33	0
Plymouth	32	0	0	0	6.176e-05	0.0	160	64	40	0.0003088	0.00012352	7.72e-05	7	0
Essex	73	0	0	0	9.233e-05	0.0	365	146	91.25	0.00046165	0.00018466	0.0001154125	13	0
Hampshire	6	0	0	0	3.719e-05	0.0	30	12	7.5	0.00018595	7.438e-05	4.64875e-05	2	0
Suffolk	154	1	0	0	0.00019077	1.24e-06	333.333333333	153.846153846	100	0.000413333333333	0.000190769230769	0.000124	28	0
Norfolk	82	0	0	0	0.00011625	0.0	410	164	102.5	0.00058125	0.0002325	0.0001453125	7	0
Nantucket	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Unassigned	53	7	0	0	N/A	N/A	2333.33333333	1076.92307692	700	N/A	N/A	N/A	29	4
Franklin	6	0	0	0	8.455e-05	0.0	30	12	7.5	0.00042275	0.0001691	0.0001056875	0	0
Bristol	25	0	0	0	4.432e-05	0.0	125	50	31.25	0.0002216	8.864e-05	5.54e-05	1	0
Worcester	42	0	0	0	5.055e-05	0.0	210	84	52.5	0.00025275	0.0001011	6.31875e-05	5	0
Dukes	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
