Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Channel Islands	0.221	802.557	N/A	N/A
Cayman Islands	18.109	5013.82	N/A	N/A
Bermuda	0.014	76.998	N/A	N/A
Gibraltar	27.741	7680.746	N/A	N/A
Turks and Caicos Islands	0.0	0.0	N/A	N/A
British Virgin Islands	0.0	0.0	N/A	N/A
United Kingdom	212.184	237845.367	N/A	N/A
Montserrat	0.0	0.0	N/A	N/A
Isle of Man	1.37	1139.932	N/A	N/A
Falkland Islands (Islas Malvinas)	0.0	0.0	N/A	N/A
Anguilla	0.0	0.0	N/A	N/A
