Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Burkina Faso	443	24	146	273	2.243e-5	1.22e-6	8000	3692.30769231	2400	4.06666666667e-4	1.87692307692e-4	1.22e-4	NA	NA
Benin	35	1	5	29	3.05e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	NA	NA
Ghana	378	6	4	368	1.27e-5	2e-7	2000	923.076923077	600	6.66666666667e-5	3.07692307692e-5	2e-5	37405	0.001204
Algeria	1761	256	405	1100	4.17e-5	6.06e-6	85333.3333333	39384.6153846	25600	0.00202	9.32307692308e-4	6.06e-4	3359	7.7e-5
Zambia	40	2	25	13	2.31e-6	1.2e-7	666.666666667	307.692307692	200	4e-5	1.84615384615e-5	1.2e-5	1239	6.7e-5
Cape Verde	7	1	1	5	1.287e-5	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	NA	NA
Malawi	9	1	0	8	5e-7	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	NA	NA
Togo	76	3	25	48	9.63e-6	3.8e-7	1000	461.538461538	300	1.26666666667e-4	5.84615384615e-5	3.8e-5	2069	2.5e-4
Zimbabwe	13	3	0	10	9e-7	2.1e-7	1000	461.538461538	300	7e-5	3.23076923077e-5	2.1e-5	438	2.9e-5
Senegal	265	2	137	126	1.671e-5	1.3e-7	666.666666667	307.692307692	200	4.33333333333e-5	2e-5	1.3e-5	NA	NA
Sierra Leone	8	0	0	8	1.05e-6	0	40	16	10	5.25e-6	2.1e-6	1.3125e-6	NA	NA
Eritrea	34	0	0	34	7.6e-6	0	170	68	42.5	3.8e-5	1.52e-5	9.5e-6	NA	NA
Libya	24	1	8	15	3.59e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	492	7.2e-5
Gambia	4	1	2	1	1.75e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	NA	NA
Central African Republic	8	0	0	8	1.71e-6	0	40	16	10	8.55e-6	3.42e-6	2.1375e-6	NA	NA
Mauritius	318	9	23	286	2.5132e-4	7.11e-6	3000	1384.61538462	900	0.00237	0.00109384615385	7.11e-4	6730	0.005292
Morocco	1448	107	122	1219	4.019e-5	2.97e-6	35666.6666667	16461.5384615	10700	9.9e-4	4.56923076923e-4	2.97e-4	7239	1.96e-4
Mauritania	7	1	2	4	1.59e-6	2.3e-7	333.333333333	153.846153846	100	7.66666666667e-5	3.53846153846e-5	2.3e-5	380	8.2e-5
Gabon	44	1	1	42	2.076e-5	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	NA	NA
South Sudan	4	0	0	4	3.6e-7	0	20	8	5	1.8e-6	7.2e-7	4.5e-7	NA	NA
Guinea-Bissau	36	0	0	36	1.921e-5	0	180	72	45	9.605e-5	3.842e-5	2.40125e-5	1500	7.62e-4
Mali	87	7	22	58	4.56e-6	3.7e-7	2333.33333333	1076.92307692	700	1.23333333333e-4	5.69230769231e-5	3.7e-5	NA	NA
Namibia	16	0	3	13	6.54e-6	0	80	32	20	3.27e-5	1.308e-5	8.175e-6	362	1.42e-4
Seychelles	11	0	0	11	1.1368e-4	0	55	22	13.75	5.684e-4	2.2736e-4	1.421e-4	NA	NA
Angola	19	2	2	15	6.2e-7	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	NA	NA
Chad	11	0	2	9	7.1e-7	0	55	22	13.75	3.55e-6	1.42e-6	8.875e-7	NA	NA
Ethiopia	65	3	4	58	6e-7	3e-8	1000	461.538461538	300	1e-5	4.61538461538e-6	3e-6	3232	2.8e-5
Egypt	1794	135	384	1275	1.823e-5	1.37e-6	45000	20769.2307692	13500	4.56666666667e-4	2.10769230769e-4	1.37e-4	25000	2.44e-4
Equatorial Guinea	18	0	3	15	1.375e-5	0	90	36	22.5	6.875e-5	2.75e-5	1.71875e-5	854	6.09e-4
South Africa	2003	24	410	1569	3.467e-5	4.2e-7	8000	3692.30769231	2400	1.4e-4	6.46153846154e-5	4.2e-5	73028	0.001231
Tunisia	671	25	25	621	5.802e-5	2.16e-6	8333.33333333	3846.15384615	2500	7.2e-4	3.32307692308e-4	2.16e-4	10087	8.53e-4
Djibouti	150	1	36	113	1.5643e-4	1.04e-6	333.333333333	153.846153846	100	3.46666666667e-4	1.6e-4	1.04e-4	3740	0.003785
Mozambique	20	0	2	18	6.8e-7	0	100	40	25	3.4e-6	1.36e-6	8.5e-7	483	1.5e-5
Uganda	53	0	0	53	1.24e-6	0	265	106	66.25	6.2e-6	2.48e-6	1.55e-6	3310	7.2e-5
Burundi	3	0	0	3	2.7e-7	0	15	6	3.75	1.35e-6	5.4e-7	3.375e-7	NA	NA
Kenya	189	7	22	160	3.68e-6	1.4e-7	2333.33333333	1076.92307692	700	4.66666666667e-5	2.15384615385e-5	1.4e-5	5278	9.8e-5
Niger	438	11	41	386	1.952e-5	4.9e-7	3666.66666667	1692.30769231	1100	1.63333333333e-4	7.53846153846e-5	4.9e-5	4298	1.78e-4
Botswana	13	1	0	12	5.77e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	1154	4.91e-4
