Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Madagascar	57	0	0	57	2.17e-6	0	285	114	71.25	1.085e-5	4.34e-6	2.7125e-6	0	0	-100	0	NA	NA
Swaziland	9	0	0	9	7.92e-6	0	45	18	11.25	3.96e-5	1.584e-5	9.9e-6	0	0	100	0	NA	NA
Liberia	6	0	0	6	1.25e-6	0	30	12	7.5	6.25e-6	2.5e-6	1.5625e-6	3	0	100	0	NA	NA
Sudan	7	2	2	3	1.7e-7	5e-8	666.666666667	307.692307692	200	1.66666666667e-5	7.69230769231e-6	5e-6	0	0	-100	0	NA	NA
Guinea	30	0	0	30	2.42e-6	0	150	60	37.5	1.21e-5	4.84e-6	3.025e-6	8	0	100	0	NA	NA
United Republic of Tanzania	20	1	1	18	3.6e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	1	0	100	0	NA	NA
Republic of the Congo	19	0	0	19	3.62e-6	0	95	38	23.75	1.81e-5	7.24e-6	4.525e-6	0	0	100	0	NA	NA
Democratic Republic of the Congo	109	9	3	97	1.3e-6	1.1e-7	3000	1384.61538462	900	3.66666666667e-5	1.69230769231e-5	1.1e-5	11	1	-35.3	0	NA	NA
Rwanda	82	0	0	82	6.67e-6	0	410	164	102.5	3.335e-5	1.334e-5	8.3375e-6	7	0	40	0	NA	NA
Somalia	5	0	1	4	3.3e-7	0	25	10	6.25	1.65e-6	6.6e-7	4.125e-7	0	0	-100	0	NA	NA
Ivory Coast	190	1	9	180	7.58e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	11	0	0	0	NA	NA
Nigeria	174	2	9	163	8.9e-7	1e-8	666.666666667	307.692307692	200	3.33333333333e-6	1.53846153846e-6	1e-6	39	0	875	0	NA	NA
Cameroon	233	6	10	217	9.24e-6	2.4e-7	2000	923.076923077	600	8e-5	3.69230769231e-5	2.4e-5	40	0	-25.9	0	NA	NA
Burkina Faso	282	16	46	220	1.428e-5	8.1e-7	5333.33333333	2461.53846154	1600	2.7e-4	1.24615384615e-4	8.1e-5	21	2	40	0	NA	NA
Benin	13	0	1	12	1.13e-6	0	65	26	16.25	5.65e-6	2.26e-6	1.4125e-6	4	0	33.3	0	NA	NA
