Name	Predicted_New_Cases	Total_Predicted_New_Cases	Total_Predicted_Cases	Predicted_New_Deaths	Total_Predicted_New_Deaths	Total_Predicted_Deaths	Predicted_New_per_capita	Predicted_Total_New_per_capita	Predicted_Total_Cases_per_capita	Predicted_New_Deaths_per_capita	Total_Predicted_New_Deaths_per_capita	Total_Predicted_Deaths_per_capita
Highlands	0.012	48.704	119.704	0.011	6.761	13.761	1.1e-07	0.00046198	0.00113545	1e-07	6.413e-05	0.00013053
Dixie	0.006	3.337	7.337	0.011	6.761	6.761	3.6e-07	0.00019982	0.00043934	6.6e-07	0.00040485	0.00040485
Hillsborough	1.641	851.925	1824.925	0.17	55.731	74.731	1.14e-06	0.0005929	0.00127005	1.2e-07	3.879e-05	5.201e-05
Collier	0.348	338.364	808.364	0.03	13.799	22.799	9.2e-07	0.00089399	0.00213577	8e-08	3.646e-05	6.024e-05
Indian River	0.003	34.826	119.826	0.0	0.0	4.0	2e-08	0.00022124	0.00076122	0.0	0.0	2.541e-05
Santa Rosa	0.0	19.343	159.343	0.0	3.262	9.262	0.0	0.00010785	0.00088845	0.0	1.819e-05	5.164e-05
Citrus	0.0	30.098	116.098	0.0	5.417	13.417	0.0	0.00020346	0.00078482	0.0	3.662e-05	9.07e-05
Palm Beach	4.27	2216.876	4476.876	0.266	138.164	260.164	2.87e-06	0.0014919	0.00301282	1.8e-07	9.298e-05	0.00017508
Hamilton	0.0	0.0	3.0	0.266	138.164	138.164	0.0	0.0	0.00020964	1.859e-05	0.00965507	0.00965507
Lee	0.0	189.698	974.698	0.0	15.711	43.711	0.0	0.00025139	0.00129166	0.0	2.082e-05	5.793e-05
Washington	0.01	7.652	13.652	0.0	15.713	15.713	4e-07	0.00030756	0.00054871	0.0	0.00063155	0.00063155
Sumter	0.159	82.723	235.723	0.042	13.763	24.763	1.23e-06	0.00064249	0.0018308	3.3e-07	0.00010689	0.00019233
Levy	0.023	12.137	25.137	0.042	13.763	13.763	5.6e-07	0.00029769	0.00061656	1.03e-06	0.00033758	0.00033758
Hardee	0.01	5.015	9.015	0.042	13.763	13.763	3.7e-07	0.00018407	0.00033089	1.54e-06	0.00050516	0.00050516
Miami-Dade	12.061	8221.298	17878.298	1.437	563.306	786.306	4.37e-06	0.00297703	0.00647394	5.2e-07	0.00020398	0.00028473
Saint Lucie	0.335	173.905	377.905	0.112	36.693	51.693	1.04e-06	0.00054154	0.0011768	3.5e-07	0.00011426	0.00016097
