Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Cambodia	900.059	5.539e-05	5867.473	0.00036108	0.547	3e-08	1.23	8e-08
Sri Lanka	1600.637	7.386e-05	10434.533	0.00048152	0.973	4e-08	2.188	1e-07
Japan	53879.48	0.00042583	630666.22	0.00498436	207.229	1.64e-06	638.265	5.04e-06
United Arab Emirates	296.155	3.075e-05	1432.749	0.00014876	0.048	0.0	0.12	1e-08
India	5446869.1	0.00402691	22418997.453	0.01657453	473.641	3.5e-07	1420.922	1.05e-06
South Korea	8972.95	0.00017378	105029.525	0.00203407	34.511	6.7e-07	106.295	2.06e-06
Singapore	108.375	1.922e-05	1145.483	0.00020315	0.296	5e-08	0.856	1.5e-07
China	1255373.84	0.00090138	118842056.821	0.08533029	35652.617	2.56e-05	530772.059	0.0003811
Vietnam	31113.517	0.00032566	328858.063	0.00344208	85.07	8.9e-07	245.757	2.57e-06
Malaysia	3494.272	0.00011051	29162.072	0.00092227	3.883	1.2e-07	11.389	3.6e-07
Thailand	16222.524	0.00023366	189886.722	0.002735	62.394	9e-07	192.175	2.77e-06
Taiwan	1903.12	8.003e-05	22276.268	0.00093676	7.32	3.1e-07	22.545	9.5e-07
Nepal	2757.215	9.816e-05	23010.831	0.00081924	3.064	1.1e-07	8.986	3.2e-07
Philippines	33863.701	0.00031752	139381.029	0.00130688	2.945	3e-08	8.834	8e-08
