Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-02-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-02-28	4.965	4.6e-07	4.965	4.6e-07	0.0	0.0	0.0	0.0
2020-02-29	4.965	4.6e-07	9.931	9.3e-07	0.0	0.0	0.0	0.0
2020-03-01	4.965	4.6e-07	14.896	1.39e-06	0.0	0.0	0.0	0.0
2020-03-02	9.931	9.3e-07	24.827	2.31e-06	0.0	0.0	0.0	0.0
2020-03-03	24.827	2.31e-06	49.654	4.63e-06	0.0	0.0	0.0	0.0
2020-03-04	39.724	3.7e-06	89.378	8.33e-06	0.0	0.0	0.0	0.0
2020-03-05	54.62	5.09e-06	143.998	1.342e-05	0.0	0.0	0.0	0.0
2020-03-06	74.482	6.94e-06	218.48	2.037e-05	0.0	0.0	0.0	0.0
2020-03-07	119.171	1.111e-05	337.651	3.147e-05	0.0	0.0	0.0	0.0
2020-03-08	178.756	1.666e-05	516.407	4.814e-05	0.0	0.0	0.0	0.0
2020-03-09	248.272	2.314e-05	764.679	7.128e-05	0.03	0.0	0.03	0.0
2020-03-10	302.892	2.823e-05	1067.572	9.952e-05	0.03	0.0	0.06	1e-08
2020-03-11	342.616	3.194e-05	1410.188	0.00013145	0.03	0.0	0.089	1e-08
2020-03-12	367.443	3.425e-05	1777.631	0.00016571	0.06	1e-08	0.149	1e-08
2020-03-13	387.305	3.61e-05	2164.936	0.00020181	0.149	1e-08	0.298	3e-08
2020-03-14	392.271	3.657e-05	2557.207	0.00023837	0.238	2e-08	0.536	5e-08
2020-03-15	397.236	3.703e-05	2954.443	0.0002754	0.328	3e-08	0.864	8e-08
2020-03-16	402.201	3.749e-05	3356.644	0.0003129	0.447	4e-08	1.311	1.2e-07
2020-03-17	397.236	3.703e-05	3753.88	0.00034993	0.715	7e-08	2.026	1.9e-07
2020-03-18	392.271	3.657e-05	4146.151	0.00038649	1.073	1e-07	3.098	2.9e-07
2020-03-19	387.305	3.61e-05	4533.456	0.00042259	1.49	1.4e-07	4.588	4.3e-07
2020-03-20	362.478	3.379e-05	4895.934	0.00045638	1.817	1.7e-07	6.405	6e-07
2020-03-21	352.547	3.286e-05	5248.481	0.00048925	2.056	1.9e-07	8.461	7.9e-07
2020-03-22	332.685	3.101e-05	5581.166	0.00052026	2.205	2.1e-07	10.666	9.9e-07
2020-03-23	287.996	2.685e-05	5869.162	0.00054711	2.324	2.2e-07	12.99	1.21e-06
2020-03-24	248.272	2.314e-05	6117.434	0.00057025	2.354	2.2e-07	15.343	1.43e-06
2020-03-25	213.514	1.99e-05	6330.949	0.00059015	2.383	2.2e-07	17.727	1.65e-06
2020-03-26	183.722	1.713e-05	6514.67	0.00060728	2.413	2.2e-07	20.14	1.88e-06
2020-03-27	153.929	1.435e-05	6668.599	0.00062163	2.383	2.2e-07	22.523	2.1e-06
2020-03-28	124.136	1.157e-05	6792.735	0.0006332	2.354	2.2e-07	24.877	2.32e-06
2020-03-29	99.309	9.26e-06	6892.044	0.00064246	2.324	2.2e-07	27.201	2.54e-06
2020-03-30	84.413	7.87e-06	6976.457	0.00065032	2.175	2e-07	29.376	2.74e-06
2020-03-31	74.482	6.94e-06	7050.939	0.00065727	2.115	2e-07	31.491	2.94e-06
2020-04-01	64.551	6.02e-06	7115.49	0.00066328	1.996	1.9e-07	33.487	3.12e-06
2020-04-02	54.62	5.09e-06	7170.11	0.00066838	1.728	1.6e-07	35.215	3.28e-06
2020-04-03	44.689	4.17e-06	7214.799	0.00067254	1.49	1.4e-07	36.705	3.42e-06
2020-04-04	34.758	3.24e-06	7249.557	0.00067578	1.281	1.2e-07	37.986	3.54e-06
2020-04-05	24.827	2.31e-06	7274.384	0.0006781	1.102	1e-07	39.088	3.64e-06
2020-04-06	19.862	1.85e-06	7294.246	0.00067995	0.924	9e-08	40.012	3.73e-06
2020-04-07	14.896	1.39e-06	7309.142	0.00068134	0.745	7e-08	40.756	3.8e-06
2020-04-08	9.931	9.3e-07	7319.073	0.00068226	0.596	6e-08	41.352	3.85e-06
2020-04-09	4.965	4.6e-07	7324.039	0.00068272	0.506	5e-08	41.859	3.9e-06
2020-04-10	0.0	0.0	7324.039	0.00068272	0.447	4e-08	42.306	3.94e-06
2020-04-11	0.0	0.0	7324.039	0.00068272	0.387	4e-08	42.693	3.98e-06
2020-04-12	0.0	0.0	7324.039	0.00068272	0.328	3e-08	43.021	4.01e-06
2020-04-13	0.0	0.0	7324.039	0.00068272	0.268	2e-08	43.289	4.04e-06
2020-04-14	0.0	0.0	7324.039	0.00068272	0.209	2e-08	43.497	4.05e-06
2020-04-15	0.0	0.0	7324.039	0.00068272	0.149	1e-08	43.646	4.07e-06
2020-04-16	0.0	0.0	7324.039	0.00068272	0.119	1e-08	43.765	4.08e-06
2020-04-17	0.0	0.0	7324.039	0.00068272	0.089	1e-08	43.855	4.09e-06
2020-04-18	0.0	0.0	7324.039	0.00068272	0.06	1e-08	43.914	4.09e-06
2020-04-19	0.0	0.0	7324.039	0.00068272	0.03	0.0	43.944	4.1e-06
