"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","NL_NAME_2","VARNAME_2","TYPE_2","ENGTYPE_2"
11351,41,"CAN","Canada",1,"Alberta",16,"Division No. 6","","","Census Division","Census Division"
11352,41,"CAN","Canada",1,"Alberta",17,"Division No. 7","","","Census Division","Census Division"
11353,41,"CAN","Canada",1,"Alberta",18,"Division No. 8","","","Census Division","Census Division"
11354,41,"CAN","Canada",1,"Alberta",19,"Division No. 9","","","Census Division","Census Division"
11355,41,"CAN","Canada",2,"British Columbia",20,"Alberni-Clayoquot","","","Regional District","Regional District"
11356,41,"CAN","Canada",2,"British Columbia",21,"Bulkley-Nechako","","","Regional District","Regional District"
11357,41,"CAN","Canada",2,"British Columbia",22,"Capital","","","Regional District","Regional District"
11358,41,"CAN","Canada",2,"British Columbia",23,"Cariboo","","","Regional District","Regional District"
11359,41,"CAN","Canada",2,"British Columbia",24,"Central Coast","","","Regional District","Regional District"
11360,41,"CAN","Canada",2,"British Columbia",25,"Central Kootenay","","","Regional District","Regional District"
11361,41,"CAN","Canada",2,"British Columbia",26,"Central Okanagan","","","Regional District","Regional District"
11362,41,"CAN","Canada",2,"British Columbia",27,"Columbia-Shuswap","","","Regional District","Regional District"
11363,41,"CAN","Canada",2,"British Columbia",28,"Comox-Strathcona","","","Regional District","Regional District"
11364,41,"CAN","Canada",2,"British Columbia",29,"Cowichan Valley","","","Regional District","Regional District"
11365,41,"CAN","Canada",2,"British Columbia",30,"East Kootenay","","","Regional District","Regional District"
11366,41,"CAN","Canada",2,"British Columbia",31,"Fraser-Fort George","","","Regional District","Regional District"
11367,41,"CAN","Canada",2,"British Columbia",32,"Fraser Valley","","","Regional District","Regional District"
11368,41,"CAN","Canada",2,"British Columbia",33,"Greater Vancouver","","","Regional District","Regional District"
11369,41,"CAN","Canada",2,"British Columbia",34,"Kitimat-Stikine","","","Regional District","Regional District"
11370,41,"CAN","Canada",2,"British Columbia",35,"Kootenay Boundary","","","Regional District","Regional District"
11371,41,"CAN","Canada",2,"British Columbia",36,"Mount Waddington","","","Regional District","Regional District"
11372,41,"CAN","Canada",2,"British Columbia",37,"Nanaimo","","","Regional District","Regional District"
11373,41,"CAN","Canada",2,"British Columbia",38,"North Okanagan","","","Regional District","Regional District"
11374,41,"CAN","Canada",2,"British Columbia",39,"Northern Rockies","","","Regional District","Regional District"
11375,41,"CAN","Canada",2,"British Columbia",40,"Okanagan-Similkameen","","","Regional District","Regional District"
11376,41,"CAN","Canada",2,"British Columbia",41,"Peace River","","","Regional District","Regional District"
11377,41,"CAN","Canada",2,"British Columbia",42,"Powell River","","","Regional District","Regional District"
11378,41,"CAN","Canada",2,"British Columbia",43,"Skeena-Queen Charlotte","","","Regional District","Regional District"
11379,41,"CAN","Canada",2,"British Columbia",44,"Squamish-Lillooet","","","Regional District","Regional District"
11380,41,"CAN","Canada",2,"British Columbia",45,"Stikine","","","Region","Region"
11381,41,"CAN","Canada",2,"British Columbia",46,"Sunshine Coast","","","Regional District","Regional District"
11382,41,"CAN","Canada",2,"British Columbia",47,"Thompson-Nicola","","","Regional District","Regional District"
11383,41,"CAN","Canada",3,"Manitoba",48,"Division No. 1","","","Census Division","Census Division"
11384,41,"CAN","Canada",3,"Manitoba",49,"Division No. 10","","","Census Division","Census Division"
11385,41,"CAN","Canada",3,"Manitoba",50,"Division No. 11","","","Census Division","Census Division"
11386,41,"CAN","Canada",3,"Manitoba",51,"Division No. 12","","","Census Division","Census Division"
11387,41,"CAN","Canada",3,"Manitoba",52,"Division No. 13","","","Census Division","Census Division"
11388,41,"CAN","Canada",3,"Manitoba",53,"Division No. 14","","","Census Division","Census Division"
11389,41,"CAN","Canada",3,"Manitoba",54,"Division No. 15","","","Census Division","Census Division"
11390,41,"CAN","Canada",3,"Manitoba",55,"Division No. 16","","","Census Division","Census Division"
11391,41,"CAN","Canada",3,"Manitoba",56,"Division No. 17","","","Census Division","Census Division"
11392,41,"CAN","Canada",3,"Manitoba",57,"Division No. 18","","","Census Division","Census Division"
11393,41,"CAN","Canada",3,"Manitoba",58,"Division No. 19","","","Census Division","Census Division"
11394,41,"CAN","Canada",3,"Manitoba",59,"Division No. 2","","","Census Division","Census Division"
11395,41,"CAN","Canada",3,"Manitoba",60,"Division No. 20","","","Census Division","Census Division"
11396,41,"CAN","Canada",3,"Manitoba",61,"Division No. 21","","","Census Division","Census Division"
11397,41,"CAN","Canada",3,"Manitoba",62,"Division No. 22","","","Census Division","Census Division"
11398,41,"CAN","Canada",3,"Manitoba",63,"Division No. 23","","","Census Division","Census Division"
11399,41,"CAN","Canada",3,"Manitoba",64,"Division No. 3","","","Census Division","Census Division"
11400,41,"CAN","Canada",3,"Manitoba",65,"Division No. 4","","","Census Division","Census Division"
11401,41,"CAN","Canada",3,"Manitoba",66,"Division No. 5","","","Census Division","Census Division"
11402,41,"CAN","Canada",3,"Manitoba",67,"Division No. 6","","","Census Division","Census Division"
11403,41,"CAN","Canada",3,"Manitoba",68,"Division No. 7","","","Census Division","Census Division"
11404,41,"CAN","Canada",3,"Manitoba",69,"Division No. 8","","","Census Division","Census Division"
11405,41,"CAN","Canada",3,"Manitoba",70,"Division No. 9","","","Census Division","Census Division"
11406,41,"CAN","Canada",4,"New Brunswick",71,"Albert","","","County","County"
11407,41,"CAN","Canada",4,"New Brunswick",72,"Carleton","","","County","County"
11408,41,"CAN","Canada",4,"New Brunswick",73,"Charlotte","","","County","County"
11409,41,"CAN","Canada",4,"New Brunswick",74,"Gloucester","","","County","County"
11410,41,"CAN","Canada",4,"New Brunswick",75,"Kent","","","County","County"
11411,41,"CAN","Canada",4,"New Brunswick",76,"Kings","","","County","County"
11412,41,"CAN","Canada",4,"New Brunswick",77,"Madawaska","","","County","County"
11413,41,"CAN","Canada",4,"New Brunswick",78,"Northumberland","","","County","County"
11414,41,"CAN","Canada",4,"New Brunswick",79,"Queens","","","County","County"
11415,41,"CAN","Canada",4,"New Brunswick",80,"Restigouche","","","County","County"
11416,41,"CAN","Canada",4,"New Brunswick",81,"Saint John","","","County","County"
11417,41,"CAN","Canada",4,"New Brunswick",82,"Sunbury","","","County","County"
11418,41,"CAN","Canada",4,"New Brunswick",83,"Victoria","","","County","County"
11419,41,"CAN","Canada",4,"New Brunswick",84,"Westmorland","","","County","County"
11420,41,"CAN","Canada",4,"New Brunswick",85,"York","","","County","County"
11421,41,"CAN","Canada",5,"Newfoundland and Labrador",86,"Division No. 1","","","Census Division","Census Division"
11422,41,"CAN","Canada",5,"Newfoundland and Labrador",87,"Division No. 10","","","Census Division","Census Division"
11423,41,"CAN","Canada",5,"Newfoundland and Labrador",88,"Division No. 11","","","Census Division","Census Division"
11424,41,"CAN","Canada",5,"Newfoundland and Labrador",89,"Division No. 2","","","Census Division","Census Division"
11425,41,"CAN","Canada",5,"Newfoundland and Labrador",90,"Division No. 3","","","Census Division","Census Division"
11426,41,"CAN","Canada",5,"Newfoundland and Labrador",91,"Division No. 4","","","Census Division","Census Division"
11427,41,"CAN","Canada",7,"Nova Scotia",116,"Yarmouth","","","County","County"
11428,41,"CAN","Canada",8,"Nunavut",117,"Baffin","","Qikiqtaaluk","Region","Region"
11429,41,"CAN","Canada",8,"Nunavut",118,"Keewatin","","Kivalliq","Region","Region"
11430,41,"CAN","Canada",8,"Nunavut",119,"Kitikmeot","","","Region","Region"
11431,41,"CAN","Canada",9,"Ontario",120,"Algoma","","","District","District"
11432,41,"CAN","Canada",9,"Ontario",121,"Brant","","","County","County"
11433,41,"CAN","Canada",9,"Ontario",122,"Bruce","","","County","County"
11434,41,"CAN","Canada",9,"Ontario",123,"Chatham-Kent","","","Census Division","Census Division"
11435,41,"CAN","Canada",9,"Ontario",124,"Cochrane","","","District","District"
11436,41,"CAN","Canada",9,"Ontario",125,"Dufferin","","","County","County"
11437,41,"CAN","Canada",9,"Ontario",126,"Durham","","","Regional Municipality","Regional Municipality"
11438,41,"CAN","Canada",9,"Ontario",127,"Elgin","","","County","County"
11439,41,"CAN","Canada",9,"Ontario",128,"Essex","","","County","County"
11440,41,"CAN","Canada",9,"Ontario",129,"Frontenac","","","County","County"
11441,41,"CAN","Canada",9,"Ontario",130,"Greater Sudbury","","","Census Division","Census Division"
11442,41,"CAN","Canada",9,"Ontario",131,"Grey","","","County","County"
11443,41,"CAN","Canada",9,"Ontario",132,"Haldimand-Norfolk","","","Regional Municipality","Regional Municipality"
11444,41,"CAN","Canada",9,"Ontario",133,"Haliburton","","","County","County"
11445,41,"CAN","Canada",9,"Ontario",134,"Halton","","","Regional Municipality","Regional Municipality"
11446,41,"CAN","Canada",9,"Ontario",135,"Hamilton","","","Census Division","Census Division"
11447,41,"CAN","Canada",9,"Ontario",136,"Hastings","","","County","County"
11448,41,"CAN","Canada",9,"Ontario",137,"Huron","","","County","County"
11449,41,"CAN","Canada",9,"Ontario",138,"Kawartha Lakes","","Victoria","Census Division","Census Division"
11450,41,"CAN","Canada",9,"Ontario",139,"Kenora","","","District","District"
11451,41,"CAN","Canada",9,"Ontario",140,"Lake Erie","","","Water body","Water body"
11452,41,"CAN","Canada",9,"Ontario",141,"Lake Hurron","","","Water body","Water body"
11453,41,"CAN","Canada",9,"Ontario",142,"Lake Ontario","","","Water body","Water body"
11454,41,"CAN","Canada",9,"Ontario",143,"Lake Superior","","","Water body","Water body"
11455,41,"CAN","Canada",9,"Ontario",144,"Lambton","","","County","County"
11456,41,"CAN","Canada",9,"Ontario",145,"Lanark","","","County","County"
11457,41,"CAN","Canada",9,"Ontario",146,"Leeds and Grenville","","","United County","United County"
11458,41,"CAN","Canada",9,"Ontario",147,"Lennox and Addington","","","County","County"
11459,41,"CAN","Canada",9,"Ontario",148,"Manitoulin","","","District","District"
11460,41,"CAN","Canada",9,"Ontario",149,"Middlesex","","","County","County"
11461,41,"CAN","Canada",9,"Ontario",150,"Muskoka","","","District Municipality","District Municipality"
11462,41,"CAN","Canada",9,"Ontario",151,"Niagara","","","Regional Municipality","Regional Municipality"
11463,41,"CAN","Canada",9,"Ontario",152,"Nipissing","","","District","District"
11464,41,"CAN","Canada",9,"Ontario",153,"Northumberland","","","County","County"
11465,41,"CAN","Canada",9,"Ontario",154,"Ottawa","","","Census Division","Census Division"
11466,41,"CAN","Canada",9,"Ontario",155,"Oxford","","","County","County"
11467,41,"CAN","Canada",9,"Ontario",156,"Parry Sound","","","District","District"
11468,41,"CAN","Canada",9,"Ontario",157,"Peel","","","Regional Municipality","Regional Municipality"
11469,41,"CAN","Canada",9,"Ontario",158,"Perth","","","County","County"
11470,41,"CAN","Canada",9,"Ontario",159,"Peterborough","","","County","County"
11471,41,"CAN","Canada",9,"Ontario",160,"Prescott and Russell","","","United Counties","United Counties"
11472,41,"CAN","Canada",9,"Ontario",161,"Prince Edward","","","Census Division","Census Division"
11473,41,"CAN","Canada",9,"Ontario",162,"Rainy River","","","District","District"
11474,41,"CAN","Canada",9,"Ontario",163,"Renfrew","","","County","County"
11475,41,"CAN","Canada",9,"Ontario",164,"Simcoe","","","County","County"
11476,41,"CAN","Canada",9,"Ontario",165,"Stormont, Dundas and Glengarry","","","United Counties","United Counties"
11477,41,"CAN","Canada",9,"Ontario",166,"Sudbury","","","District","District"
11478,41,"CAN","Canada",9,"Ontario",167,"Thunder Bay","","","District","District"
11479,41,"CAN","Canada",9,"Ontario",168,"Timiskaming","","","District","District"
11480,41,"CAN","Canada",9,"Ontario",169,"Toronto","","","Census Division","Census Division"
11481,41,"CAN","Canada",9,"Ontario",170,"Waterloo","","","Regional Municipality","Regional Municipality"
11482,41,"CAN","Canada",9,"Ontario",171,"Wellington","","","County","County"
11483,41,"CAN","Canada",9,"Ontario",172,"York","","","Regional Municipality","Regional Municipality"
11484,41,"CAN","Canada",10,"Prince Edward Island",173,"Kings","","","County","County"
11485,41,"CAN","Canada",10,"Prince Edward Island",174,"Prince","","","County","County"
11486,41,"CAN","Canada",10,"Prince Edward Island",175,"Queens","","","County","County"
11487,41,"CAN","Canada",11,"Québec",176,"Abitibi-Ouest","","","Regional County Municipality","Regional County Municipality"
11488,41,"CAN","Canada",11,"Québec",177,"Abitibi","","","Regional County Municipality","Regional County Municipality"
11489,41,"CAN","Canada",11,"Québec",178,"Acton","","","Regional County Municipality","Regional County Municipality"
11490,41,"CAN","Canada",11,"Québec",179,"Antoine-Labelle","","","Regional County Municipality","Regional County Municipality"
11491,41,"CAN","Canada",11,"Québec",180,"Argenteuil","","","Regional County Municipality","Regional County Municipality"
11492,41,"CAN","Canada",11,"Québec",181,"Arthabaska","","","Regional County Municipality","Regional County Municipality"
11493,41,"CAN","Canada",11,"Québec",182,"Asbestos","","","Regional County Municipality","Regional County Municipality"
11494,41,"CAN","Canada",11,"Québec",183,"Avignon","","","Regional County Municipality","Regional County Municipality"
11495,41,"CAN","Canada",11,"Québec",184,"Beauce-Sartigan","","","Regional County Municipality","Regional County Municipality"
11496,41,"CAN","Canada",11,"Québec",185,"Beauharnois-Salaberry","","","Regional County Municipality","Regional County Municipality"
11497,41,"CAN","Canada",11,"Québec",186,"Bécancour","","","Regional County Municipality","Regional County Municipality"
11498,41,"CAN","Canada",11,"Québec",187,"Bellechasse","","","Regional County Municipality","Regional County Municipality"
11499,41,"CAN","Canada",11,"Québec",188,"Bonaventure","","","Regional County Municipality","Regional County Municipality"
11500,41,"CAN","Canada",11,"Québec",189,"Brome-Missisquoi","","","Regional County Municipality","Regional County Municipality"
11501,41,"CAN","Canada",11,"Québec",190,"Champlain","","","Regional County Municipality","Regional County Municipality"
11502,41,"CAN","Canada",11,"Québec",191,"Charlevoix-Est","","","Regional County Municipality","Regional County Municipality"
11503,41,"CAN","Canada",11,"Québec",192,"Charlevoix","","","Regional County Municipality","Regional County Municipality"
11504,41,"CAN","Canada",11,"Québec",193,"Coaticook","","","Regional County Municipality","Regional County Municipality"
11505,41,"CAN","Canada",11,"Québec",194,"Communauté-Urbaine-de-l'Outaouais","","","County","County"
11506,41,"CAN","Canada",11,"Québec",195,"Communauté-Urbaine-de-Montréal","","","County","County"
11507,41,"CAN","Canada",11,"Québec",196,"Communauté-Urbaine-de-Québec","","","County","County"
11508,41,"CAN","Canada",11,"Québec",197,"D'Autray","","","Regional County Municipality","Regional County Municipality"
11509,41,"CAN","Canada",11,"Québec",198,"Desjardins","","","Regional County Municipality","Regional County Municipality"
11510,41,"CAN","Canada",11,"Québec",199,"Deux-Montagnes","","","Regional County Municipality","Regional County Municipality"
11511,41,"CAN","Canada",11,"Québec",200,"Drummond","","","Regional County Municipality","Regional County Municipality"
11512,41,"CAN","Canada",11,"Québec",201,"Francheville","","","Regional County Municipality","Regional County Municipality"
11513,41,"CAN","Canada",11,"Québec",202,"Joliette","","","Regional County Municipality","Regional County Municipality"
11514,41,"CAN","Canada",11,"Québec",203,"Kamouraska","","","Regional County Municipality","Regional County Municipality"
11515,41,"CAN","Canada",11,"Québec",204,"L'Amiante","","","Regional County Municipality","Regional County Municipality"
11516,41,"CAN","Canada",11,"Québec",205,"L'Assomption","","","Regional County Municipality","Regional County Municipality"
11517,41,"CAN","Canada",11,"Québec",206,"L'Érable","","","Regional County Municipality","Regional County Municipality"
11518,41,"CAN","Canada",11,"Québec",207,"L'Île-d'Orléans","","","Regional County Municipality","Regional County Municipality"
11519,41,"CAN","Canada",11,"Québec",208,"L'Islet","","","Regional County Municipality","Regional County Municipality"
11520,41,"CAN","Canada",11,"Québec",209,"La Côte-de-Beaupré","","","Regional County Municipality","Regional County Municipality"
11521,41,"CAN","Canada",11,"Québec",210,"La Côte-de-Gaspé","","","Regional County Municipality","Regional County Municipality"
11522,41,"CAN","Canada",11,"Québec",211,"La Haute-Côte-Nord","","","Regional County Municipality","Regional County Municipality"
11523,41,"CAN","Canada",11,"Québec",212,"La Haute-Gaspésie","","Denis-Riverin","Regional County Municipality","Regional County Municipality"
11524,41,"CAN","Canada",11,"Québec",213,"La Haute-Yamaska","","","Regional County Municipality","Regional County Municipality"
11525,41,"CAN","Canada",11,"Québec",214,"La Jacques-Cartier","","","Regional County Municipality","Regional County Municipality"
11526,41,"CAN","Canada",11,"Québec",215,"La Matapédia","","","Regional County Municipality","Regional County Municipality"
11527,41,"CAN","Canada",11,"Québec",216,"La Mitis","","","Regional County Municipality","Regional County Municipality"
11528,41,"CAN","Canada",11,"Québec",217,"La Nouvelle-Beauce","","","Regional County Municipality","Regional County Municipality"
11529,41,"CAN","Canada",11,"Québec",218,"La Région-Sherbrookoise","","","Regional County Municipality","Regional County Municipality"
11530,41,"CAN","Canada",11,"Québec",219,"La Rivière-du-Nord","","","Regional County Municipality","Regional County Municipality"
11531,41,"CAN","Canada",11,"Québec",220,"La Vallée-de-la-Gatineau","","","Regional County Municipality","Regional County Municipality"
11532,41,"CAN","Canada",11,"Québec",221,"La Vallée-du-Richelieu","","","Regional County Municipality","Regional County Municipality"
11533,41,"CAN","Canada",11,"Québec",222,"Lac-Saint-Jean-Est","","","Regional County Municipality","Regional County Municipality"
11534,41,"CAN","Canada",11,"Québec",223,"Lajemmerais","","","Regional County Municipality","Regional County Municipality"
11535,41,"CAN","Canada",11,"Québec",224,"Laval","","","Regional County Municipality","Regional County Municipality"
11536,41,"CAN","Canada",11,"Québec",225,"Le Bas-Richelieu","","","Regional County Municipality","Regional County Municipality"
11537,41,"CAN","Canada",11,"Québec",226,"Le Centre-de-la-Mauricie","","","Regional County Municipality","Regional County Municipality"
11538,41,"CAN","Canada",11,"Québec",227,"Le Domaine-du-Roy","","","Regional County Municipality","Regional County Municipality"
11539,41,"CAN","Canada",11,"Québec",228,"Le Fjord-du-Saguenay","","","Regional County Municipality","Regional County Municipality"
11540,41,"CAN","Canada",11,"Québec",229,"Le Granit","","","Regional County Municipality","Regional County Municipality"
11541,41,"CAN","Canada",11,"Québec",230,"Le Haut-Richelieu","","","Regional County Municipality","Regional County Municipality"
11542,41,"CAN","Canada",11,"Québec",231,"Le Haut-Saint-François","","","Regional County Municipality","Regional County Municipality"
11543,41,"CAN","Canada",11,"Québec",232,"Le Haut-Saint-Laurent","","","Regional County Municipality","Regional County Municipality"
11544,41,"CAN","Canada",11,"Québec",233,"Le Haut-Saint-Maurice","","","Regional County Municipality","Regional County Municipality"
11545,41,"CAN","Canada",11,"Québec",234,"Le Rocher-Percé","","Pabok","Municipalité Régionale de Comté","Regional County Municipality"
11546,41,"CAN","Canada",11,"Québec",235,"Le Val-Saint-François","","","Regional County Municipality","Regional County Municipality"
11547,41,"CAN","Canada",11,"Québec",236,"Les Basques","","","Regional County Municipality","Regional County Municipality"
11548,41,"CAN","Canada",11,"Québec",237,"Les Chutes-de-la-Chaudière","","","Regional County Municipality","Regional County Municipality"
11549,41,"CAN","Canada",11,"Québec",238,"Les Collines-de-l'Outaouais","","","Regional County Municipality","Regional County Municipality"
11550,41,"CAN","Canada",11,"Québec",239,"Les Etchemins","","","Regional County Municipality","Regional County Municipality"
11551,41,"CAN","Canada",11,"Québec",240,"Les Îles-de-la-Madeleine","","","Regional County Municipality","Regional County Municipality"
11552,41,"CAN","Canada",11,"Québec",241,"Les Jardins-de-Napierville","","","Regional County Municipality","Regional County Municipality"
11553,41,"CAN","Canada",11,"Québec",242,"Les Laurentides","","","Regional County Municipality","Regional County Municipality"
11554,41,"CAN","Canada",11,"Québec",243,"Les Maskoutains","","","Regional County Municipality","Regional County Municipality"
11555,41,"CAN","Canada",11,"Québec",244,"Les Moulins","","","Regional County Municipality","Regional County Municipality"
11556,41,"CAN","Canada",11,"Québec",245,"Les Pays-d'en-Haut","","","Regional County Municipality","Regional County Municipality"
11557,41,"CAN","Canada",11,"Québec",246,"Lotbinière","","","Regional County Municipality","Regional County Municipality"
11558,41,"CAN","Canada",11,"Québec",247,"Manicouagan","","","Regional County Municipality","Regional County Municipality"
11559,41,"CAN","Canada",11,"Québec",248,"Maria-Chapdelaine","","","Regional County Municipality","Regional County Municipality"
11560,41,"CAN","Canada",11,"Québec",249,"Maskinongé","","","Regional County Municipality","Regional County Municipality"
11561,41,"CAN","Canada",11,"Québec",250,"Matane","","","Regional County Municipality","Regional County Municipality"
11562,41,"CAN","Canada",11,"Québec",251,"Matawinie","","","Regional County Municipality","Regional County Municipality"
11563,41,"CAN","Canada",11,"Québec",252,"Mékinac","","","Regional County Municipality","Regional County Municipality"
11564,41,"CAN","Canada",11,"Québec",253,"Memphrémagog","","","Regional County Municipality","Regional County Municipality"
11565,41,"CAN","Canada",11,"Québec",254,"Minganie--Basse-Côte-Nord","","","Census Division","Census Division"
11566,41,"CAN","Canada",11,"Québec",255,"Mirabel","","","Regional County Municipality","Regional County Municipality"
11567,41,"CAN","Canada",11,"Québec",256,"Montcalm","","","Regional County Municipality","Regional County Municipality"
11568,41,"CAN","Canada",11,"Québec",257,"Montmagny","","","Regional County Municipality","Regional County Municipality"
11569,41,"CAN","Canada",11,"Québec",258,"Nicolet-Yamaska","","","Regional County Municipality","Regional County Municipality"
11570,41,"CAN","Canada",11,"Québec",259,"Nord-du-Québec","","","County","County"
11571,41,"CAN","Canada",11,"Québec",260,"Papineau","","","Regional County Municipality","Regional County Municipality"
11572,41,"CAN","Canada",11,"Québec",261,"Pontiac","","","Regional County Municipality","Regional County Municipality"
11573,41,"CAN","Canada",11,"Québec",262,"Portneuf","","","Regional County Municipality","Regional County Municipality"
11574,41,"CAN","Canada",11,"Québec",263,"Rimouski-Neigette","","","Regional County Municipality","Regional County Municipality"
11575,41,"CAN","Canada",11,"Québec",264,"Rivière-du-Loup","","","Regional County Municipality","Regional County Municipality"
11576,41,"CAN","Canada",11,"Québec",265,"Robert-Cliche","","","Regional County Municipality","Regional County Municipality"
11577,41,"CAN","Canada",11,"Québec",266,"Roussillon","","","Regional County Municipality","Regional County Municipality"
11578,41,"CAN","Canada",11,"Québec",267,"Rouville","","","Regional County Municipality","Regional County Municipality"
11579,41,"CAN","Canada",11,"Québec",268,"Rouyn-Noranda","","","Regional County Municipality","Regional County Municipality"
11580,41,"CAN","Canada",11,"Québec",269,"Sept-Rivières--Caniapiscau","","","Census Division","Census Division"
11581,41,"CAN","Canada",11,"Québec",270,"Témiscamingue","","","Regional County Municipality","Regional County Municipality"
11582,41,"CAN","Canada",11,"Québec",271,"Témiscouata","","","Regional County Municipality","Regional County Municipality"
11583,41,"CAN","Canada",11,"Québec",272,"Thérèse-De Blainville","","","Regional County Municipality","Regional County Municipality"
11584,41,"CAN","Canada",11,"Québec",273,"Vallée-de-l'Or","","","Regional County Municipality","Regional County Municipality"
11585,41,"CAN","Canada",11,"Québec",274,"Vaudreuil-Soulanges","","","Regional County Municipality","Regional County Municipality"
11586,41,"CAN","Canada",12,"Saskatchewan",275,"Division No. 1","","","Census Division","Census Division"
11587,41,"CAN","Canada",12,"Saskatchewan",276,"Division No. 10","","","Census Division","Census Division"
11588,41,"CAN","Canada",12,"Saskatchewan",277,"Division No. 11","","","Census Division","Census Division"
11589,41,"CAN","Canada",12,"Saskatchewan",278,"Division No. 12","","","Census Division","Census Division"
11590,41,"CAN","Canada",12,"Saskatchewan",279,"Division No. 13","","","Census Division","Census Division"
11591,41,"CAN","Canada",12,"Saskatchewan",280,"Division No. 14","","","Census Division","Census Division"
11592,41,"CAN","Canada",12,"Saskatchewan",281,"Division No. 15","","","Census Division","Census Division"
11593,41,"CAN","Canada",12,"Saskatchewan",282,"Division No. 16","","","Census Division","Census Division"
11594,41,"CAN","Canada",12,"Saskatchewan",283,"Division No. 17","","","Census Division","Census Division"
11595,41,"CAN","Canada",12,"Saskatchewan",284,"Division No. 18","","","Census Division","Census Division"
11596,41,"CAN","Canada",12,"Saskatchewan",285,"Division No. 2","","","Census Division","Census Division"
11597,41,"CAN","Canada",12,"Saskatchewan",286,"Division No. 3","","","Census Division","Census Division"
11598,41,"CAN","Canada",12,"Saskatchewan",287,"Division No. 4","","","Census Division","Census Division"
11599,41,"CAN","Canada",12,"Saskatchewan",288,"Division No. 5","","","Census Division","Census Division"
11600,41,"CAN","Canada",12,"Saskatchewan",289,"Division No. 6","","","Census Division","Census Division"
11601,41,"CAN","Canada",12,"Saskatchewan",290,"Division No. 7","","","Census Division","Census Division"
