"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
41,41,"CAN","Canada","CANADA","Canada","Canada","","","","Canada ","Canadá ","<U+041A><U+0430><U+043D><U+0430><U+0434><U+0430>","<U+0643><U+0646><U+062F><U+0627>","<U+52A0><U+62FF><U+5927> ","","","Canada","CA",NA,"CA",124,"19479","Present",NA
